ticker,kind,step,reference,variant,seed,mean_pnl,sd_pnl,q05_pnl,es05_pnl,mean_pnl_change,paired_se,mean_abs_mark_change,q95_abs_mark_change
GS,put,0,frozen,surface,0,-0.7485880343030831,2.2208162161361474e-16,-0.7485880343030828,-0.7485880343030831,0.0,0.0,0.0,0.0
GS,put,0,frozen,surface,20260429,-0.7485880343030831,2.221557105636704e-16,-0.7485880343030828,-0.7485880343030831,0.0,0.0,0.0,0.0
GS,put,0,frozen,surface,20260430,-0.7485880343030831,2.221557105636704e-16,-0.7485880343030828,-0.7485880343030831,0.0,0.0,0.0,0.0
GS,put,0,frozen,surface,20260431,-0.7485880343030831,2.221557105636704e-16,-0.7485880343030828,-0.7485880343030831,0.0,0.0,0.0,0.0
GS,put,0,surface,relaxation,0,-0.7485880343030831,2.2208162161361474e-16,-0.7485880343030828,-0.7485880343030831,0.0,0.0,0.0,0.0
GS,put,0,surface,relaxation,20260429,-0.7485880343030831,2.221557105636704e-16,-0.7485880343030828,-0.7485880343030831,0.0,0.0,0.0,0.0
GS,put,0,surface,relaxation,20260430,-0.7485880343030831,2.221557105636704e-16,-0.7485880343030828,-0.7485880343030831,0.0,0.0,0.0,0.0
GS,put,0,surface,relaxation,20260431,-0.7485880343030831,2.221557105636704e-16,-0.7485880343030828,-0.7485880343030831,0.0,0.0,0.0,0.0
GS,put,0,relaxation,uncoupled,0,-0.7485880343030831,2.2208162161361474e-16,-0.7485880343030828,-0.7485880343030831,0.0,0.0,0.0,0.0
GS,put,0,relaxation,uncoupled,20260429,-0.7485880343030831,2.221557105636704e-16,-0.7485880343030828,-0.7485880343030831,0.0,0.0,0.0,0.0
GS,put,0,relaxation,uncoupled,20260430,-0.7485880343030831,2.221557105636704e-16,-0.7485880343030828,-0.7485880343030831,0.0,0.0,0.0,0.0
GS,put,0,relaxation,uncoupled,20260431,-0.7485880343030831,2.221557105636704e-16,-0.7485880343030828,-0.7485880343030831,0.0,0.0,0.0,0.0
GS,put,0,uncoupled,coupled,0,-0.7485880343030831,2.2208162161361474e-16,-0.7485880343030828,-0.7485880343030831,0.0,0.0,0.0,0.0
GS,put,0,uncoupled,coupled,20260429,-0.7485880343030831,2.221557105636704e-16,-0.7485880343030828,-0.7485880343030831,0.0,0.0,0.0,0.0
GS,put,0,uncoupled,coupled,20260430,-0.7485880343030831,2.221557105636704e-16,-0.7485880343030828,-0.7485880343030831,0.0,0.0,0.0,0.0
GS,put,0,uncoupled,coupled,20260431,-0.7485880343030831,2.221557105636704e-16,-0.7485880343030828,-0.7485880343030831,0.0,0.0,0.0,0.0
GS,put,5,frozen,surface,0,0.029152450850536752,12.323090375309715,-20.678788813219956,-38.961708831687844,-0.10235754547310201,0.010359640805028998,0.44033221733423594,1.280705793077037
GS,put,5,frozen,surface,20260429,-0.38493888224094813,12.913864633111798,-21.954319493174552,-42.56328444265153,-0.08846094288863827,0.018425006782644804,0.4494246123989995,1.3104762554628486
GS,put,5,frozen,surface,20260430,0.07104717484358647,12.359746414990084,-22.146065536893623,-38.37166345235767,-0.10536364833718374,0.0186142362017057,0.4600332869891195,1.321363269686447
GS,put,5,frozen,surface,20260431,0.40134905994897213,11.663463891050444,-17.929817305598228,-35.373571692447676,-0.11324804519348411,0.01674073640598045,0.41153875261458894,1.1716323600721683
GS,put,5,surface,relaxation,0,0.12864247093292336,12.740321043183386,-21.654908414640076,-40.06408109662198,0.09949002008238676,0.00927034412609051,0.392730957247144,1.1368036411502527
GS,put,5,surface,relaxation,20260429,-0.29999117570448597,13.34532174317585,-23.008122108176625,-43.70079005226196,0.08494770653646215,0.016553971190573637,0.4011015756766122,1.1812092258538853
GS,put,5,surface,relaxation,20260430,0.17416848048660627,12.79412892664705,-23.159331901240517,-39.48659120337481,0.10312130564301966,0.016580057997808078,0.41007597885264646,1.155946729384896
GS,put,5,surface,relaxation,20260431,0.5117501080166502,12.047906297806513,-18.810317417279173,-36.410703404874596,0.11040104806767845,0.014989774137053546,0.3670153172121733,1.0792019981635361
GS,put,5,relaxation,uncoupled,0,0.20810960452503977,12.906257437874125,-21.750814265748545,-40.28607424846937,0.07946713359211623,0.044041780877653806,1.8749982633988824,4.849554040507363
GS,put,5,relaxation,uncoupled,20260429,-0.19097339413187295,13.510950045351773,-23.182590174174493,-43.69602443538259,0.10901778157261313,0.0760061929388243,1.8753204327051545,4.816768402373486
GS,put,5,relaxation,uncoupled,20260430,0.2946204065589143,12.939234428460523,-24.269556305693115,-39.54100926417148,0.12045192607230808,0.07670422256097803,1.8825842722643347,4.849554040507361
GS,put,5,relaxation,uncoupled,20260431,0.5206818011480779,12.239838373920488,-18.613964758055193,-36.935099963888845,0.008931693131427448,0.07616259570476525,1.867090085227157,4.901885030932206
GS,put,5,uncoupled,coupled,0,-0.05370302029430123,13.80902296107002,-24.196086832408714,-43.04271357738774,-0.26181262481934087,0.022701219793457586,0.9914748314110708,2.676124592323457
GS,put,5,uncoupled,coupled,20260429,-0.4934068374588392,14.450991781763543,-25.307792329649487,-46.62682425757167,-0.3024334433269665,0.040057065087864836,1.0121312851221684,2.775778579295777
GS,put,5,uncoupled,coupled,20260430,0.026304248093043818,13.867064250659377,-26.718638869198145,-42.31288110544367,-0.2683161584658704,0.040161006630206865,1.007022614232872,2.742621718257563
GS,put,5,uncoupled,coupled,20260431,0.30599352848289213,13.076429915352977,-21.21571111000648,-39.527745554486856,-0.2146882726651857,0.03768038883903057,0.9552705948781723,2.53125222995362
GS,put,10,frozen,surface,0,0.37780868042969223,19.048236848990264,-35.91918801873192,-62.855490382791004,-0.2851903943447338,0.010180914052224864,0.5090990105123365,1.201026228191961
