ticker,kind,mode,step,date,seed,n,mean_pnl,sd_pnl,q05_pnl,es05_pnl,mean_pnl_change,paired_se,mean_abs_mark_change,q95_abs_mark_change
GS,put,frozen,0,2026-04-28,0,3000,-0.7485880343030831,2.2208162161361474e-16,-0.7485880343030828,-0.7485880343030831,0.0,0.0,0.0,0.0
GS,put,frozen,0,2026-04-28,20260429,1000,-0.7485880343030831,2.221557105636704e-16,-0.7485880343030828,-0.7485880343030831,0.0,0.0,0.0,0.0
GS,put,frozen,0,2026-04-28,20260430,1000,-0.7485880343030831,2.221557105636704e-16,-0.7485880343030828,-0.7485880343030831,0.0,0.0,0.0,0.0
GS,put,frozen,0,2026-04-28,20260431,1000,-0.7485880343030831,2.221557105636704e-16,-0.7485880343030828,-0.7485880343030831,0.0,0.0,0.0,0.0
GS,put,frozen,5,2026-05-05,0,3000,0.1315099963236388,12.795187160116775,-21.83264395025212,-40.223704350592584,0.10235754547310201,0.010359640805028998,0.44033221733423594,1.280705793077037
GS,put,frozen,5,2026-05-05,20260429,1000,-0.29647793935231004,13.400650712401916,-23.168566362749722,-43.85254928493723,0.08846094288863827,0.018425006782644804,0.4494246123989995,1.3104762554628486
GS,put,frozen,5,2026-05-05,20260430,1000,0.17641082318077023,12.853248346441957,-23.36897550328209,-39.66386312653667,0.10536364833718374,0.0186142362017057,0.4600332869891195,1.321363269686447
GS,put,frozen,5,2026-05-05,20260431,1000,0.5145971051424558,12.098036801002387,-18.939977598892433,-36.5492637015231,0.11324804519348411,0.01674073640598045,0.41153875261458894,1.1716323600721683
GS,put,frozen,10,2026-05-12,0,3000,0.6629990747744262,19.42758590105632,-36.99368615475649,-63.34101657877952,0.2851903943447338,0.010180914052224864,0.5090990105123365,1.201026228191961
GS,put,frozen,10,2026-05-12,20260429,1000,0.018291073493191916,19.307238761401926,-40.63186980243224,-63.31824109602314,0.26858651049270577,0.01802596940408742,0.5070159860324407,1.2115340411109812
