ticker,kind,mode,step,date,seed,n,mean_pnl,sd_pnl,q05_pnl,es05_pnl,mean_pnl_change,paired_se,mean_abs_mark_change,q95_abs_mark_change
GS,put,frozen,0,2026-04-28,0,12,-0.7485880343030828,0.0,-0.7485880343030828,-0.7485880343030828,0.0,0.0,0.0,0.0
GS,put,frozen,0,2026-04-28,20260429,12,-0.7485880343030828,0.0,-0.7485880343030828,-0.7485880343030828,0.0,0.0,0.0,0.0
GS,put,frozen,5,2026-05-05,0,12,1.2166638061623667,11.137446385447056,-17.68032046780841,-29.73042932549838,0.11896904250729079,0.17258150657064814,0.42185275336105016,1.2069854274914102
GS,put,frozen,5,2026-05-05,20260429,12,1.2166638061623667,11.137446385447056,-17.68032046780841,-29.73042932549838,0.11896904250729079,0.17258150657064814,0.42185275336105016,1.2069854274914102
GS,put,frozen,10,2026-05-12,0,12,1.8155712653836165,13.879964116732122,-24.84063607855964,-25.811469319210975,0.1825932683399869,0.16718272775202742,0.4917522988493738,0.9142596765005595
GS,put,frozen,10,2026-05-12,20260429,12,1.8155712653836165,13.879964116732122,-24.84063607855964,-25.811469319210975,0.1825932683399869,0.16718272775202742,0.4917522988493738,0.9142596765005595
GS,put,frozen,15,2026-05-19,0,12,7.198188335886528,11.586118952564728,-12.936358008824268,-25.650444380943757,0.4489652406262243,0.127957058659583,0.5562824460151137,0.9109353915505061
GS,put,frozen,15,2026-05-19,20260429,12,7.198188335886528,11.586118952564728,-12.936358008824268,-25.650444380943757,0.4489652406262243,0.127957058659583,0.5562824460151137,0.9109353915505061
GS,put,frozen,20,2026-05-27,0,12,14.60586699613851,3.2734508432023386,7.862610544372177,7.628508829161186,0.7201291745802064,0.09163093030399927,0.7201291745802064,1.1286908634311694
GS,put,frozen,20,2026-05-27,20260429,12,14.60586699613851,3.2734508432023386,7.862610544372177,7.628508829161186,0.7201291745802064,0.09163093030399927,0.7201291745802064,1.1286908634311694
GS,put,frozen,22,2026-05-29,0,12,15.465529106050658,3.618153310694294,10.869857172673552,3.9763492726078873,0.0,0.0,0.0,0.0
GS,put,frozen,22,2026-05-29,20260429,12,15.465529106050658,3.618153310694294,10.869857172673552,3.9763492726078873,0.0,0.0,0.0,0.0
GS,put,surface,0,2026-04-28,0,12,-0.7485880343030828,0.0,-0.7485880343030828,-0.7485880343030828,0.0,0.0,0.0,0.0
GS,put,surface,0,2026-04-28,20260429,12,-0.7485880343030828,0.0,-0.7485880343030828,-0.7485880343030828,0.0,0.0,0.0,0.0
GS,put,surface,5,2026-05-05,0,12,1.0976947636550758,10.54701511524884,-16.825102811723255,-28.28744342817586,0.0,0.0,0.0,0.0
GS,put,surface,5,2026-05-05,20260429,12,1.0976947636550758,10.54701511524884,-16.825102811723255,-28.28744342817586,0.0,0.0,0.0,0.0
GS,put,surface,10,2026-05-12,0,12,1.6329779970436291,13.313282233644154,-23.94263871582723,-24.882297069829317,0.0,0.0,0.0,0.0
GS,put,surface,10,2026-05-12,20260429,12,1.6329779970436291,13.313282233644154,-23.94263871582723,-24.882297069829317,0.0,0.0,0.0,0.0
GS,put,surface,15,2026-05-19,0,12,6.749223095260305,11.160136999870309,-12.662249057876217,-25.00654114861042,0.0,0.0,0.0,0.0
GS,put,surface,15,2026-05-19,20260429,12,6.749223095260305,11.160136999870309,-12.662249057876217,-25.00654114861042,0.0,0.0,0.0,0.0
GS,put,surface,20,2026-05-27,0,12,13.885737821558303,3.2944200642647865,7.241223688847694,7.017145697773968,0.0,0.0,0.0,0.0
GS,put,surface,20,2026-05-27,20260429,12,13.885737821558303,3.2944200642647865,7.241223688847694,7.017145697773968,0.0,0.0,0.0,0.0
GS,put,surface,22,2026-05-29,0,12,15.465529106050658,3.618153310694294,10.869857172673552,3.9763492726078873,0.0,0.0,0.0,0.0
GS,put,surface,22,2026-05-29,20260429,12,15.465529106050658,3.618153310694294,10.869857172673552,3.9763492726078873,0.0,0.0,0.0,0.0
GS,put,relaxation,0,2026-04-28,0,12,-0.7485880343030828,0.0,-0.7485880343030828,-0.7485880343030828,0.0,0.0,0.0,0.0
GS,put,relaxation,0,2026-04-28,20260429,12,-0.7485880343030828,0.0,-0.7485880343030828,-0.7485880343030828,0.0,0.0,0.0,0.0
GS,put,relaxation,5,2026-05-05,0,12,1.2048070568229003,11.090055184949518,-17.573774675784044,-29.661689522468496,0.10711229316782427,0.15939868792362316,0.37562637604359833,1.1401546853106732
GS,put,relaxation,5,2026-05-05,20260429,12,1.2048070568229003,11.090055184949518,-17.573774675784044,-29.661689522468496,0.10711229316782427,0.15939868792362316,0.37562637604359833,1.1401546853106732
GS,put,relaxation,10,2026-05-12,0,12,1.7620141557674849,13.812519649055975,-24.753564128466877,-25.45443116262931,0.12903615872385532,0.15306983497518625,0.4343120722231623,0.9270547075925446
GS,put,relaxation,10,2026-05-12,20260429,12,1.7620141557674849,13.812519649055975,-24.753564128466877,-25.45443116262931,0.12903615872385532,0.15306983497518625,0.4343120722231623,0.9270547075925446
GS,put,relaxation,15,2026-05-19,0,12,7.102424502088444,11.442139407660482,-12.788477537637455,-25.306424216152923,0.35320140682813844,0.09190265722440434,0.40318191808522225,0.7515545550385414
GS,put,relaxation,15,2026-05-19,20260429,12,7.102424502088444,11.442139407660482,-12.788477537637455,-25.306424216152923,0.35320140682813844,0.09190265722440434,0.40318191808522225,0.7515545550385414
GS,put,relaxation,20,2026-05-27,0,12,14.58047420293788,3.245067520391365,7.942059238474981,7.537407461212329,0.6947363813795772,0.08241542038885416,0.6947363813795772,1.0551709849158264
GS,put,relaxation,20,2026-05-27,20260429,12,14.58047420293788,3.245067520391365,7.942059238474981,7.537407461212329,0.6947363813795772,0.08241542038885416,0.6947363813795772,1.0551709849158264
GS,put,relaxation,22,2026-05-29,0,12,15.465529106050658,3.618153310694294,10.869857172673552,3.9763492726078873,0.0,0.0,0.0,0.0
GS,put,relaxation,22,2026-05-29,20260429,12,15.465529106050658,3.618153310694294,10.869857172673552,3.9763492726078873,0.0,0.0,0.0,0.0
GS,put,uncoupled,0,2026-04-28,0,12,-0.7485880343030828,0.0,-0.7485880343030828,-0.7485880343030828,0.0,0.0,0.0,0.0
GS,put,uncoupled,0,2026-04-28,20260429,12,-0.7485880343030828,0.0,-0.7485880343030828,-0.7485880343030828,0.0,0.0,0.0,0.0
GS,put,uncoupled,5,2026-05-05,0,12,0.8218501423536829,10.687618437087803,-15.22119431628187,-28.808074484243438,-0.27584462130139314,0.6480280912375005,1.653311362906485,4.207982993949292
GS,put,uncoupled,5,2026-05-05,20260429,12,0.8218501423536829,10.687618437087803,-15.22119431628187,-28.808074484243438,-0.27584462130139314,0.6480280912375005,1.653311362906485,4.207982993949292
GS,put,uncoupled,10,2026-05-12,0,12,0.9750978259712083,14.766102408056053,-26.519826970520306,-27.6661296615684,-0.6578801710724215,1.0267100355526442,2.919954298955861,5.601189430994568
GS,put,uncoupled,10,2026-05-12,20260429,12,0.9750978259712083,14.766102408056053,-26.519826970520306,-27.6661296615684,-0.6578801710724215,1.0267100355526442,2.919954298955861,5.601189430994568
GS,put,uncoupled,15,2026-05-19,0,12,7.063178636100432,11.642309472718736,-13.22194919782542,-26.851956129192427,0.3139555408401269,0.7414745420244704,1.9883704200778773,4.269718299266845
GS,put,uncoupled,15,2026-05-19,20260429,12,7.063178636100432,11.642309472718736,-13.22194919782542,-26.851956129192427,0.3139555408401269,0.7414745420244704,1.9883704200778773,4.269718299266845
GS,put,uncoupled,20,2026-05-27,0,12,14.797899865140641,2.6144267518262962,9.445094429159301,9.335468341543766,0.912162043582339,0.21120312732661375,0.912162043582339,2.1839387243815085
GS,put,uncoupled,20,2026-05-27,20260429,12,14.797899865140641,2.6144267518262962,9.445094429159301,9.335468341543766,0.912162043582339,0.21120312732661375,0.912162043582339,2.1839387243815085
GS,put,uncoupled,22,2026-05-29,0,12,15.465529106050658,3.618153310694294,10.869857172673552,3.9763492726078873,0.0,0.0,0.0,0.0
