ticker,mode,depth,check,violations,tests,max_violation,fraction
GS,frozen,201,bounds,0,550,0.0,0.0
GS,frozen,201,monotonicity,0,500,0.006505198526549946,0.0
GS,frozen,201,vertical_spread,0,500,0.0,0.0
GS,frozen,201,convexity,0,450,1.5546675058430992e-11,0.0
GS,frozen,401,bounds,0,550,0.0,0.0
GS,frozen,401,monotonicity,0,500,0.00650454442637485,0.0
GS,frozen,401,vertical_spread,0,500,0.0,0.0
GS,frozen,401,convexity,0,450,4.476419235288631e-11,0.0
GS,surface,201,bounds,0,550,0.0,0.0
GS,surface,201,monotonicity,19,500,0.07322052917033661,0.038
GS,surface,201,vertical_spread,19,500,0.07042965261443612,0.038
GS,surface,201,convexity,44,450,0.11117293897474778,0.09777777777777778
GS,surface,401,bounds,0,550,0.0,0.0
GS,surface,401,monotonicity,19,500,0.07321717114118786,0.038
GS,surface,401,vertical_spread,19,500,0.07040126300631755,0.038
GS,surface,401,convexity,44,450,0.11117212178962554,0.09777777777777778
GS,relaxation,201,bounds,0,550,0.0,0.0
GS,relaxation,201,monotonicity,1,500,0.013095296535752948,0.002
GS,relaxation,201,vertical_spread,0,500,0.0,0.0
GS,relaxation,201,convexity,0,450,2.842170943040401e-14,0.0
GS,relaxation,401,bounds,0,550,0.0,0.0
GS,relaxation,401,monotonicity,1,500,0.01309417419197123,0.002
GS,relaxation,401,vertical_spread,0,500,0.0,0.0
GS,relaxation,401,convexity,0,450,2.842170943040401e-14,0.0
GS,uncoupled,201,bounds,0,550,0.0,0.0
GS,uncoupled,201,monotonicity,2,500,0.01383988599894001,0.004
GS,uncoupled,201,vertical_spread,0,500,0.0,0.0
GS,uncoupled,201,convexity,0,450,2.842170943040401e-14,0.0
GS,uncoupled,401,bounds,0,550,0.0,0.0
GS,uncoupled,401,monotonicity,2,500,0.013838724644642003,0.004
GS,uncoupled,401,vertical_spread,0,500,0.0,0.0
GS,uncoupled,401,convexity,0,450,2.842170943040401e-14,0.0
GS,coupled,201,bounds,0,550,0.0,0.0
GS,coupled,201,monotonicity,1,500,0.010447203070349242,0.002
GS,coupled,201,vertical_spread,0,500,0.0,0.0
GS,coupled,201,convexity,0,450,2.842170943040401e-14,0.0
GS,coupled,401,bounds,0,550,0.0,0.0
GS,coupled,401,monotonicity,1,500,0.010446276925654918,0.002
GS,coupled,401,vertical_spread,0,500,0.0,0.0
GS,coupled,401,convexity,0,450,2.842170943040401e-14,0.0
LLY,frozen,201,bounds,0,550,0.0,0.0
LLY,frozen,201,monotonicity,0,500,0.0,0.0
LLY,frozen,201,vertical_spread,0,500,0.0,0.0
LLY,frozen,201,convexity,0,450,1.8758328224066645e-11,0.0
LLY,frozen,401,bounds,0,550,0.0,0.0
LLY,frozen,401,monotonicity,0,500,0.0,0.0
LLY,frozen,401,vertical_spread,0,500,0.0,0.0
LLY,frozen,401,convexity,0,450,2.842170943040401e-14,0.0
LLY,surface,201,bounds,0,550,0.0,0.0
LLY,surface,201,monotonicity,0,500,0.0,0.0
LLY,surface,201,vertical_spread,0,500,0.0,0.0
LLY,surface,201,convexity,0,450,0.0,0.0
LLY,surface,401,bounds,0,550,0.0,0.0
LLY,surface,401,monotonicity,0,500,0.0,0.0
LLY,surface,401,vertical_spread,0,500,0.0,0.0
LLY,surface,401,convexity,0,450,0.0,0.0
LLY,relaxation,201,bounds,0,550,0.0,0.0
LLY,relaxation,201,monotonicity,0,500,0.0,0.0
LLY,relaxation,201,vertical_spread,0,500,0.0,0.0
LLY,relaxation,201,convexity,0,450,2.842170943040401e-14,0.0
LLY,relaxation,401,bounds,0,550,0.0,0.0
LLY,relaxation,401,monotonicity,0,500,0.0,0.0
LLY,relaxation,401,vertical_spread,0,500,0.0,0.0
LLY,relaxation,401,convexity,0,450,2.842170943040401e-14,0.0
LLY,uncoupled,201,bounds,0,550,0.0,0.0
LLY,uncoupled,201,monotonicity,0,500,0.0,0.0
LLY,uncoupled,201,vertical_spread,0,500,0.0,0.0
LLY,uncoupled,201,convexity,0,450,2.842170943040401e-14,0.0
LLY,uncoupled,401,bounds,0,550,0.0,0.0
LLY,uncoupled,401,monotonicity,0,500,0.0,0.0
LLY,uncoupled,401,vertical_spread,0,500,0.0,0.0
LLY,uncoupled,401,convexity,0,450,2.842170943040401e-14,0.0
LLY,coupled,201,bounds,0,550,0.0,0.0
LLY,coupled,201,monotonicity,0,500,0.0,0.0
LLY,coupled,201,vertical_spread,0,500,0.0,0.0
LLY,coupled,201,convexity,0,450,2.842170943040401e-14,0.0
LLY,coupled,401,bounds,0,550,0.0,0.0
LLY,coupled,401,monotonicity,0,500,0.0,0.0
LLY,coupled,401,vertical_spread,0,500,0.0,0.0
LLY,coupled,401,convexity,0,450,2.842170943040401e-14,0.0
