period,ticker,horizon,method,replicate,n_dates,median_mae,mean_mae,mse,crps,coverage,width,bias,median_mae_pct,crps_pct,width_pct,rmse
2025,GS,1,Adaptive volatility,1,249,9.139169306753528,9.12004475179274,150.871798837624,6.751109855581982,0.9357429718875502,42.46639059532861,-1.0955999556338873,1.3838977138186415,1.0283941875651672,6.393764198655591,12.282988188450886
2025,GS,1,Adaptive volatility,2,249,9.118278555511614,9.106739343720557,150.54889552975345,6.741573131033361,0.9357429718875502,42.44517960420014,-1.0853563142070461,1.3809294066452047,1.0270013030085157,6.39003414960321,12.269836817568253
2025,GS,1,Adaptive volatility,3,249,9.13241201446129,9.11019756062446,150.51729279044028,6.737615450530884,0.9317269076305221,42.40682377590503,-1.1039794363379303,1.3829756538997335,1.0262657293021593,6.384824814540405,12.268548927662158
2025,GS,1,Directional,1,249,9.139169306753528,9.12004475179274,150.871798837624,6.751109855581982,0.9357429718875502,42.46639059532861,-1.0955999556338873,1.3838977138186415,1.0283941875651672,6.393764198655591,12.282988188450886
2025,GS,1,Directional,2,249,9.118278555511614,9.106739343720557,150.54889552975345,6.741573131033361,0.9357429718875502,42.44517960420014,-1.0853563142070461,1.3809294066452047,1.0270013030085157,6.39003414960321,12.269836817568253
2025,GS,1,Directional,3,249,9.13241201446129,9.11019756062446,150.51729279044028,6.737615450530884,0.9317269076305221,42.40682377590503,-1.1039794363379303,1.3829756538997335,1.0262657293021593,6.384824814540405,12.268548927662158
2025,GS,1,JumpHMM,1,249,9.10045132215569,9.078515511675626,150.05526831709201,6.660813664297168,0.8795180722891566,34.700828249814315,-0.8617063708739504,1.3784848316598999,1.0155383772564346,5.0587171126570025,12.249704825712822
2025,GS,1,JumpHMM,2,249,9.102092870708724,9.091328268818305,150.42393480078084,6.665114573200658,0.8755020080321285,34.64960809517109,-0.8695806582048605,1.378307570920901,1.0158425404790665,5.051481956956553,12.264743568488534
2025,GS,1,JumpHMM,3,249,9.097238628651116,9.094981854544434,150.17978057243164,6.661187282284097,0.8795180722891566,34.645602451748616,-0.8693259947348144,1.3777618134243719,1.0154971644022674,5.050433559859592,12.25478602719899
2025,GS,1,Unchanged,1,249,9.133212851405625,9.133212851405693,150.86364056224969,9.133212851405625,0.0,0.0,-1.2210040160643192,1.3831897692042503,1.38318976920425,0.0,12.282656087436857
