ticker,horizon,method,replicate,n_dates,mean_mae,median_mae,mse,crps,coverage,width,bias,mae_pct,crps_pct,rmse
GS,1,filtered_state,2.0,21.0,10.690354464925642,10.790564201377018,208.6780925924228,8.443749349100365,0.8571428571428571,51.99930626929085,2.4011973497086703,1.0304794669677857,0.8150151555452303,14.445690783774554
GS,1,filtered_state_vol20,2.0,21.0,10.71065921162616,10.966950673429011,209.8043883478695,9.036875118569005,0.9047619047619048,66.83278504302767,2.5957033553179483,1.0324174104975372,0.8728009786488022,14.48461954783538
GS,1,legacy_stationary,2.0,21.0,10.692411356871633,10.63759003931799,204.56902948961465,7.988300607323281,0.9047619047619048,52.33683774201436,2.1001749036901893,1.0312334975543107,0.7710592116773421,14.30274028124821
GS,1,rw_fixed,2.0,21.0,10.61782182697992,10.608345792738326,202.87614420199432,8.161134571840917,0.9523809523809522,61.36774032040887,1.7544854986458596,1.0242671902763882,0.7879245094402698,14.243412138376172
GS,1,rw_vol20,2.0,21.0,10.624386732850814,10.625604322607403,203.4961053723906,9.141069268688591,0.9523809523809522,78.99111351568449,1.8825080740614393,1.0248826436438832,0.8828140964936958,14.26515203746277
GS,1,stationary_transition,2.0,21.0,10.68744065093869,10.64366114325174,205.16293180674108,8.00214895956302,0.9047619047619048,52.30594792838573,2.1613074685683604,1.0307502338024275,0.7724089734789917,14.323484468238737
GS,1,unchanged,2.0,21.0,10.59428571428577,10.594285714285748,202.46266190476737,10.594285714285755,0.047619047619047616,0.0,1.590952380952017,1.02206838696566,1.022068386965658,14.22893748333892
GS,5,filtered_state,2.0,17.0,16.50146836381079,16.35777075484654,510.2603801427581,13.213683991209805,1.0,128.31769855830638,9.177177567161477,1.5782016637577991,1.265718169213337,22.58880107690665
GS,5,filtered_state_vol20,2.0,17.0,16.43080847386818,16.18837536562503,521.4163844903738,15.636407302382372,1.0,177.33862467195536,9.986497986589969,1.570803762580929,1.4989706838078003,22.83424701503272
GS,5,legacy_stationary,2.0,17.0,16.262573058697985,16.278061547345793,471.5951696765271,12.993484289608979,1.0,129.37390245883697,9.150778403204209,1.555407582152734,1.2447142379140195,21.716047786750096
GS,5,rw_fixed,2.0,17.0,15.80530851658626,15.658004249948641,443.2721499033651,13.616752869308137,1.0,137.9939051883335,7.4208964209269626,1.5124371416230515,1.3056219128911368,21.053883233507367
GS,5,rw_vol20,2.0,17.0,16.03256339290855,15.719130486257631,453.9876882805704,16.758448345105347,1.0,190.51312474338985,8.296931527772529,1.5337707061061818,1.6077009404220786,21.30684392968243
GS,5,stationary_transition,2.0,17.0,16.188708273293283,16.21285979960763,468.2676432290794,13.01177055258566,1.0,129.40120698473115,9.107125215024212,1.548319889973831,1.246491683570041,21.63933839288525
GS,5,unchanged,2.0,17.0,15.508235294117606,15.508235294117702,428.8995852941059,15.508235294117705,0.0,0.0,6.462941176470334,1.484320652405174,1.4843206524051835,20.7098910015023
LLY,1,filtered_state,2.0,21.0,18.864292721811143,19.07994198879726,657.7821363197544,14.623773297629603,0.7619047619047619,59.895047748041954,-2.5920437050259633,1.5813988347544257,1.2280914332886186,25.647223161959598
LLY,1,filtered_state_vol20,2.0,21.0,18.98508137294134,19.21236792598804,659.5064877542501,14.601781580755302,0.8095238095238096,80.42347437377266,-2.612201888816246,1.5918706223879309,1.2268852946745052,25.680784423842823
LLY,1,legacy_stationary,2.0,21.0,19.184443260306384,19.10054580227578,664.3956179721457,14.733824178975276,0.7619047619047619,57.945476730076585,-2.003341645687619,1.6076947183483794,1.2370821677660515,25.77586373870737
LLY,1,rw_fixed,2.0,21.0,19.050714574352174,19.01244841253285,663.9341649423336,14.462786016171819,0.7619047619047619,66.85862043167201,-2.5262516991875845,1.596806927449819,1.2148005745198402,25.76689113989785
LLY,1,rw_vol20,2.0,21.0,19.102280184474413,19.01811635790296,664.1074519668135,14.651277418102708,0.8571428571428571,89.88538694619676,-2.391516284709161,1.601045525147142,1.2313122663375715,25.77023868834803
LLY,1,stationary_transition,2.0,21.0,19.11849926181993,19.082493834031897,659.7192165285713,14.69828384046788,0.746031746031746,58.01262936682803,-2.045147493248766,1.6022469410931655,1.2341739848601971,25.684981804597424
LLY,1,unchanged,2.0,21.0,19.00761904761904,19.00761904761903,665.2904119047423,19.007619047619013,0.0,0.0,-2.683809523809811,1.593374888167159,1.5933748881671548,25.79322414714264
