ticker,horizon,method,replicate,n_dates,mean_mae,median_mae,mse,crps,coverage,width,bias,mae_pct,crps_pct,rmse
GS,1,filtered_state,1,21,10.707656108842203,10.783974003288304,208.64905063811233,8.442864143630127,0.8571428571428571,51.940010170241294,2.4251363037445364,1.0321131302879782,0.8148741490827296,14.444689357619025
GS,1,filtered_state,2,21,10.684307985673621,10.767645587482548,209.06352453658266,8.444816701740626,0.8571428571428571,52.11951350772391,2.392897770730802,1.0299580486238908,0.8151448237746283,14.45902916991949
GS,1,filtered_state,3,21,10.679099300261106,10.820073013360208,208.3217026025734,8.443567201930344,0.8571428571428571,51.938395129907335,2.3855579746506725,1.0293672219914878,0.8150264937783331,14.433353823785149
GS,1,filtered_state_vol20,1,21,10.717517908018445,11.009285755940775,210.18519543917128,9.04207406321364,0.9047619047619048,66.73603090777932,2.616348169137528,1.0330299879806764,0.8732482695142132,14.497765187751224
GS,1,filtered_state_vol20,2,21,10.70205246269481,10.886508614249589,209.96595039489898,9.036258127059982,0.9047619047619048,67.02195827455371,2.592015458689508,1.0316474542017042,0.8727581298857692,14.49020187557437
GS,1,filtered_state_vol20,3,21,10.712407264165222,11.00505765009667,209.26201920953827,9.032293165433392,0.9047619047619048,66.74036594674995,2.5787464381268084,1.0325747893102313,0.8723965365464244,14.465891580180541
GS,1,legacy_stationary,1,21,10.706035601881695,10.649709172480888,205.43740788405904,8.004115005484213,0.9047619047619048,52.30458326817643,2.134736007909125,1.0324986837198007,0.7725546429086647,14.333087869822714
GS,1,legacy_stationary,2,21,10.680735140791134,10.646441252782449,204.61654369488903,7.96848155676165,0.9047619047619048,52.323741686611115,2.080947732235613,1.0301051542006274,0.7691590677893333,14.304423920413189
GS,1,legacy_stationary,3,21,10.690463327942071,10.61661969269063,203.6531368898959,7.992305259723981,0.9047619047619048,52.38218827125554,2.0848409709258298,1.0310966547425036,0.7714639243340287,14.270709053508725
GS,1,rw_fixed,1,21,10.532593991136261,10.502701954515114,201.45685891809757,8.146598511132888,0.9523809523809523,61.19769545563853,1.7212197039031243,1.0160140525978345,0.7865005461946664,14.193549905435834
GS,1,rw_fixed,2,21,10.674284080486867,10.694559903839226,203.95523040062835,8.173465078434045,0.9523809523809523,61.46707087830797,1.8015189617351985,1.0297048034505014,0.7890771928033247,14.281289521630333
GS,1,rw_fixed,3,21,10.646587409316632,10.627775519860641,203.21634328725708,8.163340125955816,0.9523809523809523,61.43845462728012,1.7407178302992559,1.0270827147808288,0.7881957893228185,14.255396988062348
GS,1,rw_vol20,1,21,10.528405438881794,10.512994078118325,202.19124164688964,9.12658572248256,0.9523809523809523,78.7366251644966,1.8416215075282243,1.0155835904880746,0.8813968457496896,14.219396669580943
GS,1,rw_vol20,2,21,10.684925160935032,10.71864223628974,204.92794391367292,9.157920075039248,0.9523809523809523,79.14419153976671,1.9514596799455202,1.030707064112706,0.8844011005237169,14.315304534437013
GS,1,rw_vol20,3,21,10.659829598735618,10.645176653414145,203.36913055660915,9.138702008543968,0.9523809523809523,79.09252384279017,1.8544430347105734,1.0283572763308686,0.8826443432076807,14.260754908370354
GS,1,stationary_transition,1,21,10.710714973025466,10.640762683843361,205.42486408090107,7.997893585487203,0.9047619047619048,52.23089111183206,2.172740130713459,1.0329718574552686,0.7719411512967469,14.332650281120413
GS,1,stationary_transition,2,21,10.701656964564611,10.652972013164344,205.9482559792632,8.004249811508531,0.9047619047619048,52.42158849918586,2.1572301250806407,1.0322054339897233,0.7726604486562749,14.350897392820533
GS,1,stationary_transition,3,21,10.649950015225992,10.637248732747512,204.11567536005902,8.004303481693324,0.9047619047619048,52.265364174139265,2.1539521499109817,1.0270734099622902,0.7726253204839535,14.286905730775262
GS,1,unchanged,1,21,10.59428571428577,10.594285714285748,202.46266190476737,10.594285714285755,0.047619047619047616,0.0,1.5909523809520167,1.02206838696566,1.022068386965658,14.228937483338921
GS,1,unchanged,2,21,10.59428571428577,10.594285714285748,202.46266190476737,10.594285714285755,0.047619047619047616,0.0,1.5909523809520167,1.02206838696566,1.022068386965658,14.228937483338921
GS,1,unchanged,3,21,10.59428571428577,10.594285714285748,202.46266190476737,10.594285714285755,0.047619047619047616,0.0,1.5909523809520167,1.02206838696566,1.022068386965658,14.228937483338921
GS,5,filtered_state,1,17,16.492807123270442,16.28794994543545,510.6989773039796,13.2245568274487,1.0,127.8602716855207,9.26228864200956,1.5771930872233104,1.2667021776195608,22.59864990002676
GS,5,filtered_state,2,17,16.538203256231508,16.423370308674368,514.465752708697,13.26964743291174,1.0,128.8593247252918,9.112007804533578,1.5817654523430056,1.2710944064753014,22.68183750732504
GS,5,filtered_state,3,17,16.47339471193042,16.361992010429805,505.6164104155978,13.146847713268977,1.0,128.23349926410663,9.157236254941294,1.5756464517070814,1.2593579235451484,22.485915823368142
