ticker,origin,history_returns,recent_daily_sd,scale,posterior_jump_remaining,largest_state_probability
GS,2026-08-04,61,0.03229955470824293,1.7957234683282641,0.0002854493006780267,0.02959805266467433
GS,2026-08-05,62,0.03141785211183242,1.746704401076038,4.6796716140490085e-6,0.9368097662961904
GS,2026-08-06,63,0.03185726444412825,1.7711339340681789,0.015723640060644795,0.7097945735160879
GS,2026-08-07,64,0.03183065722751312,1.7696546813746272,0.00013840752968012935,0.8390302817179981
GS,2026-08-10,65,0.031179599326982676,1.7334585182453355,2.7526044371619167e-6,0.7164742156277902
GS,2026-08-11,66,0.031183217998089225,1.7336597015956599,3.3738919125822008e-6,0.9156715718609896
GS,2026-08-12,67,0.031169388098070867,1.7328908155768918,4.0126629829733155e-7,0.9143597766449738
GS,2026-08-13,68,0.02311262105366308,1.2849674373389683,5.030564787645957e-6,0.4490187545779968
GS,2026-08-14,69,0.022854848244447615,1.2706363207899534,8.081908262118353e-7,0.9602060915505225
GS,2026-08-17,70,0.02079741225984045,1.1562512738283217,4.490542813223347e-6,0.7486003071984901
GS,2026-08-18,71,0.02009930742405974,1.1174394930378904,3.2129177963067597e-6,0.8422718154964173
GS,2026-08-19,72,0.02033380582116231,1.130476647226737,5.834783094977695e-6,0.970085539444879
GS,2026-08-21,72,0.02033380582116231,1.130476647226737,0.0002058236161967065,0.030774536593842265
GS,2026-08-24,73,0.018926976837420582,1.0522626952125713,5.782153742339353e-6,0.739742783130523
GS,2026-08-25,74,0.019505065731517175,1.084402079277958,0.00029506706033282694,0.9694782118340356
GS,2026-08-26,75,0.019267754386937196,1.0712085366854327,0.00015075107995561824,0.889605696235956
GS,2026-08-27,76,0.01920578318129828,1.067763190477672,2.8298416480209436e-6,0.9179725431134709
GS,2026-08-28,77,0.01910714857640656,1.0622795088482115,1.997325730939299e-6,0.9015003928610583
GS,2026-08-31,78,0.018961973613102208,1.0542083731630874,1.8491747250347045e-6,0.9818741305553297
GS,2026-09-01,79,0.015944678694750452,0.8864590854501793,0.011108232117626324,0.6457161930399217
GS,2026-09-02,80,0.012007645020486275,0.6675760751939852,0.005212352766264942,0.4572178620551125
GS,2026-09-03,81,0.014375546795986084,0.7992217535127648,0.03642316718403404,0.627247687559786
LLY,2026-08-04,61,0.019126349137429405,1.1227012796879687,0.00033562953638267677,0.02700145036610185
LLY,2026-08-05,62,0.021860470828800875,1.2831920194349657,0.002108577296921847,0.9641245258411612
LLY,2026-08-06,63,0.021348130388599618,1.25311804851052,0.025269398158805776,0.776705567380872
LLY,2026-08-07,64,0.021083465098073875,1.2375824092608552,0.000514003847957257,0.9011254757842958
LLY,2026-08-10,65,0.02265104926344297,1.3295983363901147,0.003307792784292933,0.6726726204254273
LLY,2026-08-11,66,0.022271201728137423,1.3073015922017897,0.0012742154948671533,0.5113595615567875
LLY,2026-08-12,67,0.022232474860986333,1.3050283563115301,8.749190444419909e-6,0.9759671579302095
LLY,2026-08-13,68,0.021421097848210554,1.2574011795823283,1.5878736955906484e-6,0.6402131118218085
LLY,2026-08-14,69,0.022305779172763728,1.3093312603340272,0.0002922107589497073,0.5886934607064158
LLY,2026-08-17,70,0.022205959942928732,1.3034719519909674,4.961984355764656e-6,0.8834361469564027
LLY,2026-08-18,71,0.02335090333963229,1.3706792066224247,0.0034843251478053772,0.8092085626815315
LLY,2026-08-19,72,0.023746341744530455,1.39389112229054,0.02120606402706942,0.8457318303282471
LLY,2026-08-21,72,0.023746341744530455,1.39389112229054,0.02140181302632465,0.02890761066552617
LLY,2026-08-24,73,0.0235387524460388,1.381705797773483,0.0005809019708074659,0.5549229418402586
LLY,2026-08-25,74,0.023562548955943483,1.3831026337263421,1.5540273326163396e-5,0.6118541407808916
LLY,2026-08-26,75,0.02505694074481635,1.470822227343896,0.0004612915400776955,0.6862613093394334
LLY,2026-08-27,76,0.0252021338373264,1.479344944857396,9.448797626321554e-6,0.9220970486193646
LLY,2026-08-28,77,0.02521124790261372,1.479879933144377,3.543665051929886e-6,0.7348705133210272
LLY,2026-08-31,78,0.025004639404910902,1.4677521808431588,6.099475530670957e-6,0.7754008428092946
LLY,2026-09-01,79,0.02492235449710803,1.4629221230717828,4.468028528785974e-7,0.9229401199862516
LLY,2026-09-02,80,0.02235701730181525,1.3123388972145225,6.205815722299862e-7,0.963836941646395
LLY,2026-09-03,81,0.022277626929035642,1.307678746316192,1.181855638580542e-6,0.9476240167552809
