ticker,origin,endpoint,horizon,method,replicate,seed,paths,origin_spot,observed,actual_return_pct,median_absolute_error,crps_pct,mean_error_pct,realized_percentile,predicted_mean,predicted_median,predicted_q05,predicted_q95,error,absolute_error,squared_error,crps,covered90,width90,mc_se
GS,2026-08-04,2026-08-05,1,legacy_stationary,1,204760081,10000,1053.13,1060.53,0.7026672870395823,7.025984220709006,0.4489918820923412,-0.6650076919633291,0.7057,1053.5266044936266,1053.504015779291,1027.6693463906258,1079.8712708029998,-7.003395506373408,7.003395506373408,49.04754861869125,4.728468207879073,true,52.201924412373955,0.19179456961341082
GS,2026-08-04,2026-08-11,5,legacy_stationary,1,204760081,10000,1053.13,1033.87,-1.8288340470787312,21.97375503231774,1.300603451200273,2.074195307171437,0.2704,1055.7139730384145,1055.8437550323176,988.2179822246752,1119.5649344307922,21.84397303841456,21.84397303841456,477.15915810298225,13.697045125625436,true,131.34695220611695,0.4317595540054869
GS,2026-08-04,2026-08-05,1,stationary_transition,1,204760081,10000,1053.13,1060.53,0.7026672870395823,6.966023653154025,0.44488907067752453,-0.6405139845270128,0.6919,1053.7845550747506,1053.563976346846,1027.8858935130559,1080.2603333948614,-6.7454449252493305,6.7454449252493305,45.50102723957195,4.685260270026214,true,52.37443988180553,0.18585122221351097
GS,2026-08-04,2026-08-11,5,stationary_transition,1,204760081,10000,1053.13,1033.87,-1.8288340470787312,21.862801006630207,1.2982004542755257,2.0612796518304535,0.2615,1055.577954397322,1055.73280100663,990.4225359559251,1119.6782812282624,21.707954397322055,21.707954397322055,471.23528411621396,13.671738444111845,true,129.25574527233732,0.41586427375134444
GS,2026-08-04,2026-08-05,1,filtered_state,1,204760081,10000,1053.13,1060.53,0.7026672870395823,7.032513050159878,0.4462462271457451,-0.6393357376962663,0.6938,1053.7969635455993,1053.49748694984,1027.8116718687022,1080.4122012637545,-6.73303645440069,6.73303645440069,45.33377989628861,4.699552891939986,true,52.60052939505226,0.18496303270624392
GS,2026-08-04,2026-08-11,5,filtered_state,1,204760081,10000,1053.13,1033.87,-1.8288340470787312,21.877242133584787,1.299435137508474,2.0628341497257425,0.2614,1055.5943252810066,1055.7472421335847,990.1177419129116,1119.6782812282624,21.724325281006713,21.724325281006713,471.9463089149874,13.684741263642994,true,129.56053931535087,0.41652088624680145
GS,2026-08-04,2026-08-05,1,filtered_state_vol20,1,204760081,10000,1053.13,1060.53,0.7026672870395823,7.072694552605071,0.6424191259156646,-0.5985016495018245,0.6105,1054.2269995786014,1053.457305447395,1007.7848459836415,1102.2747410756751,-6.303000421398565,6.303000421398565,39.727814312150485,6.76550854075564,true,94.48989509203363,0.33258146248324644
GS,2026-08-04,2026-08-11,5,filtered_state_vol20,1,204760081,10000,1053.13,1033.87,-1.8288340470787312,22.295633288532827,1.7065455184558815,2.2024850002311096,0.3515,1057.0650302829338,1056.1656332885327,941.2004807305125,1173.763160413758,23.195030282933885,23.195030282933885,538.00942982622,17.972142818514428,true,232.5626796832455,0.7499022186842875
GS,2026-08-04,2026-08-05,1,rw_fixed,1,204760081,10000,1053.13,1060.53,0.7026672870395823,7.6375636937320905,0.5394139349903182,-0.7250753180573669,0.6555,1052.8940143029424,1052.8924363062679,1022.024456806881,1084.1484550658363,-7.635985697057549,7.635985697057549,58.30827756566747,5.680729973563539,true,62.12399825895534,0.19018504233863076
GS,2026-08-04,2026-08-11,5,rw_fixed,1,204760081,10000,1053.13,1033.87,-1.8288340470787312,18.817026424374944,1.2639523265600596,1.9221189142667578,0.3227,1054.1124109218174,1052.6870264243748,985.7296755407567,1126.3429727969315,20.24241092181751,20.24241092181751,409.7551999277168,13.311061136701959,true,140.61329725617475,0.4285386865594066
GS,2026-08-04,2026-08-05,1,rw_vol20,1,204760081,10000,1053.13,1060.53,0.7026672870395823,7.82653901101412,0.8311822990276329,-0.7196049930966897,0.5887,1052.9516239362008,1052.7034609889859,997.9334687619014,1109.4790929397236,-7.578376063799169,7.578376063799169,57.43178376436419,8.75343014574971,true,111.54562417782222,0.3414772363663119
GS,2026-08-04,2026-08-11,5,rw_vol20,1,204760081,10000,1053.13,1033.87,-1.8288340470787312,18.46471496859249,1.8688311048414425,2.1146132367553228,0.4003,1056.1396263802412,1052.3347149685924,935.19879054059,1188.2125450752999,22.269626380241334,22.269626380241334,495.93625911554074,19.681221014416685,true,253.01375453470985,0.7719747312180176
GS,2026-08-04,2026-08-05,1,unchanged,1,204760081,10000,1053.13,1060.53,0.7026672870395823,7.399999999999864,0.702667287039572,-0.7026672870395737,1.0,1053.13,1053.13,1053.13,1053.13,-7.399999999999864,7.399999999999864,54.75999999999798,7.399999999999846,false,0.0,0.0
GS,2026-08-04,2026-08-11,5,unchanged,1,204760081,10000,1053.13,1033.87,-1.8288340470787312,19.26000000000022,1.8288340470787274,1.8288340470787288,0.0,1053.13,1053.13,1053.13,1053.13,19.26000000000022,19.26000000000022,370.94760000000844,19.260000000000204,false,0.0,0.0
GS,2026-08-04,2026-08-05,1,legacy_stationary,2,204760082,10000,1053.13,1060.53,0.7026672870395823,6.934204157315662,0.4491493298126111,-0.6552237566160558,0.6909,1053.6296420519493,1053.5957958426843,1027.206566797604,1079.8959072605537,-6.900357948050669,6.900357948050669,47.61493981122604,4.730126337055552,true,52.68934046294976,0.18748416852620595
GS,2026-08-04,2026-08-11,5,legacy_stationary,2,204760082,10000,1053.13,1033.87,-1.8288340470787312,21.362881189207883,1.2885328714746889,2.077661551823923,0.2655,1055.7504771007232,1055.2328811892078,988.8744311872696,1121.170607206515,21.880477100723283,21.880477100723283,478.75527815527596,13.569926229361393,true,132.2961760192453,0.4249066158794995
GS,2026-08-04,2026-08-05,1,stationary_transition,2,204760082,10000,1053.13,1060.53,0.7026672870395823,6.712754050078956,0.4412844973485825,-0.622476221041395,0.6804,1053.9745161733467,1053.817245949921,1027.16707887606,1080.4933935227664,-6.555483826653244,6.555483826653244,42.97436820151226,4.647299426927127,true,53.32631464670635,0.18736763552033056
