ticker,horizon,method,origin,replicate,seed,paths,origin_spot,observed,actual_return_pct,median_absolute_error,crps_pct,mean_error_pct,realized_percentile,predicted_mean,predicted_median,predicted_q05,predicted_q95,error,absolute_error,squared_error,crps,covered90,width90,mc_se
GS,1,filtered_state,2026-08-04,2.0,204760082.0,10000.0,1053.13,1060.53,0.7026672870395823,6.862237961127069,0.4454835767396795,-0.6417525129817101,0.6901333333333334,1053.7715117600358,1053.667762038873,1027.0407575322781,1080.3380409057038,-6.758488239964284,6.758488239964284,45.69230508657888,4.6915211917185875,1.0,53.29728337342575,0.18807933685822212
GS,1,filtered_state,2026-08-05,2.0,204770082.0,10000.0,1060.53,1032.09,-2.6816780289100834,28.578160729384688,2.1023952006238544,2.696664251711635,0.015466666666666668,1060.6889333886772,1060.6681607293847,1043.1692207795984,1083.4155024857698,28.5989333886774,28.5989333886774,817.9341386482962,22.29653182117616,0.0,40.24628170617151,0.1479700788251294
GS,1,filtered_state,2026-08-06,2.0,204780082.0,10000.0,1032.09,1040.0,0.7664060304818365,2.824525971428708,0.5939324023370659,-0.6123863530840875,0.5956333333333333,1033.6796216884543,1037.1754740285714,984.8646204337383,1074.5394918876707,-6.320378311545558,6.320378311545558,40.00681932178502,6.129916931280622,1.0,89.67487145393223,0.31576774082516984
GS,1,filtered_state,2026-08-07,2.0,204790082.0,10000.0,1040.0,1033.87,-0.5894230769230902,6.216512199985043,0.38866076803492483,0.6106634813322424,0.3300666666666667,1040.2209002058553,1040.086512199985,1017.8091402349543,1062.6631306788352,6.350900205855321,6.350900205855321,40.349989914247026,4.042071987563219,1.0,44.85399044388089,0.13872241896978513
GS,1,filtered_state,2026-08-10,2.0,204820082.0,10000.0,1033.87,1033.87,0.0,3.7324975699584684,0.33045345623628014,0.1578210569089639,0.3939,1035.5016645610647,1037.6024975699584,1013.227214808168,1056.5608600660494,1.6316645610647054,1.6316645610647054,2.6656547564271746,3.416459147990029,1.0,43.33364525788136,0.16027060212177846
GS,1,filtered_state,2026-08-11,2.0,204830082.0,10000.0,1033.87,1035.89,0.19538239817387107,0.27219908365259465,0.1927027207780727,-0.0576868380454623,0.45363333333333333,1035.2935930874994,1036.1621990836527,1010.1122051921793,1052.8612960524913,-0.5964069125006214,0.5964069125006214,0.38182017169735794,1.992295619308261,1.0,42.74909086031198,0.1408963112181072
GS,1,filtered_state,2026-08-12,2.0,204840082.0,10000.0,1035.89,1042.395,0.6279624284431629,11.008692989649413,0.5598351373028146,-0.8058578726619059,0.7274333333333334,1034.0471988828824,1031.3863070103505,1002.6725697430671,1066.4766435378313,-8.347801117117418,8.347801117117418,69.70486244907976,5.799276203806127,1.0,63.80407379476416,0.2080717291550965
GS,1,filtered_state,2026-08-13,2.0,204850082.0,10000.0,1042.395,1038.99,-0.3266516051976476,3.721737485611887,0.3346005001783392,0.4561893232316106,0.3697333333333333,1043.7452946959002,1042.7117374856118,1023.4717903038305,1071.2089862643136,4.755294695900147,4.755294695900147,22.63712376697067,3.487858883833999,1.0,47.7371959604828,0.17468249741598196
GS,1,filtered_state,2026-08-14,2.0,204860082.0,10000.0,1038.99,1051.22,1.1771046882068203,11.122773558934037,0.6287750252967065,-0.9214319480913122,0.8223333333333334,1041.646414202526,1040.097226441066,1018.0274593709786,1062.0391490548839,-9.573585797473925,9.573585797473925,91.65988763026189,6.53290963533025,1.0,44.01168968390535,0.1506909047384669
GS,1,filtered_state,2026-08-17,2.0,204890082.0,10000.0,1051.22,1039.98,-1.0692338425829062,12.273921360109094,0.7577839039843491,1.2997611374524414,0.18213333333333334,1053.6433490291274,1052.2539213601092,1029.407465280413,1082.0506831080072,13.663349029127554,13.663349029127554,186.7124103623987,7.965975955464276,1.0,52.64321782759415,0.16457968035963166
GS,1,filtered_state,2026-08-18,2.0,204900082.0,10000.0,1039.98,1021.44,-1.7827265908959775,18.133623082057436,1.2586377709166203,1.8690567849835205,0.09956666666666665,1040.8778167524717,1039.5736230820573,1013.4917632932701,1063.8162156486142,19.437816752471615,19.437816752471615,377.833165028685,13.089581089978667,1.0,50.32445235534416,0.14755536338071795
GS,1,filtered_state,2026-08-21,2.0,204930082.0,10000.0,1039.63,1036.36,-0.3145349787905482,3.8270967428372082,0.36785043620851604,0.3910222844027443,0.38243333333333335,1040.4251849753362,1040.187096742837,1014.0794512680635,1066.571153535636,4.065184975336251,4.065184975336251,16.595190492297487,3.8242834899545968,1.0,52.49170226757277,0.18410019064504204
GS,1,filtered_state,2026-08-24,2.0,204960082.0,10000.0,1036.36,1058.68,2.1536917673395495,21.222398677907602,1.3851974054744136,-1.9131074079944936,0.9333666666666667,1038.8533200665086,1037.4576013220924,1015.5915112512947,1059.914703460977,-19.826679933491732,19.826679933491732,393.1022747679978,14.355631831374632,1.0,44.32319220968251,0.14219205193826592
GS,1,filtered_state,2026-08-25,2.0,204970082.0,10000.0,1058.68,1040.7,-1.6983413307137152,17.48433876259431,1.33921122977577,2.2029683122823407,0.06416666666666666,1064.0223849284707,1058.1843387625943,1036.6186598051293,1090.740950614813,23.322384928470683,23.322384928470683,543.9491642550483,14.177961447390125,1.0,54.12229080968367,0.2193334891119029
GS,1,filtered_state,2026-08-26,2.0,204980082.0,10000.0,1040.7,1040.4,-0.0288267512251305,1.3527372379840017,0.33556709299997683,-0.05001718785242957,0.4645333333333333,1039.8794711260198,1041.7527372379839,1015.7441837630428,1063.5290119232475,-0.5205288739802351,0.5205288739802351,0.282819405590422,3.4922467368507597,1.0,47.78482816020456,0.16903857838467187
GS,1,filtered_state,2026-08-27,2.0,204990082.0,10000.0,1040.4,1033.39,-0.6737793156478267,5.866504055263628,0.3720309875115803,0.31691602237981376,0.3673333333333333,1036.6871942968396,1039.2565040552638,1006.4822504599775,1055.999575572533,3.297194296839583,3.297194296839583,10.88125517551813,3.8706103940704817,1.0,49.51732511255549,0.17864009658235577
GS,1,filtered_state,2026-08-28,2.0,205000082.0,10000.0,1033.39,1026.135,-0.7020582742236825,7.706894438383718,0.4998869158879304,0.7424138159160893,0.23503333333333334,1033.8070301322953,1033.8418944383836,1014.5578150343399,1055.4696772984955,7.672030132295276,7.672030132295276,58.86653277288047,5.165781400094285,1.0,40.91186226415554,0.1495928635276454
GS,1,filtered_state,2026-08-31,2.0,205030082.0,10000.0,1026.135,1001.7599999999999,-2.375418439094268,24.571257415013708,1.8096811480811625,2.403830011413874,0.03983333333333333,1026.4265410876217,1026.3312574150139,1007.4733782251839,1047.870265922198,24.666541087621756,24.666541087621756,608.4386155351848,18.569771648862638,0.0,40.39688769701411,0.14825588068122011
