ticker,date,base_rmse,z_score,truth_needs_refit,flag_triggered,correct
AAPL,options-04-14-2026,0.054800936622313515,NaN,false,false,true
AAPL,options-04-15-2026,0.053547536666079795,NaN,false,false,true
AAPL,options-04-16-2026,0.08003915693507056,NaN,false,false,true
AAPL,options-04-17-2026,0.06580782880123366,NaN,false,false,true
AAPL,options-04-21-2026,0.08955282746421839,3.2181624217615994,false,false,true
AAPL,options-04-22-2026,0.0682491829040828,-0.26555308951091977,false,false,true
AAPL,options-04-23-2026,0.10973560688178177,3.3736971169153707,false,true,false
AAPL,options-04-24-2026,0.06389057262124788,-0.9719341110087026,false,false,true
AAPL,options-04-27-2026,0.09050262153865804,7.265193761160628,false,false,true
AAPL,options-04-28-2026,0.12731244127790473,2.934653545856567,true,true,true
AAPL,options-04-29-2026,0.4089919243313348,20.009786209488546,true,true,true
AAPL,options-05-01-2026,0.08880609165308474,0.6004365801456518,false,false,true
AAPL,options-05-06-2026,0.07155274546628064,-0.42281106780846284,false,false,true
AAPL,options-05-08-2026,0.08132887493319994,0.08182615014448455,false,false,true
AAPL,options-05-11-2026,0.06875363508345868,-2.3989195128604623,false,false,true
ABBV,options-04-14-2026,0.14873655006964911,NaN,true,false,false
ABBV,options-04-15-2026,0.06636638165725836,NaN,false,false,true
ABBV,options-04-16-2026,0.0716584835356365,NaN,false,false,true
ABBV,options-04-17-2026,0.06697458239135759,NaN,false,false,true
ABBV,options-04-21-2026,0.07498174220062558,1.444088329650864,false,false,true
ABBV,options-04-22-2026,0.06688781755698579,-0.6190909157600427,false,false,true
ABBV,options-04-23-2026,0.10401766699282758,9.812296375761814,false,true,false
ABBV,options-04-24-2026,0.057037011585023834,-3.4722295535425465,false,false,true
ABBV,options-04-27-2026,0.10100295323734346,5.678600616385628,false,true,false
ABBV,options-04-28-2026,0.10205799050141925,5.854439388514988,false,true,false
ABBV,options-04-29-2026,0.08585174481513869,3.153410297567565,false,false,true
ABBV,options-05-01-2026,0.07622907747691425,0.3979948079843176,false,false,true
ABBV,options-05-06-2026,0.09505446738523965,1.6713677573116192,false,false,true
ABBV,options-05-08-2026,0.09231260054768808,0.807737595610532,false,false,true
ABBV,options-05-11-2026,0.07759180637644406,-1.6843158829720137,false,false,true
AMD,options-04-14-2026,0.15620950087029695,NaN,true,false,false
AMD,options-04-15-2026,0.16466982166638403,NaN,true,false,false
AMD,options-04-16-2026,0.13230428389067173,NaN,true,false,false
AMD,options-04-17-2026,0.1617457161358189,NaN,true,false,false
AMD,options-04-21-2026,0.12237299752557909,-5.836533260054148,true,false,false
AMD,options-04-22-2026,0.11641082738029764,-1.2759853825410465,false,false,true
AMD,options-04-23-2026,0.5556727539456839,36.35551538568808,true,true,true
AMD,options-04-24-2026,0.08116577430583112,-3.9189929146711213,false,false,true
AMD,options-04-27-2026,0.08666962807291381,-1.071214060000759,false,false,true
AMD,options-04-28-2026,0.06710400752333767,-1.3180239660488642,false,false,true
AMD,options-04-29-2026,0.13721327943287404,3.6745448430954464,true,true,true
AMD,options-05-01-2026,0.22878565284023186,9.988141647255194,true,true,true
AMD,options-05-06-2026,0.19660833258740817,7.7696272770867685,true,true,true
AMD,options-05-08-2026,0.1128849403537071,1.9971904386457584,false,true,false
AMD,options-05-11-2026,0.058244594208691595,-1.7700714763067857,false,false,true
AMGN,options-04-15-2026,0.08765190351943385,NaN,false,false,true
AMGN,options-04-16-2026,0.08993621365394076,NaN,false,false,true
AMGN,options-04-17-2026,0.06907669844321056,NaN,false,false,true
AMGN,options-04-21-2026,0.11761941638108137,NaN,false,false,true
AMGN,options-04-22-2026,0.08624948831840747,-0.16455695306962523,false,false,true
AMGN,options-04-23-2026,0.12545872495697127,2.416445105119724,true,true,true
AMGN,options-04-24-2026,0.07011364618736111,-1.1627123043874532,false,false,true
AMGN,options-04-27-2026,0.09159872620976874,1.0539638347194793,false,false,true
AMGN,options-04-28-2026,0.08302187579510417,-0.37058280276077077,false,false,true
AMGN,options-04-29-2026,0.30899629875773016,35.28781672501528,true,true,true
AMGN,options-05-01-2026,0.07283016910904015,-1.8567910151495672,false,false,true
AMGN,options-05-06-2026,0.11896739993788903,4.289051358951507,false,true,false
AMGN,options-05-08-2026,0.12121054873531197,4.52347283764681,true,true,true
AMGN,options-05-11-2026,0.11602074779921806,3.981109882959585,false,true,false
AVGO,options-04-15-2026,0.1214346866744514,NaN,true,false,false
AVGO,options-04-16-2026,0.08225704994792231,NaN,false,false,true
AVGO,options-04-17-2026,0.09287126930284657,NaN,false,false,true
AVGO,options-04-21-2026,0.10238553967620073,NaN,false,false,true
AVGO,options-04-22-2026,0.06578949496782144,-2.133796479924604,false,false,true
AVGO,options-04-23-2026,0.17112241899961692,5.599950576191468,true,true,true
AVGO,options-04-24-2026,0.07099818770720955,-1.1102268606730095,false,false,true
AVGO,options-04-27-2026,0.061856056370231,-1.0001470841565707,false,false,true
AVGO,options-04-28-2026,0.07791155480403825,1.4044011287716203,false,false,true
AVGO,options-04-29-2026,0.13888341730584994,10.4011998685152,true,true,true
AVGO,options-05-01-2026,0.061360879401786736,-1.0377597220053594,false,false,true
AVGO,options-05-06-2026,0.06801240789435295,0.22190027067029286,false,false,true
AVGO,options-05-08-2026,0.07644312988358333,2.3340936428920216,false,false,true
AVGO,options-05-11-2026,0.06629341033807826,-0.8086898886367567,false,false,true
BAC,options-04-14-2026,0.1005797484192283,NaN,false,false,true
BAC,options-04-15-2026,0.07604419247015011,NaN,false,false,true
BAC,options-04-16-2026,0.09504341413960042,NaN,false,false,true
BAC,options-04-17-2026,0.07686822223037666,NaN,false,false,true
BAC,options-04-21-2026,0.0964416748550277,0.7445161230483253,false,false,true
BAC,options-04-22-2026,0.08090602866999679,-0.35854483140648374,false,false,true
BAC,options-04-23-2026,0.06842444559031428,-1.6975773295859458,false,false,true
BAC,options-04-24-2026,0.06830525193084909,-1.1436651683008896,false,false,true
BAC,options-04-27-2026,0.07103773958275261,-0.3883432944488113,false,false,true
BAC,options-04-28-2026,0.07389959554379769,2.0579172415047684,false,false,true
BAC,options-04-29-2026,0.14760624195290267,38.44560366366842,true,true,true
BAC,options-05-01-2026,0.10042592802618043,15.153505160964935,false,true,false
BAC,options-05-06-2026,0.12851765249453587,29.021899814802666,true,true,true
BAC,options-05-08-2026,0.12233808398440792,25.971154568264954,true,true,true
BAC,options-05-11-2026,0.05717023602545049,-6.20107591385413,false,false,true
BMY,options-04-15-2026,0.0942067319973805,NaN,false,false,true
BMY,options-04-16-2026,0.16350665900625347,NaN,true,false,false
BMY,options-04-17-2026,0.09354029140835639,NaN,false,false,true
BMY,options-04-21-2026,0.16224358376308012,NaN,true,false,false
BMY,options-04-22-2026,0.13319515830742096,0.0975854066913385,true,true,true
BMY,options-04-23-2026,0.09689423715924558,-0.6151791504572637,false,false,true
BMY,options-04-24-2026,0.054763969464458745,-1.5148898678793563,false,false,true
BMY,options-04-27-2026,0.15040948283981811,1.7672159921097592,true,true,true
BMY,options-04-28-2026,0.13625671092047234,1.3140541964271857,true,true,true
BMY,options-04-29-2026,0.11748826095767088,0.7131016384554326,false,true,false
