period,ticker,origin,endpoint,horizon,method,replicate,seed,paths,origin_spot,observed,median_absolute_error,mean_error_pct,median_absolute_error_pct,crps_pct,width_pct,analytic_mean,predicted_mean,predicted_median,predicted_q05,predicted_q95,error,absolute_error,squared_error,crps,covered90,width90,mc_se
2025,GS,2025-01-02,2025-01-03,1,JumpHMM,1,202620091,10000,574.97,580.13,5.033819464714384,-0.8728168862750805,0.8754925413003084,0.5474223123747818,5.179741562249165,NaN,575.1115647489842,575.0961805352856,559.872799638763,589.654759699227,-5.0184352510158305,5.0184352510158305,25.184692368638324,3.147514069461283,true,29.78196006046403,0.10350218384137166
2025,GS,2025-01-02,2025-01-10,5,JumpHMM,1,202620091,10000,574.97,560.0,16.361228816987932,2.786358211221612,2.845579563627308,1.6980839437802144,12.439324837520264,NaN,576.0207238070609,576.3612288169879,539.296998455538,610.8193844738282,16.020723807060904,16.020723807060904,256.663591302128,9.7634732515531,true,71.52238601829026,0.22891585103671916
2025,GS,2025-01-02,2025-01-03,1,Unchanged,1,202620091,10000,574.97,580.13,5.159999999999968,-0.8974381272065918,0.8974381272066313,0.8974381272066309,0.0,NaN,574.9700000000003,574.97,574.97,574.97,-5.159999999999741,5.159999999999741,26.625599999997323,5.159999999999966,false,0.0,2.2738504497972655e-15
2025,GS,2025-01-02,2025-01-10,5,Unchanged,1,202620091,10000,574.97,560.0,14.970000000000027,2.6036141016053453,2.603614101605306,2.6036141016053045,0.0,NaN,574.9700000000003,574.97,574.97,574.97,14.970000000000255,14.970000000000255,224.1009000000076,14.97000000000002,false,0.0,2.2738504497972655e-15
2025,GS,2025-01-02,2025-01-03,1,Adaptive volatility,1,202620091,10000,574.97,580.13,5.258313674812825,-0.8894193496521159,0.914537049726564,0.6081363997645237,6.154057968690326,575.0673352547155,575.0161055653052,574.8716863251872,557.5871106910753,592.971097793654,-5.113894434694771,5.113894434694771,26.151916289202152,3.4966018577260822,true,35.38398710257877,0.10683477153870313
2025,GS,2025-01-02,2025-01-10,5,Adaptive volatility,1,202620091,10000,574.97,560.0,14.40496828925211,2.651507753684954,2.5053425899181017,1.5679085330480749,13.792373634012886,575.456841077929,575.2453741313624,574.4049682892521,536.9216413473994,616.2236520308833,15.245374131362382,15.245374131362382,232.42143240521332,9.015003692466516,true,79.3020106834839,0.2396745840080599
2025,GS,2025-01-02,2025-01-03,1,Directional,1,202620091,10000,574.97,580.13,5.258313674812825,-0.8894193496521159,0.914537049726564,0.6081363997645237,6.154057968690326,575.0673352547155,575.0161055653052,574.8716863251872,557.5871106910753,592.971097793654,-5.113894434694771,5.113894434694771,26.151916289202152,3.4966018577260822,true,35.38398710257877,0.10683477153870313
2025,GS,2025-01-02,2025-01-10,5,Directional,1,202620091,10000,574.97,560.0,14.40496828925211,2.651507753684954,2.5053425899181017,1.5679085330480749,13.792373634012886,575.456841077929,575.2453741313624,574.4049682892521,536.9216413473994,616.2236520308833,15.245374131362382,15.245374131362382,232.42143240521332,9.015003692466516,true,79.3020106834839,0.2396745840080599
2025,GS,2025-01-02,2025-01-03,1,JumpHMM,2,202620092,10000,574.97,580.13,4.979263217133507,-0.833551561311466,0.8660040031886024,0.532958279588763,5.012278166585809,NaN,575.3373285879275,575.1507367828665,560.831968803137,589.6510645775554,-4.792671412072536,4.792671412072536,22.96969926409736,3.0643502201515105,true,28.81909577441843,0.10480567709236255
2025,GS,2025-01-02,2025-01-10,5,JumpHMM,2,202620092,10000,574.97,560.0,16.475630935824597,2.867694779863796,2.8654766224019683,1.7257990332763211,12.550066515479607,NaN,576.4883846757829,576.4756309358246,539.2710375045183,611.4301549485714,16.488384675782868,16.488384675782868,271.8668292165913,9.922826701628864,true,72.1591174440531,0.23850939347556427
2025,GS,2025-01-02,2025-01-03,1,Unchanged,2,202620092,10000,574.97,580.13,5.159999999999968,-0.8974381272065918,0.8974381272066313,0.8974381272066309,0.0,NaN,574.9700000000003,574.97,574.97,574.97,-5.159999999999741,5.159999999999741,26.625599999997323,5.159999999999966,false,0.0,2.2738504497972655e-15
2025,GS,2025-01-02,2025-01-10,5,Unchanged,2,202620092,10000,574.97,560.0,14.970000000000027,2.6036141016053453,2.603614101605306,2.6036141016053045,0.0,NaN,574.9700000000003,574.97,574.97,574.97,14.970000000000255,14.970000000000255,224.1009000000076,14.97000000000002,false,0.0,2.2738504497972655e-15
2025,GS,2025-01-02,2025-01-03,1,Adaptive volatility,2,202620092,10000,574.97,580.13,5.125613818681472,-0.8731947444506699,0.8914576097329378,0.6020066629420134,6.065769138996714,575.0673352547155,575.109392177832,575.0043861813185,557.9145809572921,592.7909337757815,-5.020607822168017,5.020607822168017,25.20650290401468,3.461357709917695,true,34.87635281848941,0.10616904571663392
2025,GS,2025-01-02,2025-01-10,5,Adaptive volatility,2,202620092,10000,574.97,560.0,15.187575074224014,2.729030592785428,2.6414552192677903,1.6129686352628496,13.630826536714206,575.456841077929,575.6911071993384,575.187575074224,537.5106883668964,615.883851705042,15.691107199338376,15.691107199338376,246.2108451411286,9.274085762170808,true,78.37316333814567,0.23781329149117017
