period,ticker,session,spot
training,LLY,2020-06-25,162.86
training,LLY,2020-06-26,162.83
training,LLY,2020-06-29,162.72
training,LLY,2020-06-30,164.18
training,LLY,2020-07-01,163.3
training,LLY,2020-07-02,163.87
training,LLY,2020-07-06,166.89
training,LLY,2020-07-07,166.75
training,LLY,2020-07-08,169.13
training,LLY,2020-07-09,166.45
training,LLY,2020-07-10,163.36
training,LLY,2020-07-13,162.08
training,LLY,2020-07-14,163.88
training,LLY,2020-07-15,165.45
training,LLY,2020-07-16,165.0
training,LLY,2020-07-17,165.96
training,LLY,2020-07-20,167.04
training,LLY,2020-07-21,165.3
training,LLY,2020-07-22,164.84
training,LLY,2020-07-23,161.52
training,LLY,2020-07-24,159.54
training,LLY,2020-07-27,160.5
training,LLY,2020-07-28,162.65
training,LLY,2020-07-29,161.75
training,LLY,2020-07-30,153.0
training,LLY,2020-07-31,150.29
training,LLY,2020-08-03,152.84
training,LLY,2020-08-04,154.85
training,LLY,2020-08-05,154.34
training,LLY,2020-08-06,152.88
training,LLY,2020-08-07,152.93
training,LLY,2020-08-10,153.0
training,LLY,2020-08-11,150.63
training,LLY,2020-08-12,152.55
training,LLY,2020-08-13,150.46
training,LLY,2020-08-14,150.09
training,LLY,2020-08-17,151.53
training,LLY,2020-08-18,153.11
training,LLY,2020-08-19,152.29
training,LLY,2020-08-20,151.34
training,LLY,2020-08-21,149.26
training,LLY,2020-08-24,149.52
training,LLY,2020-08-25,149.68
training,LLY,2020-08-26,149.26
training,LLY,2020-08-27,148.97
training,LLY,2020-08-28,147.34
training,LLY,2020-08-31,148.39
training,LLY,2020-09-01,147.3
training,LLY,2020-09-02,149.55
training,LLY,2020-09-03,149.02
training,LLY,2020-09-04,150.91
training,LLY,2020-09-08,149.31
training,LLY,2020-09-09,151.97
training,LLY,2020-09-10,146.22
training,LLY,2020-09-11,148.09
training,LLY,2020-09-14,149.0
training,LLY,2020-09-15,150.08
training,LLY,2020-09-16,150.96
training,LLY,2020-09-17,152.47
training,LLY,2020-09-18,154.17
training,LLY,2020-09-21,151.18
training,LLY,2020-09-22,149.86
training,LLY,2020-09-23,149.81
training,LLY,2020-09-24,148.81
training,LLY,2020-09-25,150.26
training,LLY,2020-09-28,148.1
training,LLY,2020-09-29,146.26
training,LLY,2020-09-30,148.02
training,LLY,2020-10-01,144.29
training,LLY,2020-10-02,145.21
training,LLY,2020-10-05,146.63
training,LLY,2020-10-06,144.13
training,LLY,2020-10-07,148.96
training,LLY,2020-10-08,153.5
training,LLY,2020-10-09,156.88
training,LLY,2020-10-12,154.49
training,LLY,2020-10-13,150.08
training,LLY,2020-10-14,148.46
training,LLY,2020-10-15,146.78
training,LLY,2020-10-16,146.12
training,LLY,2020-10-19,142.8
training,LLY,2020-10-20,143.59
training,LLY,2020-10-21,141.31
training,LLY,2020-10-22,141.65
training,LLY,2020-10-23,142.38
training,LLY,2020-10-26,141.7
training,LLY,2020-10-27,131.9
training,LLY,2020-10-28,131.31
training,LLY,2020-10-29,132.55
training,LLY,2020-10-30,130.46
training,LLY,2020-11-02,131.63
training,LLY,2020-11-03,130.98
training,LLY,2020-11-04,148.59
training,LLY,2020-11-05,145.52
training,LLY,2020-11-06,142.74
training,LLY,2020-11-09,142.33
training,LLY,2020-11-10,146.56
training,LLY,2020-11-11,144.76
training,LLY,2020-11-12,141.03
training,LLY,2020-11-13,142.38
training,LLY,2020-11-16,140.59
training,LLY,2020-11-17,141.2
training,LLY,2020-11-18,140.17
training,LLY,2020-11-19,143.41
training,LLY,2020-11-20,145.49
training,LLY,2020-11-23,143.38
training,LLY,2020-11-24,144.9
training,LLY,2020-11-25,144.75
training,LLY,2020-11-27,147.44
training,LLY,2020-11-30,145.65
training,LLY,2020-12-01,145.56
training,LLY,2020-12-02,145.16
training,LLY,2020-12-03,144.11
training,LLY,2020-12-04,148.45
training,LLY,2020-12-07,147.42
training,LLY,2020-12-08,149.3
training,LLY,2020-12-09,158.0
training,LLY,2020-12-10,161.0
training,LLY,2020-12-11,160.04
training,LLY,2020-12-14,157.91
training,LLY,2020-12-15,167.43
training,LLY,2020-12-16,172.05
training,LLY,2020-12-17,172.63
training,LLY,2020-12-18,171.4
training,LLY,2020-12-21,168.78
training,LLY,2020-12-22,166.72
training,LLY,2020-12-23,165.48
training,LLY,2020-12-24,166.66
training,LLY,2020-12-28,166.5
training,LLY,2020-12-29,166.58
training,LLY,2020-12-30,167.01
training,LLY,2020-12-31,168.84
training,LLY,2021-01-04,165.5
training,LLY,2021-01-05,166.32
training,LLY,2021-01-06,164.32
training,LLY,2021-01-07,165.83
training,LLY,2021-01-08,166.41
training,LLY,2021-01-11,185.94
training,LLY,2021-01-12,178.8
training,LLY,2021-01-13,185.5
training,LLY,2021-01-14,186.69
training,LLY,2021-01-15,190.77
training,LLY,2021-01-19,198.48
training,LLY,2021-01-20,201.26
training,LLY,2021-01-21,202.35
training,LLY,2021-01-22,206.14
training,LLY,2021-01-25,212.35
training,LLY,2021-01-26,212.72
training,LLY,2021-01-27,207.57
training,LLY,2021-01-28,210.12
training,LLY,2021-01-29,207.97
training,LLY,2021-02-01,203.14
training,LLY,2021-02-02,197.56
training,LLY,2021-02-03,196.96
training,LLY,2021-02-04,201.62
training,LLY,2021-02-05,201.77
training,LLY,2021-02-08,205.77
training,LLY,2021-02-09,201.71
training,LLY,2021-02-10,204.39
training,LLY,2021-02-11,202.58
training,LLY,2021-02-12,207.29
training,LLY,2021-02-16,205.76
training,LLY,2021-02-17,206.46
training,LLY,2021-02-18,201.12
training,LLY,2021-02-19,200.92
training,LLY,2021-02-22,200.68
training,LLY,2021-02-23,202.48
training,LLY,2021-02-24,204.52
training,LLY,2021-02-25,203.82
training,LLY,2021-02-26,204.89
training,LLY,2021-03-01,206.47
training,LLY,2021-03-02,204.14
training,LLY,2021-03-03,202.0
training,LLY,2021-03-04,200.54
training,LLY,2021-03-05,206.92
training,LLY,2021-03-08,207.03
training,LLY,2021-03-09,206.11
training,LLY,2021-03-10,205.45
training,LLY,2021-03-11,205.21
training,LLY,2021-03-12,208.08
training,LLY,2021-03-15,189.16
training,LLY,2021-03-16,190.9
training,LLY,2021-03-17,186.73
training,LLY,2021-03-18,183.93
training,LLY,2021-03-19,184.29
training,LLY,2021-03-22,185.84
training,LLY,2021-03-23,183.68
training,LLY,2021-03-24,180.17
training,LLY,2021-03-25,183.09
training,LLY,2021-03-26,185.31
training,LLY,2021-03-29,186.34
training,LLY,2021-03-30,185.5
training,LLY,2021-03-31,186.82
training,LLY,2021-04-01,185.24
training,LLY,2021-04-05,184.89
training,LLY,2021-04-06,182.8
training,LLY,2021-04-07,182.32
training,LLY,2021-04-08,182.61
training,LLY,2021-04-09,184.49
training,LLY,2021-04-12,181.82
training,LLY,2021-04-13,182.53
training,LLY,2021-04-14,183.0
training,LLY,2021-04-15,185.92
training,LLY,2021-04-16,189.25
training,LLY,2021-04-19,189.64
training,LLY,2021-04-20,190.61
training,LLY,2021-04-21,190.95
training,LLY,2021-04-22,187.05
training,LLY,2021-04-23,188.72
training,LLY,2021-04-26,187.22
training,LLY,2021-04-27,182.21
training,LLY,2021-04-28,180.55
training,LLY,2021-04-29,182.2
training,LLY,2021-04-30,182.77
training,LLY,2021-05-03,185.92
training,LLY,2021-05-04,188.2
training,LLY,2021-05-05,192.81
training,LLY,2021-05-06,193.89
training,LLY,2021-05-07,195.42
training,LLY,2021-05-10,194.76
training,LLY,2021-05-11,194.75
training,LLY,2021-05-12,193.2
training,LLY,2021-05-13,194.94
training,LLY,2021-05-14,196.21
training,LLY,2021-05-17,195.53
training,LLY,2021-05-18,194.63
training,LLY,2021-05-19,196.51
training,LLY,2021-05-20,199.53
training,LLY,2021-05-21,199.88
training,LLY,2021-05-24,201.02
training,LLY,2021-05-25,199.22
training,LLY,2021-05-26,200.99
training,LLY,2021-05-27,199.2
training,LLY,2021-05-28,199.74
training,LLY,2021-06-01,198.42
training,LLY,2021-06-02,199.13
training,LLY,2021-06-03,202.7
training,LLY,2021-06-04,202.02
training,LLY,2021-06-07,222.52
training,LLY,2021-06-08,220.7
training,LLY,2021-06-09,226.0
training,LLY,2021-06-10,233.54
training,LLY,2021-06-11,224.09
training,LLY,2021-06-14,226.1
training,LLY,2021-06-15,223.52
training,LLY,2021-06-16,220.76
training,LLY,2021-06-17,222.21
training,LLY,2021-06-18,218.55
training,LLY,2021-06-21,222.67
training,LLY,2021-06-22,221.44
training,LLY,2021-06-23,217.1
training,LLY,2021-06-24,232.97
training,LLY,2021-06-25,230.22
training,LLY,2021-06-28,228.22
training,LLY,2021-06-29,229.37
training,LLY,2021-06-30,229.52
training,LLY,2021-07-01,231.13
training,LLY,2021-07-02,233.96
training,LLY,2021-07-06,235.42
training,LLY,2021-07-07,235.82
training,LLY,2021-07-08,237.12
training,LLY,2021-07-09,234.99
training,LLY,2021-07-12,236.01
training,LLY,2021-07-13,235.3
training,LLY,2021-07-14,236.35
training,LLY,2021-07-15,231.47
training,LLY,2021-07-16,232.46
training,LLY,2021-07-19,234.14
training,LLY,2021-07-20,235.02
training,LLY,2021-07-21,237.29
training,LLY,2021-07-22,238.49
training,LLY,2021-07-23,244.15
training,LLY,2021-07-26,243.21
training,LLY,2021-07-27,243.58
training,LLY,2021-07-28,246.51
training,LLY,2021-07-29,245.33
training,LLY,2021-07-30,243.5
training,LLY,2021-08-02,246.6
training,LLY,2021-08-03,255.99
training,LLY,2021-08-04,262.47
training,LLY,2021-08-05,264.19
training,LLY,2021-08-06,263.44
training,LLY,2021-08-09,267.16
training,LLY,2021-08-10,269.45
training,LLY,2021-08-11,264.1
training,LLY,2021-08-12,263.47
training,LLY,2021-08-13,264.21
training,LLY,2021-08-16,269.94
training,LLY,2021-08-17,272.71
training,LLY,2021-08-18,268.52
training,LLY,2021-08-19,270.4
training,LLY,2021-08-20,270.91
training,LLY,2021-08-23,267.82
training,LLY,2021-08-24,262.77
training,LLY,2021-08-25,263.87
training,LLY,2021-08-26,261.32
training,LLY,2021-08-27,259.75
training,LLY,2021-08-30,262.31
training,LLY,2021-08-31,258.29
training,LLY,2021-09-01,257.4
training,LLY,2021-09-02,259.57
training,LLY,2021-09-03,259.53
training,LLY,2021-09-07,254.8
training,LLY,2021-09-08,254.84
training,LLY,2021-09-09,240.0
training,LLY,2021-09-10,239.5
training,LLY,2021-09-13,237.96
training,LLY,2021-09-14,233.09
training,LLY,2021-09-15,233.73
training,LLY,2021-09-16,231.04
training,LLY,2021-09-17,230.1
training,LLY,2021-09-20,231.64
training,LLY,2021-09-21,230.17
training,LLY,2021-09-22,228.3
training,LLY,2021-09-23,232.18
training,LLY,2021-09-24,231.68
training,LLY,2021-09-27,226.4
training,LLY,2021-09-28,221.6
training,LLY,2021-09-29,230.36
training,LLY,2021-09-30,231.05
training,LLY,2021-10-01,229.59
training,LLY,2021-10-04,224.85
training,LLY,2021-10-05,230.93
training,LLY,2021-10-06,227.85
training,LLY,2021-10-07,233.18
training,LLY,2021-10-08,233.94
training,LLY,2021-10-11,233.67
training,LLY,2021-10-12,232.78
training,LLY,2021-10-13,236.44
training,LLY,2021-10-14,236.69
training,LLY,2021-10-15,237.88
training,LLY,2021-10-18,238.98
training,LLY,2021-10-19,242.31
training,LLY,2021-10-20,243.72
training,LLY,2021-10-21,241.17
training,LLY,2021-10-22,243.75
training,LLY,2021-10-25,245.05
training,LLY,2021-10-26,248.44
training,LLY,2021-10-27,250.17
training,LLY,2021-10-28,253.35
training,LLY,2021-10-29,254.76
training,LLY,2021-11-01,249.31
training,LLY,2021-11-02,256.85
training,LLY,2021-11-03,266.26
training,LLY,2021-11-04,271.0
training,LLY,2021-11-05,265.0
training,LLY,2021-11-08,260.53
training,LLY,2021-11-09,262.02
training,LLY,2021-11-10,264.65
training,LLY,2021-11-11,262.63
training,LLY,2021-11-12,259.65
training,LLY,2021-11-15,258.43
training,LLY,2021-11-16,257.72
training,LLY,2021-11-17,261.18
training,LLY,2021-11-18,261.33
training,LLY,2021-11-19,260.7
training,LLY,2021-11-22,260.44
training,LLY,2021-11-23,261.96
training,LLY,2021-11-24,262.0
training,LLY,2021-11-26,260.37
training,LLY,2021-11-29,254.83
training,LLY,2021-11-30,248.04
training,LLY,2021-12-01,249.13
training,LLY,2021-12-02,247.88
training,LLY,2021-12-03,245.58
training,LLY,2021-12-06,246.33
training,LLY,2021-12-07,245.11
training,LLY,2021-12-08,244.32
training,LLY,2021-12-09,242.9
training,LLY,2021-12-10,244.14
training,LLY,2021-12-13,248.53
training,LLY,2021-12-14,249.38
training,LLY,2021-12-15,275.28
training,LLY,2021-12-16,279.04
training,LLY,2021-12-17,267.42
training,LLY,2021-12-20,263.48
training,LLY,2021-12-21,264.88
training,LLY,2021-12-22,266.5
training,LLY,2021-12-23,273.1
training,LLY,2021-12-27,278.41
training,LLY,2021-12-28,276.43
training,LLY,2021-12-29,278.42
training,LLY,2021-12-30,277.25
training,LLY,2021-12-31,276.22
training,LLY,2022-01-03,271.73
training,LLY,2022-01-04,266.81
training,LLY,2022-01-05,260.65
training,LLY,2022-01-06,259.33
training,LLY,2022-01-07,259.5
training,LLY,2022-01-10,260.11
training,LLY,2022-01-11,262.32
training,LLY,2022-01-12,255.92
training,LLY,2022-01-13,249.67
training,LLY,2022-01-14,244.12
training,LLY,2022-01-18,247.07
training,LLY,2022-01-19,245.05
training,LLY,2022-01-20,243.13
training,LLY,2022-01-21,243.06
training,LLY,2022-01-24,240.42
training,LLY,2022-01-25,239.46
training,LLY,2022-01-26,237.86
training,LLY,2022-01-27,236.72
training,LLY,2022-01-28,245.1
training,LLY,2022-01-31,245.39
training,LLY,2022-02-01,248.28
training,LLY,2022-02-02,250.83
training,LLY,2022-02-03,244.81
training,LLY,2022-02-04,242.27
training,LLY,2022-02-07,243.55
training,LLY,2022-02-08,239.91
training,LLY,2022-02-09,243.27
training,LLY,2022-02-10,239.64
training,LLY,2022-02-11,235.74
training,LLY,2022-02-14,234.69
training,LLY,2022-02-15,243.84
training,LLY,2022-02-16,245.58
training,LLY,2022-02-17,240.97
training,LLY,2022-02-18,240.31
training,LLY,2022-02-22,239.13
training,LLY,2022-02-23,238.31
training,LLY,2022-02-24,243.08
training,LLY,2022-02-25,250.85
training,LLY,2022-02-28,249.95
training,LLY,2022-03-01,249.5
training,LLY,2022-03-02,254.17
training,LLY,2022-03-03,258.64
training,LLY,2022-03-04,262.87
training,LLY,2022-03-07,261.64
training,LLY,2022-03-08,259.93
training,LLY,2022-03-09,262.79
training,LLY,2022-03-10,266.02
training,LLY,2022-03-11,266.3
training,LLY,2022-03-14,269.0
training,LLY,2022-03-15,275.46
training,LLY,2022-03-16,276.44
training,LLY,2022-03-17,285.51
training,LLY,2022-03-18,287.64
training,LLY,2022-03-21,289.64
training,LLY,2022-03-22,285.02
training,LLY,2022-03-23,284.19
training,LLY,2022-03-24,287.69
training,LLY,2022-03-25,289.02
training,LLY,2022-03-28,291.66
training,LLY,2022-03-29,288.39
training,LLY,2022-03-30,289.89
training,LLY,2022-03-31,286.37
training,LLY,2022-04-01,292.67
training,LLY,2022-04-04,291.42
training,LLY,2022-04-05,292.49
training,LLY,2022-04-06,305.84
training,LLY,2022-04-07,308.43
training,LLY,2022-04-08,311.69
training,LLY,2022-04-11,308.96
training,LLY,2022-04-12,308.08
training,LLY,2022-04-13,302.67
training,LLY,2022-04-14,301.86
training,LLY,2022-04-18,298.82
training,LLY,2022-04-19,297.01
training,LLY,2022-04-20,292.92
training,LLY,2022-04-21,289.61
training,LLY,2022-04-22,278.73
training,LLY,2022-04-25,285.2
training,LLY,2022-04-26,282.83
training,LLY,2022-04-27,285.09
training,LLY,2022-04-28,297.27
training,LLY,2022-04-29,292.13
training,LLY,2022-05-02,289.56
training,LLY,2022-05-03,288.07
training,LLY,2022-05-04,294.9
training,LLY,2022-05-05,292.37
training,LLY,2022-05-06,296.9
training,LLY,2022-05-09,289.23
training,LLY,2022-05-10,285.7
training,LLY,2022-05-11,286.69
training,LLY,2022-05-12,291.8
training,LLY,2022-05-13,291.63
training,LLY,2022-05-16,299.38
training,LLY,2022-05-17,301.4
training,LLY,2022-05-18,295.19
training,LLY,2022-05-19,286.27
training,LLY,2022-05-20,298.85
training,LLY,2022-05-23,302.6
training,LLY,2022-05-24,305.96
training,LLY,2022-05-25,307.01
training,LLY,2022-05-26,313.46
training,LLY,2022-05-27,323.48
training,LLY,2022-05-31,313.44
training,LLY,2022-06-01,311.08
training,LLY,2022-06-02,302.43
training,LLY,2022-06-03,301.65
training,LLY,2022-06-06,303.36
training,LLY,2022-06-07,312.1
training,LLY,2022-06-08,313.49
training,LLY,2022-06-09,303.25
training,LLY,2022-06-10,297.01
training,LLY,2022-06-13,291.28
training,LLY,2022-06-14,290.79
training,LLY,2022-06-15,292.99
training,LLY,2022-06-16,288.07
training,LLY,2022-06-17,290.9
training,LLY,2022-06-21,297.34
training,LLY,2022-06-22,306.69
training,LLY,2022-06-23,312.72
training,LLY,2022-06-24,325.62
training,LLY,2022-06-27,327.27
training,LLY,2022-06-28,317.62
training,LLY,2022-06-29,323.0
training,LLY,2022-06-30,324.23
training,LLY,2022-07-01,324.71
training,LLY,2022-07-05,327.18
training,LLY,2022-07-06,330.15
training,LLY,2022-07-07,327.95
training,LLY,2022-07-08,330.47
training,LLY,2022-07-11,331.07
training,LLY,2022-07-12,323.59
training,LLY,2022-07-13,322.46
training,LLY,2022-07-14,326.89
training,LLY,2022-07-15,331.6
training,LLY,2022-07-18,321.77
training,LLY,2022-07-19,326.2
training,LLY,2022-07-20,322.03
training,LLY,2022-07-21,326.92
training,LLY,2022-07-22,328.75
training,LLY,2022-07-25,331.55
training,LLY,2022-07-26,331.56
training,LLY,2022-07-27,328.94
training,LLY,2022-07-28,330.8
training,LLY,2022-07-29,329.69
training,LLY,2022-08-01,324.15
training,LLY,2022-08-02,320.2
training,LLY,2022-08-03,313.83
training,LLY,2022-08-04,305.79
training,LLY,2022-08-05,301.32
training,LLY,2022-08-08,302.5
training,LLY,2022-08-09,303.02
training,LLY,2022-08-10,304.61
training,LLY,2022-08-11,301.17
training,LLY,2022-08-12,308.08
training,LLY,2022-08-15,313.94
training,LLY,2022-08-16,310.31
training,LLY,2022-08-17,316.82
training,LLY,2022-08-18,316.72
training,LLY,2022-08-19,322.77
training,LLY,2022-08-22,323.1
training,LLY,2022-08-23,315.1
training,LLY,2022-08-24,318.87
training,LLY,2022-08-25,323.14
training,LLY,2022-08-26,315.56
training,LLY,2022-08-29,310.15
training,LLY,2022-08-30,307.04
training,LLY,2022-08-31,301.23
training,LLY,2022-09-01,309.13
training,LLY,2022-09-02,301.33
training,LLY,2022-09-06,306.82
training,LLY,2022-09-07,311.6
training,LLY,2022-09-08,315.5
training,LLY,2022-09-09,317.7
training,LLY,2022-09-12,315.22
training,LLY,2022-09-13,306.48
training,LLY,2022-09-14,309.61
training,LLY,2022-09-15,309.47
training,LLY,2022-09-16,308.89
training,LLY,2022-09-19,305.09
training,LLY,2022-09-20,301.73
training,LLY,2022-09-21,296.48
training,LLY,2022-09-22,310.87
training,LLY,2022-09-23,311.46
training,LLY,2022-09-26,307.5
training,LLY,2022-09-27,311.1
training,LLY,2022-09-28,334.38
training,LLY,2022-09-29,330.01
training,LLY,2022-09-30,323.35
training,LLY,2022-10-03,321.55
training,LLY,2022-10-04,329.89
training,LLY,2022-10-05,331.78
training,LLY,2022-10-06,332.95
training,LLY,2022-10-07,326.66
training,LLY,2022-10-10,323.89
training,LLY,2022-10-11,327.6
training,LLY,2022-10-12,324.57
training,LLY,2022-10-13,332.1
training,LLY,2022-10-14,331.39
training,LLY,2022-10-17,332.76
training,LLY,2022-10-18,335.03
training,LLY,2022-10-19,329.29
training,LLY,2022-10-20,329.07
training,LLY,2022-10-21,340.77
training,LLY,2022-10-24,347.9
training,LLY,2022-10-25,351.31
training,LLY,2022-10-26,357.86
training,LLY,2022-10-27,356.33
training,LLY,2022-10-28,359.9
training,LLY,2022-10-31,362.09
training,LLY,2022-11-01,352.58
training,LLY,2022-11-02,354.96
training,LLY,2022-11-03,361.68
training,LLY,2022-11-04,357.41
training,LLY,2022-11-07,365.07
training,LLY,2022-11-08,366.66
training,LLY,2022-11-09,363.27
training,LLY,2022-11-10,368.72
training,LLY,2022-11-11,352.3
training,LLY,2022-11-14,356.06
training,LLY,2022-11-15,349.95
training,LLY,2022-11-16,352.93
training,LLY,2022-11-17,360.77
training,LLY,2022-11-18,361.67
training,LLY,2022-11-21,361.17
training,LLY,2022-11-22,360.88
training,LLY,2022-11-23,361.72
training,LLY,2022-11-25,365.25
training,LLY,2022-11-28,365.77
training,LLY,2022-11-29,363.95
training,LLY,2022-11-30,371.08
training,LLY,2022-12-01,370.33
training,LLY,2022-12-02,374.76
training,LLY,2022-12-05,369.29
training,LLY,2022-12-06,368.54
training,LLY,2022-12-07,371.97
training,LLY,2022-12-08,371.79
training,LLY,2022-12-09,360.99
training,LLY,2022-12-12,367.25
training,LLY,2022-12-13,358.66
training,LLY,2022-12-14,363.5
training,LLY,2022-12-15,360.01
training,LLY,2022-12-16,359.87
training,LLY,2022-12-19,357.78
training,LLY,2022-12-20,359.64
training,LLY,2022-12-21,368.01
training,LLY,2022-12-22,365.31
training,LLY,2022-12-23,367.9
training,LLY,2022-12-27,364.88
training,LLY,2022-12-28,365.22
training,LLY,2022-12-29,367.02
training,LLY,2022-12-30,365.84
training,LLY,2023-01-03,364.99
training,LLY,2023-01-04,363.1
training,LLY,2023-01-05,358.92
training,LLY,2023-01-06,362.94
training,LLY,2023-01-09,349.83
training,LLY,2023-01-10,352.75
training,LLY,2023-01-11,360.41
training,LLY,2023-01-12,359.12
training,LLY,2023-01-13,361.62
training,LLY,2023-01-17,357.74
training,LLY,2023-01-18,352.01
training,LLY,2023-01-19,351.08
training,LLY,2023-01-20,346.07
training,LLY,2023-01-23,342.21
training,LLY,2023-01-24,346.39
training,LLY,2023-01-25,349.73
training,LLY,2023-01-26,348.01
training,LLY,2023-01-27,342.1
training,LLY,2023-01-30,340.5
training,LLY,2023-01-31,344.15
training,LLY,2023-02-01,342.57
training,LLY,2023-02-02,330.7
training,LLY,2023-02-03,339.08
training,LLY,2023-02-06,337.66
training,LLY,2023-02-07,339.68
training,LLY,2023-02-08,340.73
training,LLY,2023-02-09,341.79
training,LLY,2023-02-10,345.12
training,LLY,2023-02-13,350.4
training,LLY,2023-02-14,347.56
training,LLY,2023-02-15,335.01
training,LLY,2023-02-16,326.07
training,LLY,2023-02-17,328.4
training,LLY,2023-02-21,327.51
training,LLY,2023-02-22,329.07
training,LLY,2023-02-23,327.52
training,LLY,2023-02-24,321.64
training,LLY,2023-02-27,316.62
training,LLY,2023-02-28,311.22
training,LLY,2023-03-01,314.17
training,LLY,2023-03-02,315.05
training,LLY,2023-03-03,318.43
training,LLY,2023-03-06,318.96
training,LLY,2023-03-07,310.63
training,LLY,2023-03-08,312.54
training,LLY,2023-03-09,316.85
training,LLY,2023-03-10,315.02
training,LLY,2023-03-13,324.49
training,LLY,2023-03-14,327.07
training,LLY,2023-03-15,329.47
training,LLY,2023-03-16,329.53
training,LLY,2023-03-17,329.18
training,LLY,2023-03-20,333.6
training,LLY,2023-03-21,331.08
training,LLY,2023-03-22,330.97
training,LLY,2023-03-23,332.64
training,LLY,2023-03-24,336.13
training,LLY,2023-03-27,334.6
training,LLY,2023-03-28,337.65
training,LLY,2023-03-29,335.87
training,LLY,2023-03-30,340.69
training,LLY,2023-03-31,343.42
training,LLY,2023-04-03,350.74
training,LLY,2023-04-04,354.62
training,LLY,2023-04-05,362.24
training,LLY,2023-04-06,368.29
training,LLY,2023-04-10,367.0
training,LLY,2023-04-11,364.04
training,LLY,2023-04-12,369.05
training,LLY,2023-04-13,375.15
training,LLY,2023-04-14,374.73
training,LLY,2023-04-17,372.35
training,LLY,2023-04-18,369.91
training,LLY,2023-04-19,370.47
training,LLY,2023-04-20,374.81
training,LLY,2023-04-21,385.24
training,LLY,2023-04-24,383.35
training,LLY,2023-04-25,384.84
training,LLY,2023-04-26,376.27
training,LLY,2023-04-27,390.35
training,LLY,2023-04-28,395.86
training,LLY,2023-05-01,405.81
training,LLY,2023-05-02,404.2
training,LLY,2023-05-03,431.19
training,LLY,2023-05-04,428.44
training,LLY,2023-05-05,427.81
training,LLY,2023-05-08,432.72
training,LLY,2023-05-09,428.38
training,LLY,2023-05-10,435.92
training,LLY,2023-05-11,435.55
training,LLY,2023-05-12,434.43
training,LLY,2023-05-15,434.51
training,LLY,2023-05-16,436.65
training,LLY,2023-05-17,437.47
training,LLY,2023-05-18,437.89
training,LLY,2023-05-19,442.38
training,LLY,2023-05-22,433.99
training,LLY,2023-05-23,423.21
training,LLY,2023-05-24,425.77
training,LLY,2023-05-25,427.31
training,LLY,2023-05-26,425.79
training,LLY,2023-05-30,427.24
training,LLY,2023-05-31,429.46
training,LLY,2023-06-01,436.49
training,LLY,2023-06-02,442.33
training,LLY,2023-06-05,444.26
training,LLY,2023-06-06,443.07
training,LLY,2023-06-07,436.37
training,LLY,2023-06-08,445.66
training,LLY,2023-06-09,446.04
training,LLY,2023-06-12,445.31
training,LLY,2023-06-13,445.72
training,LLY,2023-06-14,447.72
training,LLY,2023-06-15,453.93
training,LLY,2023-06-16,447.71
training,LLY,2023-06-20,451.95
training,LLY,2023-06-21,453.0
training,LLY,2023-06-22,457.68
training,LLY,2023-06-23,458.84
training,LLY,2023-06-26,452.76
training,LLY,2023-06-27,464.5
training,LLY,2023-06-28,458.7
training,LLY,2023-06-29,464.49
training,LLY,2023-06-30,468.98
training,LLY,2023-07-03,461.42
training,LLY,2023-07-05,465.7
training,LLY,2023-07-06,463.21
training,LLY,2023-07-07,452.08
training,LLY,2023-07-10,453.16
training,LLY,2023-07-11,439.39
training,LLY,2023-07-12,440.6
training,LLY,2023-07-13,434.7
training,LLY,2023-07-14,449.46
training,LLY,2023-07-17,447.14
training,LLY,2023-07-18,451.2
training,LLY,2023-07-19,453.56
training,LLY,2023-07-20,463.82
training,LLY,2023-07-21,462.04
training,LLY,2023-07-24,459.32
training,LLY,2023-07-25,457.54
training,LLY,2023-07-26,453.59
training,LLY,2023-07-27,454.99
training,LLY,2023-07-28,458.48
training,LLY,2023-07-31,454.55
training,LLY,2023-08-01,453.09
training,LLY,2023-08-02,454.48
training,LLY,2023-08-03,449.16
training,LLY,2023-08-04,449.49
training,LLY,2023-08-07,454.08
training,LLY,2023-08-08,521.6
training,LLY,2023-08-09,526.23
training,LLY,2023-08-10,521.34
training,LLY,2023-08-11,528.28
training,LLY,2023-08-14,538.0
training,LLY,2023-08-15,546.62
training,LLY,2023-08-16,546.24
training,LLY,2023-08-17,537.66
training,LLY,2023-08-18,546.43
training,LLY,2023-08-21,550.05
training,LLY,2023-08-22,553.66
training,LLY,2023-08-23,553.36
training,LLY,2023-08-24,548.0
training,LLY,2023-08-25,553.65
training,LLY,2023-08-28,553.92
training,LLY,2023-08-29,553.9
training,LLY,2023-08-30,547.99
training,LLY,2023-08-31,554.2
training,LLY,2023-09-01,557.11
training,LLY,2023-09-05,558.19
training,LLY,2023-09-06,559.95
training,LLY,2023-09-07,573.23
training,LLY,2023-09-08,586.46
training,LLY,2023-09-11,595.56
training,LLY,2023-09-12,599.3
training,LLY,2023-09-13,598.88
training,LLY,2023-09-14,591.61
training,LLY,2023-09-15,575.66
training,LLY,2023-09-18,571.28
training,LLY,2023-09-19,574.96
training,LLY,2023-09-20,569.64
training,LLY,2023-09-21,550.13
training,LLY,2023-09-22,550.54
training,LLY,2023-09-25,552.29
training,LLY,2023-09-26,550.01
training,LLY,2023-09-27,549.76
training,LLY,2023-09-28,544.45
training,LLY,2023-09-29,537.13
