period,ticker,origin,endpoint,horizon,method,crps,median_absolute_error,squared_error
2025,GS,2025-04-11,2025-04-14,1,Adaptive volatility,5.954147730445928,9.369915225646423,83.55806915910749
2025,GS,2025-04-11,2025-04-14,1,Directional,5.954147730445928,9.369915225646423,83.55806915910749
2025,GS,2025-04-11,2025-04-14,1,JumpHMM,5.998101650073969,9.368974063061765,86.09170083319161
2025,GS,2025-04-11,2025-04-14,1,Unchanged,9.54,9.54000000000002,91.01160000000256
2025,GS,2025-04-11,2025-04-21,5,Adaptive volatility,9.404413096087112,6.9510031774229715,27.750707488575966
2025,GS,2025-04-11,2025-04-21,5,Directional,9.404413096087112,6.9510031774229715,27.750707488575966
2025,GS,2025-04-11,2025-04-21,5,JumpHMM,4.627114336540316,5.4941029073268055,32.1321097257426
2025,GS,2025-04-11,2025-04-21,5,Unchanged,6.920000000000013,6.920000000000016,47.88640000000179
2025,GS,2025-04-14,2025-04-15,1,Adaptive volatility,4.3184177338890075,3.6597852166582165,12.713924066310435
2025,GS,2025-04-14,2025-04-15,1,Directional,4.3184177338890075,3.6597852166582165,12.713924066310435
2025,GS,2025-04-14,2025-04-15,1,JumpHMM,2.4172244204988433,3.7181720510366745,13.040854839345492
2025,GS,2025-04-14,2025-04-15,1,Unchanged,3.909999999999973,3.909999999999968,15.288099999999751
2025,GS,2025-04-14,2025-04-22,5,Adaptive volatility,11.546744718659555,15.809749026330906,211.5143291575362
2025,GS,2025-04-14,2025-04-22,5,Directional,11.546744718659555,15.809749026330906,211.5143291575362
2025,GS,2025-04-14,2025-04-22,5,JumpHMM,8.799601369660147,14.592759513809918,211.54516902823843
2025,GS,2025-04-14,2025-04-22,5,Unchanged,16.01,16.00999999999999,256.3200999999997
2025,GS,2025-04-15,2025-04-16,1,Adaptive volatility,5.798705108651745,8.900596376543282,83.54779864977148
2025,GS,2025-04-15,2025-04-16,1,Directional,5.798705108651745,8.900596376543282,83.54779864977148
2025,GS,2025-04-15,2025-04-16,1,JumpHMM,5.865343934799839,9.004091897942658,83.26655684113608
2025,GS,2025-04-15,2025-04-16,1,Unchanged,8.839999999999954,8.839999999999975,78.14559999999655
2025,GS,2025-04-15,2025-04-23,5,Adaptive volatility,13.63011183800951,21.69863755729754,402.1085276528672
2025,GS,2025-04-15,2025-04-23,5,Directional,13.63011183800951,21.69863755729754,402.1085276528672
2025,GS,2025-04-15,2025-04-23,5,JumpHMM,12.553165705236957,20.04710290650752,405.24185155087315
2025,GS,2025-04-15,2025-04-23,5,Unchanged,21.41999999999999,21.41999999999996,458.8164000000056
2025,GS,2025-04-16,2025-04-17,1,Adaptive volatility,6.320420237882044,10.243711290348813,98.92192006134285
2025,GS,2025-04-16,2025-04-17,1,Directional,6.320420237882044,10.243711290348813,98.92192006134285
2025,GS,2025-04-16,2025-04-17,1,JumpHMM,6.663552202324619,10.199644352745262,101.60763120292307
2025,GS,2025-04-16,2025-04-17,1,Unchanged,10.440000000000015,10.439999999999998,108.99360000000233
2025,GS,2025-04-16,2025-04-24,5,Adaptive volatility,28.445978723633743,45.95355113297986,1990.0066193886398
2025,GS,2025-04-16,2025-04-24,5,Directional,28.445978723633743,45.95355113297986,1990.0066193886398
2025,GS,2025-04-16,2025-04-24,5,JumpHMM,34.82990483996388,44.76394392018011,2005.91085305323
2025,GS,2025-04-16,2025-04-24,5,Unchanged,46.32000000000003,46.31999999999999,2145.54240000001
2025,GS,2025-04-17,2025-04-21,1,Adaptive volatility,5.453203123803585,8.142417606215057,69.29628502650507
2025,GS,2025-04-17,2025-04-21,1,Directional,5.453203123803585,8.142417606215057,69.29628502650507
2025,GS,2025-04-17,2025-04-21,1,JumpHMM,5.280713036501431,8.306132339462428,69.55889616422492
2025,GS,2025-04-17,2025-04-21,1,Unchanged,8.129999999999983,8.129999999999995,66.09690000000084
2025,GS,2025-04-17,2025-04-25,5,Adaptive volatility,20.964671035670957,35.37329935801868,1155.3514440229171
2025,GS,2025-04-17,2025-04-25,5,Directional,20.964671035670957,35.37329935801868,1155.3514440229171
2025,GS,2025-04-17,2025-04-25,5,JumpHMM,24.567521218404895,34.203433733396686,1172.247825826127
2025,GS,2025-04-17,2025-04-25,5,Unchanged,35.36999999999991,35.370000000000005,1251.0368999999962
2025,GS,2025-04-21,2025-04-22,1,Adaptive volatility,11.36869596321092,18.52330474050935,334.0082044210064
2025,GS,2025-04-21,2025-04-22,1,Directional,11.36869596321092,18.52330474050935,334.0082044210064
2025,GS,2025-04-21,2025-04-22,1,JumpHMM,14.10574287648347,18.38684559018215,334.49735679052895
2025,GS,2025-04-21,2025-04-22,1,Unchanged,18.63000000000002,18.629999999999995,347.0768999999935
2025,GS,2025-04-21,2025-04-28,5,Adaptive volatility,27.616694967469968,44.471519982189726,1879.8041775651152
2025,GS,2025-04-21,2025-04-28,5,Directional,27.616694967469968,44.471519982189726,1879.8041775651152
2025,GS,2025-04-21,2025-04-28,5,JumpHMM,33.664808447487275,43.6035460615812,1909.102178343653
2025,GS,2025-04-21,2025-04-28,5,Unchanged,45.039999999999985,45.03999999999997,2028.601599999981
2025,GS,2025-04-22,2025-04-23,1,Adaptive volatility,5.9755071574082015,9.403225401379245,83.50419945723492
2025,GS,2025-04-22,2025-04-23,1,Directional,5.9755071574082015,9.403225401379245,83.50419945723492
2025,GS,2025-04-22,2025-04-23,1,JumpHMM,5.67905197088836,9.10899822191042,80.3447227896822
2025,GS,2025-04-22,2025-04-23,1,Unchanged,9.319999999999927,9.319999999999936,86.8623999999967
2025,GS,2025-04-22,2025-04-29,5,Adaptive volatility,17.27377763312964,29.316144971083418,769.7791132129604
2025,GS,2025-04-22,2025-04-29,5,Directional,17.27377763312964,29.316144971083418,769.7791132129604
2025,GS,2025-04-22,2025-04-29,5,JumpHMM,18.4781564029022,27.408612829806014,754.0402627939405
2025,GS,2025-04-22,2025-04-29,5,Unchanged,28.929999999999893,28.92999999999995,836.9448999999905
2025,GS,2025-04-23,2025-04-24,1,Adaptive volatility,9.639777918320377,16.222158263326794,252.3143356448691
2025,GS,2025-04-23,2025-04-24,1,Directional,9.639777918320377,16.222158263326794,252.3143356448691
2025,GS,2025-04-23,2025-04-24,1,JumpHMM,11.603356334445282,15.898274667059582,252.49000002672452
2025,GS,2025-04-23,2025-04-24,1,Unchanged,16.060000000000034,16.06000000000006,257.9236000000019
2025,GS,2025-04-23,2025-04-30,5,Adaptive volatility,12.261577254093693,18.093510960115548,282.1507219192259
2025,GS,2025-04-23,2025-04-30,5,Directional,12.261577254093693,18.093510960115548,282.1507219192259
2025,GS,2025-04-23,2025-04-30,5,JumpHMM,10.266280048271534,16.891045905791163,291.3725152852973
2025,GS,2025-04-23,2025-04-30,5,Unchanged,18.24000000000001,18.24000000000001,332.6976000000003
2025,GS,2025-04-24,2025-04-25,1,Adaptive volatility,4.130480878900382,0.5466770206220039,0.9905313720527426
2025,GS,2025-04-24,2025-04-25,1,Directional,4.130480878900382,0.5466770206220039,0.9905313720527426
2025,GS,2025-04-24,2025-04-25,1,JumpHMM,1.7668736373793832,0.7170017136420105,0.7268895173086749
2025,GS,2025-04-24,2025-04-25,1,Unchanged,0.5099999999999897,0.5099999999999909,0.2601000000002226
2025,GS,2025-04-24,2025-05-01,5,Adaptive volatility,9.901693848124241,8.255865043048894,46.06813943884714
2025,GS,2025-04-24,2025-05-01,5,Directional,9.901693848124241,8.255865043048894,46.06813943884714
2025,GS,2025-04-24,2025-05-01,5,JumpHMM,5.398207041129855,7.099435749057609,49.524641009036436
2025,GS,2025-04-24,2025-05-01,5,Unchanged,8.460000000000035,8.460000000000036,71.57159999999676
2025,GS,2025-04-25,2025-04-28,1,Adaptive volatility,4.1081548697006784,1.378423181100705,1.2927300827661166
2025,GS,2025-04-25,2025-04-28,1,Directional,4.1081548697006784,1.378423181100705,1.2927300827661166
2025,GS,2025-04-25,2025-04-28,1,JumpHMM,1.8550797221666473,1.4502291805636862,1.6102828024569569
2025,GS,2025-04-25,2025-04-28,1,Unchanged,1.5399999999999612,1.5399999999999636,2.3715999999991877
2025,GS,2025-04-25,2025-05-02,5,Adaptive volatility,13.426595575917162,20.88885925114918,390.8618907121319
2025,GS,2025-04-25,2025-05-02,5,Directional,13.426595575917162,20.88885925114918,390.8618907121319
2025,GS,2025-04-25,2025-05-02,5,JumpHMM,12.239021054910944,19.821975553518087,396.2367904162638
2025,GS,2025-04-25,2025-05-02,5,Unchanged,21.24,21.24000000000001,451.1375999999907
2025,GS,2025-04-28,2025-04-29,1,Adaptive volatility,4.131945355887134,2.4929429434337558,5.114378929122652
2025,GS,2025-04-28,2025-04-29,1,Directional,4.131945355887134,2.4929429434337558,5.114378929122652
2025,GS,2025-04-28,2025-04-29,1,JumpHMM,2.0483342516820144,2.351237345574494,4.927048582127863
2025,GS,2025-04-28,2025-04-29,1,Unchanged,2.519999999999986,2.519999999999982,6.350399999994752
2025,GS,2025-04-28,2025-05-05,5,Adaptive volatility,10.717087425087158,13.311693007140283,143.06618362712632
2025,GS,2025-04-28,2025-05-05,5,Directional,10.717087425087158,13.311693007140283,143.06618362712632
2025,GS,2025-04-28,2025-05-05,5,JumpHMM,7.398176842812947,11.956340435820076,145.4256042714554
2025,GS,2025-04-28,2025-05-05,5,Unchanged,13.159999999999973,13.159999999999968,173.18559999997225
2025,GS,2025-04-29,2025-04-30,1,Adaptive volatility,3.9819862378798034,1.2975886426673544,2.4225158126620077
2025,GS,2025-04-29,2025-04-30,1,Directional,3.9819862378798034,1.2975886426673544,2.4225158126620077
2025,GS,2025-04-29,2025-04-30,1,JumpHMM,1.8925269595957868,1.5729376890517415,2.804285728871996
2025,GS,2025-04-29,2025-04-30,1,Unchanged,1.3700000000000028,1.3700000000000043,1.8768999999968976
2025,GS,2025-04-29,2025-05-06,5,Adaptive volatility,8.873627122021333,0.5596479241556077,0.6840394741634288
2025,GS,2025-04-29,2025-05-06,5,Directional,8.873627122021333,0.5596479241556077,0.6840394741634288
2025,GS,2025-04-29,2025-05-06,5,JumpHMM,4.348433744054668,0.8747706846546635,0.9381045100092477
2025,GS,2025-04-29,2025-05-06,5,Unchanged,0.4400000000000528,0.4400000000000545,0.1936000000010484
2025,GS,2025-04-30,2025-05-01,1,Adaptive volatility,4.785811162229759,6.152491019186717,34.52349065355986
2025,GS,2025-04-30,2025-05-01,1,Directional,4.785811162229759,6.152491019186717,34.52349065355986
2025,GS,2025-04-30,2025-05-01,1,JumpHMM,3.652953009108694,6.140398315507771,35.7179037660035
2025,GS,2025-04-30,2025-05-01,1,Unchanged,6.280000000000096,6.280000000000086,39.43839999999966
2025,GS,2025-04-30,2025-05-07,5,Adaptive volatility,8.907220150479327,4.3880392467057545,7.891837655676695
2025,GS,2025-04-30,2025-05-07,5,Directional,8.907220150479327,4.3880392467057545,7.891837655676695
2025,GS,2025-04-30,2025-05-07,5,JumpHMM,4.518355852293197,2.9500809736361666,8.693013286571103
2025,GS,2025-04-30,2025-05-07,5,Unchanged,4.37000000000001,4.3700000000000045,19.09689999999905
2025,GS,2025-05-01,2025-05-02,1,Adaptive volatility,7.342135348128854,12.261688789581362,146.09226146376966
2025,GS,2025-05-01,2025-05-02,1,Directional,7.342135348128854,12.261688789581362,146.09226146376966
2025,GS,2025-05-01,2025-05-02,1,JumpHMM,8.026884717120756,12.065264614036968,143.7291380848665
2025,GS,2025-05-01,2025-05-02,1,Unchanged,12.269999999999973,12.269999999999982,150.55289999997166
2025,GS,2025-05-01,2025-05-08,5,Adaptive volatility,10.167412131514487,11.861817063186209,113.04431101330256
2025,GS,2025-05-01,2025-05-08,5,Directional,10.167412131514487,11.861817063186209,113.04431101330256
2025,GS,2025-05-01,2025-05-08,5,JumpHMM,6.739905132474053,10.489099635228513,112.00596968875728
2025,GS,2025-05-01,2025-05-08,5,Unchanged,11.869999999999989,11.870000000000005,140.89689999997313
2025,GS,2025-05-02,2025-05-05,1,Adaptive volatility,4.903875961862739,6.4341719178596195,44.06203986098007
2025,GS,2025-05-02,2025-05-05,1,Directional,4.903875961862739,6.4341719178596195,44.06203986098007
2025,GS,2025-05-02,2025-05-05,1,JumpHMM,4.162747510511404,6.769283225983561,46.92941122000644
2025,GS,2025-05-02,2025-05-05,1,Unchanged,6.540000000000091,6.540000000000077,42.77159999998762
2025,GS,2025-05-02,2025-05-09,5,Adaptive volatility,8.804200044741805,1.1378663461789529,0.035376772535638264
2025,GS,2025-05-02,2025-05-09,5,Directional,8.804200044741805,1.1378663461789529,0.035376772535638264
2025,GS,2025-05-02,2025-05-09,5,JumpHMM,4.466324318686806,0.36308849159888723,0.12058497747029666
2025,GS,2025-05-02,2025-05-09,5,Unchanged,1.000000000000015,1.0,1.0000000000020464
2025,GS,2025-05-05,2025-05-06,1,Adaptive volatility,6.395254190132751,10.366157959289959,112.58103008530394
2025,GS,2025-05-05,2025-05-06,1,Directional,6.395254190132751,10.366157959289959,112.58103008530394
2025,GS,2025-05-05,2025-05-06,1,JumpHMM,6.771691288061266,10.389604642869623,109.63676907449705
2025,GS,2025-05-05,2025-05-06,1,Unchanged,10.19999999999993,10.199999999999932,104.03999999999398
2025,GS,2025-05-05,2025-05-12,5,Adaptive volatility,18.751302241044286,31.6303666141993,927.8513990558864
2025,GS,2025-05-05,2025-05-12,5,Directional,18.751302241044286,31.6303666141993,927.8513990558864
2025,GS,2025-05-05,2025-05-12,5,JumpHMM,20.632783310330492,30.503599462149964,932.232554331243
2025,GS,2025-05-05,2025-05-12,5,Unchanged,31.78000000000014,31.780000000000086,1009.9684000000201
2025,GS,2025-05-06,2025-05-07,1,Adaptive volatility,3.930693589244617,2.396781065482022,5.64046982004166
2025,GS,2025-05-06,2025-05-07,1,Directional,3.930693589244617,2.396781065482022,5.64046982004166
2025,GS,2025-05-06,2025-05-07,1,JumpHMM,2.042845788837561,2.2977371381393445,5.17416159179747
2025,GS,2025-05-06,2025-05-07,1,Unchanged,2.5599999999999454,2.5599999999999454,6.553599999998556
2025,GS,2025-05-06,2025-05-13,5,Adaptive volatility,35.905872578133334,54.67331124964039,2853.1214494082365
2025,GS,2025-05-06,2025-05-13,5,Directional,35.905872578133334,54.67331124964039,2853.1214494082365
2025,GS,2025-05-06,2025-05-13,5,JumpHMM,41.68549290062231,52.924038140141874,2805.0630752762413
2025,GS,2025-05-06,2025-05-13,5,Unchanged,54.449999999999825,54.44999999999993,2964.8024999999675
2025,GS,2025-05-07,2025-05-08,1,Adaptive volatility,8.167939226764396,13.775849525820604,183.60516015881754
2025,GS,2025-05-07,2025-05-08,1,Directional,8.167939226764396,13.775849525820604,183.60516015881754
2025,GS,2025-05-07,2025-05-08,1,JumpHMM,9.343921064311713,13.621164647985665,181.6973698648286
2025,GS,2025-05-07,2025-05-08,1,Unchanged,13.7800000000001,13.780000000000086,189.88840000003373
2025,GS,2025-05-07,2025-05-14,5,Adaptive volatility,40.60705128398374,59.93248863017387,3452.0666387625956
2025,GS,2025-05-07,2025-05-14,5,Directional,40.60705128398374,59.93248863017387,3452.0666387625956
2025,GS,2025-05-07,2025-05-14,5,JumpHMM,46.987883235976845,58.24635012391275,3390.23304557721
2025,GS,2025-05-07,2025-05-14,5,Unchanged,59.6800000000002,59.680000000000064,3561.7024000001434
2025,GS,2025-05-08,2025-05-09,1,Adaptive volatility,3.7967673450363595,1.247286756282809,1.130014428578419
2025,GS,2025-05-08,2025-05-09,1,Directional,3.7967673450363595,1.247286756282809,1.130014428578419
2025,GS,2025-05-08,2025-05-09,1,JumpHMM,1.8815806269354907,1.1173498937669895,1.0164169608354288
2025,GS,2025-05-08,2025-05-09,1,Unchanged,1.3999999999999837,1.3999999999999773,1.9600000000008915
2025,GS,2025-05-08,2025-05-15,5,Adaptive volatility,31.98780408043547,49.99003974370752,2389.566104204951
2025,GS,2025-05-08,2025-05-15,5,Directional,31.98780408043547,49.99003974370752,2389.566104204951
2025,GS,2025-05-08,2025-05-15,5,JumpHMM,37.57463439199676,48.83014261607055,2390.0712670550024
2025,GS,2025-05-08,2025-05-15,5,Unchanged,50.199999999999854,50.19999999999993,2520.0400000000272
2025,GS,2025-05-09,2025-05-12,1,Adaptive volatility,16.166228789259605,24.38559877115142,583.8502829349991
2025,GS,2025-05-09,2025-05-12,1,Directional,16.166228789259605,24.38559877115142,583.8502829349991
2025,GS,2025-05-09,2025-05-12,1,JumpHMM,19.216750948256575,24.032389830107302,576.8720473749923
2025,GS,2025-05-09,2025-05-12,1,Unchanged,24.240000000000013,24.24000000000001,587.5776000000501
2025,GS,2025-05-09,2025-05-16,5,Adaptive volatility,33.97644746825193,52.150113310401025,2625.229659466939
2025,GS,2025-05-09,2025-05-16,5,Directional,33.97644746825193,52.150113310401025,2625.229659466939
2025,GS,2025-05-09,2025-05-16,5,JumpHMM,39.136297498769984,50.42217644323413,2565.8684162070695
2025,GS,2025-05-09,2025-05-16,5,Unchanged,51.92999999999987,51.92999999999995,2696.724900000101
2025,GS,2025-05-12,2025-05-13,1,Adaptive volatility,7.496476228753369,12.607219457444595,151.37700048050053
2025,GS,2025-05-12,2025-05-13,1,Directional,7.496476228753369,12.607219457444595,151.37700048050053
2025,GS,2025-05-12,2025-05-13,1,JumpHMM,7.9440179493822995,12.173049891739765,144.70864328776148
2025,GS,2025-05-12,2025-05-13,1,Unchanged,12.46999999999992,12.469999999999914,155.50090000001487
2025,GS,2025-05-12,2025-05-19,5,Adaptive volatility,13.386257446395303,21.13499442449529,397.9690441005048
2025,GS,2025-05-12,2025-05-19,5,Directional,13.386257446395303,21.13499442449529,397.9690441005048
2025,GS,2025-05-12,2025-05-19,5,JumpHMM,11.785817776655614,19.455755711036698,379.0187551996364
2025,GS,2025-05-12,2025-05-19,5,Unchanged,20.95999999999996,20.959999999999923,439.3216000000254
2025,GS,2025-05-13,2025-05-14,1,Adaptive volatility,5.391920846836338,7.824764015759873,56.95769236465838
2025,GS,2025-05-13,2025-05-14,1,Directional,5.391920846836338,7.824764015759873,56.95769236465838
2025,GS,2025-05-13,2025-05-14,1,JumpHMM,4.54969466509192,7.570889569233297,55.85482041609106
2025,GS,2025-05-13,2025-05-14,1,Unchanged,7.790000000000084,7.790000000000077,60.68410000000652
2025,GS,2025-05-13,2025-05-20,5,Adaptive volatility,8.997879520782398,2.541509089873292,2.1132515838050914
2025,GS,2025-05-13,2025-05-20,5,Directional,8.997879520782398,2.541509089873292,2.1132515838050914
2025,GS,2025-05-13,2025-05-20,5,JumpHMM,4.8423933804327115,1.0706828366077161,1.3570349446239138
2025,GS,2025-05-13,2025-05-20,5,Unchanged,2.7100000000000453,2.7100000000000364,7.344100000002045
2025,GS,2025-05-14,2025-05-15,1,Adaptive volatility,4.358722724278905,3.9235763091856293,14.881588786678089
2025,GS,2025-05-14,2025-05-15,1,Directional,4.358722724278905,3.9235763091856293,14.881588786678089
2025,GS,2025-05-14,2025-05-15,1,JumpHMM,2.7719392210559572,4.080225157641887,16.392182174840602
2025,GS,2025-05-14,2025-05-15,1,Unchanged,4.299999999999953,4.2999999999999545,18.490000000009385
2025,GS,2025-05-14,2025-05-21,5,Adaptive volatility,12.51498812524025,18.703500284969397,386.2384127835542
2025,GS,2025-05-14,2025-05-21,5,Directional,12.51498812524025,18.703500284969397,386.2384127835542
2025,GS,2025-05-14,2025-05-21,5,JumpHMM,11.934810227551113,19.701642443600843,385.41464996309287
2025,GS,2025-05-14,2025-05-21,5,Unchanged,18.139999999999947,18.139999999999983,329.05959999995827
2025,GS,2025-05-15,2025-05-16,1,Adaptive volatility,4.211614852286345,3.233631113130741,8.763694311978933
2025,GS,2025-05-15,2025-05-16,1,Directional,4.211614852286345,3.233631113130741,8.763694311978933
2025,GS,2025-05-15,2025-05-16,1,JumpHMM,2.340114585795131,2.819397861810406,8.034372592599576
2025,GS,2025-05-15,2025-05-16,1,Unchanged,3.1299999999999972,3.1299999999999955,9.796899999992856
2025,GS,2025-05-15,2025-05-22,5,Adaptive volatility,12.19870813093211,17.72102803944828,355.3052401243479
2025,GS,2025-05-15,2025-05-22,5,Directional,12.19870813093211,17.72102803944828,355.3052401243479
2025,GS,2025-05-15,2025-05-22,5,JumpHMM,11.596959923328377,19.282152171885514,370.3233167867079
2025,GS,2025-05-15,2025-05-22,5,Unchanged,17.669999999999984,17.66999999999996,312.2289000000387
2025,GS,2025-05-16,2025-05-19,1,Adaptive volatility,5.022538542995764,6.7136825418992885,48.300175030768685
2025,GS,2025-05-16,2025-05-19,1,Directional,5.022538542995764,6.7136825418992885,48.300175030768685
2025,GS,2025-05-16,2025-05-19,1,JumpHMM,4.237556227174945,6.8611492800896485,49.85876875655754
2025,GS,2025-05-16,2025-05-19,1,Unchanged,6.730000000000014,6.730000000000018,45.292899999995655
2025,GS,2025-05-16,2025-05-23,5,Adaptive volatility,13.289301301928736,20.696120384156302,470.8177516355845
2025,GS,2025-05-16,2025-05-23,5,Directional,13.289301301928736,20.696120384156302,470.8177516355845
2025,GS,2025-05-16,2025-05-23,5,JumpHMM,13.423121419900951,21.85920900657584,482.3607561487979
2025,GS,2025-05-16,2025-05-23,5,Unchanged,20.49000000000001,20.49000000000001,419.8400999999864
2025,GS,2025-05-19,2025-05-20,1,Adaptive volatility,4.652590903319522,5.792513357177768,34.72139763773654
2025,GS,2025-05-19,2025-05-20,1,Directional,4.652590903319522,5.792513357177768,34.72139763773654
2025,GS,2025-05-19,2025-05-20,1,JumpHMM,3.705136372565183,6.02662315766391,37.34505910059234
2025,GS,2025-05-19,2025-05-20,1,Unchanged,5.779999999999959,5.779999999999973,33.40840000000494
2025,GS,2025-05-19,2025-05-27,5,Adaptive volatility,8.689222587190784,2.950800140454438,4.02708581445258
2025,GS,2025-05-19,2025-05-27,5,Directional,8.689222587190784,2.950800140454438,4.02708581445258
2025,GS,2025-05-19,2025-05-27,5,JumpHMM,4.875041035043615,1.853998833338134,4.175789720592685
2025,GS,2025-05-19,2025-05-27,5,Unchanged,3.4300000000000543,3.4300000000000637,11.764899999997317
2025,GS,2025-05-20,2025-05-21,1,Adaptive volatility,7.823732371498672,13.085553011023498,176.69458847900833
2025,GS,2025-05-20,2025-05-21,1,Directional,7.823732371498672,13.085553011023498,176.69458847900833
2025,GS,2025-05-20,2025-05-21,1,JumpHMM,9.060229063803256,13.263360365738967,180.26737788590722
2025,GS,2025-05-20,2025-05-21,1,Unchanged,13.059999999999937,13.059999999999944,170.56359999998966
2025,GS,2025-05-20,2025-05-28,5,Adaptive volatility,8.420211959982908,2.1502573950061787,0.7832369831885546
2025,GS,2025-05-20,2025-05-28,5,Directional,8.420211959982908,2.1502573950061787,0.7832369831885546
2025,GS,2025-05-20,2025-05-28,5,JumpHMM,4.86299836494777,0.332404390014176,0.2387155730898646
2025,GS,2025-05-20,2025-05-28,5,Unchanged,1.920000000000068,1.9200000000000728,3.686400000001589
2025,GS,2025-05-21,2025-05-22,1,Adaptive volatility,4.235071155073734,4.772842721549523,21.10900739198408
2025,GS,2025-05-21,2025-05-22,1,Directional,4.235071155073734,4.772842721549523,21.10900739198408
2025,GS,2025-05-21,2025-05-22,1,JumpHMM,2.9275000080933657,4.581750247975378,19.85712592078787
2025,GS,2025-05-21,2025-05-22,1,Unchanged,4.76999999999998,4.769999999999982,22.752900000004164
2025,GS,2025-05-21,2025-05-29,5,Adaptive volatility,9.611747775747174,11.172949594009424,103.52029225638466
2025,GS,2025-05-21,2025-05-29,5,Directional,9.611747775747174,11.172949594009424,103.52029225638466
2025,GS,2025-05-21,2025-05-29,5,JumpHMM,6.619799037253724,9.887853351641448,97.12607116434877
2025,GS,2025-05-21,2025-05-29,5,Unchanged,11.399999999999972,11.399999999999975,129.96000000000984
2025,GS,2025-05-22,2025-05-23,1,Adaptive volatility,3.632214706196661,0.24633162170622802,0.027548798898254664
2025,GS,2025-05-22,2025-05-23,1,Directional,3.632214706196661,0.24633162170622802,0.027548798898254664
2025,GS,2025-05-22,2025-05-23,1,JumpHMM,1.9316453139940544,0.16325052258093817,0.013689049080698568
2025,GS,2025-05-22,2025-05-23,1,Unchanged,0.3099999999999453,0.3099999999999454,0.0960999999997547
2025,GS,2025-05-22,2025-05-30,5,Adaptive volatility,8.191328984888724,1.9366049020211829,0.8239570982609369
2025,GS,2025-05-22,2025-05-30,5,Directional,8.191328984888724,1.9366049020211829,0.8239570982609369
2025,GS,2025-05-22,2025-05-30,5,JumpHMM,4.783425232088204,0.8247235123898236,0.9626834048541992
2025,GS,2025-05-22,2025-05-30,5,Unchanged,2.2200000000000273,2.2200000000000273,4.928399999998607
2025,GS,2025-05-23,2025-05-27,1,Adaptive volatility,10.533358061806137,17.163656588575577,289.10856162070496
2025,GS,2025-05-23,2025-05-27,1,Directional,10.533358061806137,17.163656588575577,289.10856162070496
2025,GS,2025-05-23,2025-05-27,1,JumpHMM,12.223853090622692,17.0478020486064,287.85331171136426
2025,GS,2025-05-23,2025-05-27,1,Unchanged,17.19000000000007,17.190000000000055,295.49609999998626
2025,GS,2025-05-23,2025-06-02,5,Adaptive volatility,8.018034897571761,0.4915810732781741,0.4429445320435956
2025,GS,2025-05-23,2025-06-02,5,Directional,8.018034897571761,0.4915810732781741,0.4429445320435956
2025,GS,2025-05-23,2025-06-02,5,JumpHMM,4.760139139507985,1.3425078462084155,1.9469962571560646
2025,GS,2025-05-23,2025-06-02,5,Unchanged,0.1800000000000721,0.18000000000006358,0.0323999999998592
2025,GS,2025-05-27,2025-05-28,1,Adaptive volatility,5.014545987535064,7.20590731277279,55.32975808582784
2025,GS,2025-05-27,2025-05-28,1,Directional,5.014545987535064,7.20590731277279,55.32975808582784
2025,GS,2025-05-27,2025-05-28,1,JumpHMM,4.63566834736416,7.4932762716990355,59.16951428000608
2025,GS,2025-05-27,2025-05-28,1,Unchanged,7.289999999999966,7.289999999999964,53.14410000000776
2025,GS,2025-05-27,2025-06-03,5,Adaptive volatility,9.879088109336864,12.000585849852124,164.33747324568182
2025,GS,2025-05-27,2025-06-03,5,Directional,9.879088109336864,12.000585849852124,164.33747324568182
2025,GS,2025-05-27,2025-06-03,5,JumpHMM,8.379506159830754,13.585708982675783,184.4912327824676
2025,GS,2025-05-27,2025-06-03,5,Unchanged,11.899999999999975,11.899999999999975,141.61000000001297
2025,GS,2025-05-28,2025-05-29,1,Adaptive volatility,3.940269671920896,3.5537859744635703,13.716771818127263
2025,GS,2025-05-28,2025-05-29,1,Directional,3.940269671920896,3.5537859744635703,13.716771818127263
2025,GS,2025-05-28,2025-05-29,1,JumpHMM,2.7002080270909574,3.8296122557939043,15.834699503742252
2025,GS,2025-05-28,2025-05-29,1,Unchanged,3.5800000000000387,3.580000000000041,12.816400000002735
2025,GS,2025-05-28,2025-06-04,5,Adaptive volatility,9.052855753207465,9.121591265923977,100.93814553482589
2025,GS,2025-05-28,2025-06-04,5,Directional,9.052855753207465,9.121591265923977,100.93814553482589
2025,GS,2025-05-28,2025-06-04,5,JumpHMM,7.128870925862472,10.962347274650446,120.1778238597875
2025,GS,2025-05-28,2025-06-04,5,Unchanged,9.230000000000016,9.230000000000018,85.19290000000663
2025,GS,2025-05-29,2025-05-30,1,Adaptive volatility,4.0533225193736575,4.321124876207477,21.044535282858828
2025,GS,2025-05-29,2025-05-30,1,Directional,4.0533225193736575,4.321124876207477,21.044535282858828
2025,GS,2025-05-29,2025-05-30,1,JumpHMM,3.024094757749898,4.664451242755717,22.948186704105762
2025,GS,2025-05-29,2025-05-30,1,Unchanged,4.409999999999975,4.409999999999968,19.448100000001723
2025,GS,2025-05-29,2025-06-05,5,Adaptive volatility,7.981465337682375,0.7585068384560145,0.07595402042763164
2025,GS,2025-05-29,2025-06-05,5,Directional,7.981465337682375,0.7585068384560145,0.07595402042763164
2025,GS,2025-05-29,2025-06-05,5,JumpHMM,4.775581719518786,0.5640629705050438,0.39911813818693714
