period,ticker,origin,endpoint,horizon,origin_spot,observed,daily_variance,daily_drift,return_count,stock_feature_age,market_feature_age
2025,GS,2025-02-20,2025-02-21,1,642.26,625.6,0.00030592174452944066,0.0,2799,0,0
2025,GS,2025-02-20,2025-02-27,5,642.26,608.0,0.00030592174452944066,0.0,2799,0,0
2025,GS,2025-02-21,2025-02-24,1,625.6,626.14,0.0003174664245611142,0.0,2800,0,0
2025,GS,2025-02-21,2025-02-28,5,625.6,622.29,0.0003174664245611142,0.0,2800,0,0
2025,GS,2025-02-24,2025-02-25,1,626.14,614.91,0.0003079647644896457,0.0,2801,0,0
2025,GS,2025-02-24,2025-03-03,5,626.14,605.26,0.0003079647644896457,0.0,2801,0,0
2025,GS,2025-02-25,2025-02-26,1,614.91,617.77,0.000308552028547241,0.0,2802,0,0
2025,GS,2025-02-25,2025-03-04,5,614.91,581.14,0.000308552028547241,0.0,2802,0,0
2025,GS,2025-02-26,2025-02-27,1,617.77,608.0,0.0002999414404015203,0.0,2803,0,0
2025,GS,2025-02-26,2025-03-05,5,617.77,593.07,0.0002999414404015203,0.0,2803,0,0
2025,GS,2025-02-27,2025-02-28,1,608.0,622.29,0.0002985669848441441,0.0,2804,0,0
2025,GS,2025-02-27,2025-03-06,5,608.0,567.67,0.0002985669848441441,0.0,2804,0,0
2025,GS,2025-02-28,2025-03-03,1,622.29,605.26,0.0003058008301283161,0.0,2805,0,0
2025,GS,2025-02-28,2025-03-07,5,622.29,559.67,0.0003058008301283161,0.0,2805,0,0
2025,GS,2025-03-03,2025-03-04,1,605.26,581.14,0.000319725523902169,0.0,2806,0,0
2025,GS,2025-03-03,2025-03-10,5,605.26,531.66,0.000319725523902169,0.0,2806,0,0
2025,GS,2025-03-04,2025-03-05,1,581.14,593.07,0.00035974650453697,0.0,2807,0,0
2025,GS,2025-03-04,2025-03-11,5,581.14,531.43,0.00035974650453697,0.0,2807,0,0
2025,GS,2025-03-05,2025-03-06,1,593.07,567.67,0.0003613420887409339,0.0,2808,0,0
2025,GS,2025-03-05,2025-03-12,5,593.07,535.71,0.0003613420887409339,0.0,2808,0,0
2025,GS,2025-03-06,2025-03-07,1,567.67,559.67,0.00040798191708504383,0.0,2809,0,0
2025,GS,2025-03-06,2025-03-13,5,567.67,524.81,0.00040798191708504383,0.0,2809,0,0
2025,GS,2025-03-07,2025-03-10,1,559.67,531.66,0.0004017856456498358,0.0,2810,0,0
2025,GS,2025-03-07,2025-03-14,5,559.67,541.41,0.0004017856456498358,0.0,2810,0,0
2025,GS,2025-03-10,2025-03-11,1,531.66,531.43,0.00046881560788455316,0.0,2811,0,0
2025,GS,2025-03-10,2025-03-17,5,531.66,551.34,0.00046881560788455316,0.0,2811,0,0
2025,GS,2025-03-11,2025-03-12,1,531.43,535.71,0.000454756756550263,0.0,2812,0,0
2025,GS,2025-03-11,2025-03-18,5,531.43,551.78,0.000454756756550263,0.0,2812,0,0
2025,GS,2025-03-12,2025-03-13,1,535.71,524.81,0.00044304437977845475,0.0,2813,0,0
2025,GS,2025-03-12,2025-03-19,5,535.71,557.34,0.00044304437977845475,0.0,2813,0,0
2025,GS,2025-03-13,2025-03-14,1,524.81,541.41,0.00044243035814287506,0.0,2814,0,0
2025,GS,2025-03-13,2025-03-20,5,524.81,562.68,0.00044243035814287506,0.0,2814,0,0
2025,GS,2025-03-14,2025-03-17,1,541.41,551.34,0.00045824947295825577,0.0,2815,0,0
2025,GS,2025-03-14,2025-03-21,5,541.41,565.14,0.00045824947295825577,0.0,2815,0,0
2025,GS,2025-03-17,2025-03-18,1,551.34,551.78,0.000454411723334404,0.0,2816,0,0
2025,GS,2025-03-17,2025-03-24,5,551.34,580.1,0.000454411723334404,0.0,2816,0,0
2025,GS,2025-03-18,2025-03-19,1,551.78,557.34,0.0004407984631816765,0.0,2817,0,0
2025,GS,2025-03-18,2025-03-25,5,551.78,585.94,0.0004407984631816765,0.0,2817,0,0
2025,GS,2025-03-19,2025-03-20,1,557.34,562.68,0.0004305901599555954,0.0,2818,0,0
2025,GS,2025-03-19,2025-03-26,5,557.34,573.92,0.0004305901599555954,0.0,2818,0,0
2025,GS,2025-03-20,2025-03-21,1,562.68,565.14,0.00042040029448181716,0.0,2819,0,0
2025,GS,2025-03-20,2025-03-27,5,562.68,558.92,0.00042040029448181716,0.0,2819,0,0
2025,GS,2025-03-21,2025-03-24,1,565.14,580.1,0.00040835920301423987,0.0,2820,0,0
2025,GS,2025-03-21,2025-03-28,5,565.14,543.12,0.00040835920301423987,0.0,2820,0,0
2025,GS,2025-03-24,2025-03-25,1,580.1,585.94,0.00041658705338202867,0.0,2821,0,0
2025,GS,2025-03-24,2025-03-31,5,580.1,546.29,0.00041658705338202867,0.0,2821,0,0
2025,GS,2025-03-25,2025-03-26,1,585.94,573.92,0.0004070995860121784,0.0,2822,0,0
2025,GS,2025-03-25,2025-04-01,5,585.94,548.45,0.0004070995860121784,0.0,2822,0,0
2025,GS,2025-03-26,2025-03-27,1,573.92,558.92,0.0004077753287129129,0.0,2823,0,0
2025,GS,2025-03-26,2025-04-02,5,573.92,563.1,0.0004077753287129129,0.0,2823,0,0
2025,GS,2025-03-27,2025-03-28,1,558.92,543.12,0.0004165836019369354,0.0,2824,0,0
2025,GS,2025-03-27,2025-04-03,5,558.92,511.23,0.0004165836019369354,0.0,2824,0,0
2025,GS,2025-03-28,2025-03-31,1,543.12,546.29,0.00042875558676909003,0.0,2825,0,0
2025,GS,2025-03-28,2025-04-04,5,543.12,470.81,0.00042875558676909003,0.0,2825,0,0
2025,GS,2025-03-31,2025-04-01,1,546.29,548.45,0.00041690897952289423,0.0,2826,0,0
2025,GS,2025-03-31,2025-04-07,5,546.29,465.51,0.00041690897952289423,0.0,2826,0,0
2025,GS,2025-04-01,2025-04-02,1,548.45,563.1,0.00040486887255981397,0.0,2827,0,0
2025,GS,2025-04-01,2025-04-08,5,548.45,462.22,0.00040486887255981397,0.0,2827,0,0
2025,GS,2025-04-02,2025-04-03,1,563.1,511.23,0.00041357005696042426,0.0,2828,0,0
2025,GS,2025-04-02,2025-04-09,5,563.1,516.87,0.00041357005696042426,0.0,2828,0,0
2025,GS,2025-04-03,2025-04-04,1,511.23,470.81,0.0006813279909295073,0.0,2829,0,0
2025,GS,2025-04-03,2025-04-10,5,511.23,489.8,0.0006813279909295073,0.0,2829,0,0
2025,GS,2025-04-04,2025-04-07,1,470.81,465.51,0.0008644078055511108,0.0,2830,0,0
2025,GS,2025-04-04,2025-04-11,5,470.81,494.44,0.0008644078055511108,0.0,2830,0,0
2025,GS,2025-04-07,2025-04-08,1,465.51,462.22,0.0008423205476377724,0.0,2831,0,0
2025,GS,2025-04-07,2025-04-14,5,465.51,503.98,0.0008423205476377724,0.0,2831,0,0
2025,GS,2025-04-08,2025-04-09,1,462.22,516.87,0.0008185600849403253,0.0,2832,0,0
2025,GS,2025-04-08,2025-04-15,5,462.22,507.89,0.0008185600849403253,0.0,2832,0,0
2025,GS,2025-04-09,2025-04-10,1,516.87,489.8,0.0011686480002987317,0.0,2833,0,0
2025,GS,2025-04-09,2025-04-16,5,516.87,499.05,0.0011686480002987317,0.0,2833,0,0
2025,GS,2025-04-10,2025-04-11,1,489.8,494.44,0.0012204031928398254,0.0,2834,0,0
2025,GS,2025-04-10,2025-04-17,5,489.8,509.49,0.0012204031928398254,0.0,2834,0,0
2025,GS,2025-04-11,2025-04-14,1,494.44,503.98,0.0011864580884831171,0.0,2835,0,0
2025,GS,2025-04-11,2025-04-21,5,494.44,501.36,0.0011864580884831171,0.0,2835,0,0
2025,GS,2025-04-14,2025-04-15,1,503.98,507.89,0.0011618209982926068,0.0,2836,0,0
2025,GS,2025-04-14,2025-04-22,5,503.98,519.99,0.0011618209982926068,0.0,2836,0,0
2025,GS,2025-04-15,2025-04-16,1,507.89,499.05,0.001128758168803952,0.0,2837,0,0
2025,GS,2025-04-15,2025-04-23,5,507.89,529.31,0.001128758168803952,0.0,2837,0,0
2025,GS,2025-04-16,2025-04-17,1,499.05,509.49,0.0011041445541939898,0.0,2838,0,0
2025,GS,2025-04-16,2025-04-24,5,499.05,545.37,0.0011041445541939898,0.0,2838,0,0
2025,GS,2025-04-17,2025-04-21,1,509.49,501.36,0.0010838798043737432,0.0,2839,0,0
2025,GS,2025-04-17,2025-04-25,5,509.49,544.86,0.0010838798043737432,0.0,2839,0,0
2025,GS,2025-04-21,2025-04-22,1,501.36,519.99,0.0010591260178815986,0.0,2840,0,0
2025,GS,2025-04-21,2025-04-28,5,501.36,546.4,0.0010591260178815986,0.0,2840,0,0
2025,GS,2025-04-22,2025-04-23,1,519.99,529.31,0.0010672872765425821,0.0,2841,0,0
2025,GS,2025-04-22,2025-04-29,5,519.99,548.92,0.0010672872765425821,0.0,2841,0,0
2025,GS,2025-04-23,2025-04-24,1,529.31,545.37,0.001044736185573747,0.0,2842,0,0
2025,GS,2025-04-23,2025-04-30,5,529.31,547.55,0.001044736185573747,0.0,2842,0,0
2025,GS,2025-04-24,2025-04-25,1,545.37,544.86,0.0010401968070449243,0.0,2843,0,0
2025,GS,2025-04-24,2025-05-01,5,545.37,553.83,0.0010401968070449243,0.0,2843,0,0
2025,GS,2025-04-25,2025-04-28,1,544.86,546.4,0.0010090171622702255,0.0,2844,0,0
2025,GS,2025-04-25,2025-05-02,5,544.86,566.1,0.0010090171622702255,0.0,2844,0,0
2025,GS,2025-04-28,2025-04-29,1,546.4,548.92,0.000978985630282569,0.0,2845,0,0
2025,GS,2025-04-28,2025-05-05,5,546.4,559.56,0.000978985630282569,0.0,2845,0,0
2025,GS,2025-04-29,2025-04-30,1,548.92,547.55,0.0009502512487011355,0.0,2846,0,0
2025,GS,2025-04-29,2025-05-06,5,548.92,549.36,0.0009502512487011355,0.0,2846,0,0
2025,GS,2025-04-30,2025-05-01,1,547.55,553.83,0.0009219310507264186,0.0,2847,0,0
2025,GS,2025-04-30,2025-05-07,5,547.55,551.92,0.0009219310507264186,0.0,2847,0,0
2025,GS,2025-05-01,2025-05-02,1,553.83,566.1,0.0008981746548148337,0.0,2848,0,0
2025,GS,2025-05-01,2025-05-08,5,553.83,565.7,0.0008981746548148337,0.0,2848,0,0
2025,GS,2025-05-02,2025-05-05,1,566.1,559.56,0.0008856347504276198,0.0,2849,0,0
2025,GS,2025-05-02,2025-05-09,5,566.1,567.1,0.0008856347504276198,0.0,2849,0,0
2025,GS,2025-05-05,2025-05-06,1,559.56,549.36,0.0008631164262736556,0.0,2850,0,0
2025,GS,2025-05-05,2025-05-12,5,559.56,591.34,0.0008631164262736556,0.0,2850,0,0
2025,GS,2025-05-06,2025-05-07,1,549.36,551.92,0.0008473761969039304,0.0,2851,0,0
2025,GS,2025-05-06,2025-05-13,5,549.36,603.81,0.0008473761969039304,0.0,2851,0,0
2025,GS,2025-05-07,2025-05-08,1,551.92,565.7,0.000822603347173994,0.0,2852,0,0
2025,GS,2025-05-07,2025-05-14,5,551.92,611.6,0.000822603347173994,0.0,2852,0,0
2025,GS,2025-05-08,2025-05-09,1,565.7,567.1,0.0008161698897447083,0.0,2853,0,0
2025,GS,2025-05-08,2025-05-15,5,565.7,615.9,0.0008161698897447083,0.0,2853,0,0
2025,GS,2025-05-09,2025-05-12,1,567.1,591.34,0.0007918680798903459,0.0,2854,0,0
2025,GS,2025-05-09,2025-05-16,5,567.1,619.03,0.0007918680798903459,0.0,2854,0,0
2025,GS,2025-05-12,2025-05-13,1,591.34,603.81,0.00082066850651028,0.0,2855,0,0
2025,GS,2025-05-12,2025-05-19,5,591.34,612.3,0.00082066850651028,0.0,2855,0,0
2025,GS,2025-05-13,2025-05-14,1,603.81,611.6,0.0008091131934566273,0.0,2856,0,0
2025,GS,2025-05-13,2025-05-20,5,603.81,606.52,0.0008091131934566273,0.0,2856,0,0
2025,GS,2025-05-14,2025-05-15,1,611.6,615.9,0.000789769519834231,0.0,2857,0,0
2025,GS,2025-05-14,2025-05-21,5,611.6,593.46,0.000789769519834231,0.0,2857,0,0
2025,GS,2025-05-15,2025-05-16,1,615.9,619.03,0.0007675490135976883,0.0,2858,0,0
2025,GS,2025-05-15,2025-05-22,5,615.9,598.23,0.0007675490135976883,0.0,2858,0,0
2025,GS,2025-05-16,2025-05-19,1,619.03,612.3,0.0007452934237590525,0.0,2859,0,0
2025,GS,2025-05-16,2025-05-23,5,619.03,598.54,0.0007452934237590525,0.0,2859,0,0
2025,GS,2025-05-19,2025-05-20,1,612.3,606.52,0.0007265194719877183,0.0,2860,0,0
2025,GS,2025-05-19,2025-05-27,5,612.3,615.73,0.0007265194719877183,0.0,2860,0,0
2025,GS,2025-05-20,2025-05-21,1,606.52,593.46,0.0007074226479867378,0.0,2861,0,0
2025,GS,2025-05-20,2025-05-28,5,606.52,608.44,0.0007074226479867378,0.0,2861,0,0
2025,GS,2025-05-21,2025-05-22,1,593.46,598.23,0.0007004151982311537,0.0,2862,0,0
2025,GS,2025-05-21,2025-05-29,5,593.46,604.86,0.0007004151982311537,0.0,2862,0,0
2025,GS,2025-05-22,2025-05-23,1,598.23,598.54,0.0006813253737820205,0.0,2863,0,0
2025,GS,2025-05-22,2025-05-30,5,598.23,600.45,0.0006813253737820205,0.0,2863,0,0
2025,GS,2025-05-23,2025-05-27,1,598.54,615.73,0.0006608936641884707,0.0,2864,0,0
2025,GS,2025-05-23,2025-06-02,5,598.54,598.72,0.0006608936641884707,0.0,2864,0,0
2025,GS,2025-05-27,2025-05-28,1,615.73,608.44,0.0006651193695075415,0.0,2865,0,0
2025,GS,2025-05-27,2025-06-03,5,615.73,603.83,0.0006651193695075415,0.0,2865,0,0
2025,GS,2025-05-28,2025-05-29,1,608.44,604.86,0.0006494214110139229,0.0,2866,0,0
2025,GS,2025-05-28,2025-06-04,5,608.44,599.21,0.0006494214110139229,0.0,2866,0,0
2025,GS,2025-05-29,2025-05-30,1,604.86,600.45,0.0006309835211974868,0.0,2867,0,0
2025,GS,2025-05-29,2025-06-05,5,604.86,605.88,0.0006309835211974868,0.0,2867,0,0
2025,GS,2025-05-30,2025-06-02,1,600.45,598.72,0.0006136604565675528,0.0,2868,0,0
2025,GS,2025-05-30,2025-06-06,5,600.45,614.0,0.0006136604565675528,0.0,2868,0,0
2025,GS,2025-06-02,2025-06-03,1,598.72,603.83,0.000595500396923543,0.0,2869,0,0
2025,GS,2025-06-02,2025-06-09,5,598.72,613.52,0.000595500396923543,0.0,2869,0,0
2025,GS,2025-06-03,2025-06-04,1,603.83,599.21,0.000579802200792136,0.0,2870,0,0
2025,GS,2025-06-03,2025-06-10,5,603.83,614.87,0.000579802200792136,0.0,2870,0,0
2025,GS,2025-06-04,2025-06-05,1,599.21,605.88,0.0005641778742186969,0.0,2871,0,0
2025,GS,2025-06-04,2025-06-11,5,599.21,624.17,0.0005641778742186969,0.0,2871,0,0
2025,GS,2025-06-05,2025-06-06,1,605.88,614.0,0.0005509287692073891,0.0,2872,0,0
2025,GS,2025-06-05,2025-06-12,5,605.88,625.11,0.0005509287692073891,0.0,2872,0,0
2025,GS,2025-06-06,2025-06-09,1,614.0,613.52,0.0005397179704144162,0.0,2873,0,0
2025,GS,2025-06-06,2025-06-13,5,614.0,613.54,0.0005397179704144162,0.0,2873,0,0
2025,GS,2025-06-09,2025-06-10,1,613.52,614.87,0.0005235447800573894,0.0,2874,0,0
2025,GS,2025-06-09,2025-06-16,5,613.52,627.85,0.0005235447800573894,0.0,2874,0,0
2025,GS,2025-06-10,2025-06-11,1,614.87,624.17,0.000507983372761391,0.0,2875,0,0
2025,GS,2025-06-10,2025-06-17,5,614.87,624.64,0.000507983372761391,0.0,2875,0,0
2025,GS,2025-06-11,2025-06-12,1,624.17,625.11,0.0004995045892627082,0.0,2876,0,0
2025,GS,2025-06-11,2025-06-18,5,624.17,635.24,0.0004995045892627082,0.0,2876,0,0
2025,GS,2025-06-12,2025-06-13,1,625.11,613.54,0.0004845873903333379,0.0,2877,0,0
2025,GS,2025-06-12,2025-06-20,5,625.11,640.8,0.0004845873903333379,0.0,2877,0,0
2025,GS,2025-06-13,2025-06-16,1,613.54,627.85,0.00048052047575971354,0.0,2878,0,0
2025,GS,2025-06-13,2025-06-23,5,613.54,646.88,0.00048052047575971354,0.0,2878,0,0
2025,GS,2025-06-16,2025-06-17,1,627.85,624.64,0.0004820519903471237,0.0,2879,0,0
2025,GS,2025-06-16,2025-06-24,5,627.85,662.11,0.0004820519903471237,0.0,2879,0,0
2025,GS,2025-06-17,2025-06-18,1,624.64,635.24,0.00046837864560590845,0.0,2880,0,0
2025,GS,2025-06-17,2025-06-25,5,624.64,669.87,0.00046837864560590845,0.0,2880,0,0
2025,GS,2025-06-18,2025-06-20,1,635.24,640.8,0.0004628221243841433,0.0,2881,0,0
2025,GS,2025-06-18,2025-06-26,5,635.24,687.16,0.0004628221243841433,0.0,2881,0,0
2025,GS,2025-06-20,2025-06-23,1,640.8,646.88,0.00045121574407073063,0.0,2882,0,0
2025,GS,2025-06-20,2025-06-27,5,640.8,690.81,0.00045121574407073063,0.0,2882,0,0
2025,GS,2025-06-23,2025-06-24,1,646.88,662.11,0.0004403546115998195,0.0,2883,0,0
2025,GS,2025-06-23,2025-06-30,5,646.88,707.75,0.0004403546115998195,0.0,2883,0,0
2025,GS,2025-06-24,2025-06-25,1,662.11,669.87,0.00044339001599460223,0.0,2884,0,0
2025,GS,2025-06-24,2025-07-01,5,662.11,706.46,0.00044339001599460223,0.0,2884,0,0
2025,GS,2025-06-25,2025-06-26,1,669.87,687.16,0.00043416135957421694,0.0,2885,0,0
2025,GS,2025-06-25,2025-07-02,5,669.87,715.89,0.00043416135957421694,0.0,2885,0,0
2025,GS,2025-06-26,2025-06-27,1,687.16,690.81,0.0004406187789732361,0.0,2886,0,0
2025,GS,2025-06-26,2025-07-03,5,687.16,723.68,0.0004406187789732361,0.0,2886,0,0
2025,GS,2025-06-27,2025-06-30,1,690.81,707.75,0.00042824217176890065,0.0,2887,0,0
2025,GS,2025-06-27,2025-07-07,5,690.81,710.93,0.00042824217176890065,0.0,2887,0,0
2025,GS,2025-06-30,2025-07-01,1,707.75,706.46,0.00043300202694758494,0.0,2888,0,0
2025,GS,2025-06-30,2025-07-08,5,707.75,697.28,0.00043300202694758494,0.0,2888,0,0
2025,GS,2025-07-01,2025-07-02,1,706.46,715.89,0.0004201118126975642,0.0,2889,0,0
2025,GS,2025-07-01,2025-07-09,5,706.46,696.56,0.0004201118126975642,0.0,2889,0,0
2025,GS,2025-07-02,2025-07-03,1,715.89,723.68,0.00041278323896115453,0.0,2890,0,0
2025,GS,2025-07-02,2025-07-10,5,715.89,709.12,0.00041278323896115453,0.0,2890,0,0
2025,GS,2025-07-03,2025-07-07,1,723.68,710.93,0.0004039137200055904,0.0,2891,0,0
2025,GS,2025-07-03,2025-07-11,5,723.68,704.95,0.0004039137200055904,0.0,2891,0,0
2025,GS,2025-07-07,2025-07-08,1,710.93,697.28,0.00040127518300326877,0.0,2892,0,0
2025,GS,2025-07-07,2025-07-14,5,710.93,713.3,0.00040127518300326877,0.0,2892,0,0
2025,GS,2025-07-08,2025-07-09,1,697.28,696.56,0.0004005125078944083,0.0,2893,0,0
2025,GS,2025-07-08,2025-07-15,5,697.28,702.51,0.0004005125078944083,0.0,2893,0,0
2025,GS,2025-07-09,2025-07-10,1,696.56,709.12,0.0003885291525942691,0.0,2894,0,0
2025,GS,2025-07-09,2025-07-16,5,696.56,708.82,0.0003885291525942691,0.0,2894,0,0
2025,GS,2025-07-10,2025-07-11,1,709.12,704.95,0.0003864542751330056,0.0,2895,0,0
2025,GS,2025-07-10,2025-07-17,5,709.12,705.84,0.0003864542751330056,0.0,2895,0,0
2025,GS,2025-07-11,2025-07-14,1,704.95,713.3,0.0003759041987871123,0.0,2896,0,0
2025,GS,2025-07-11,2025-07-18,5,704.95,708.26,0.0003759041987871123,0.0,2896,0,0
2025,GS,2025-07-14,2025-07-15,1,713.3,702.51,0.0003687867406269918,0.0,2897,0,0
2025,GS,2025-07-14,2025-07-21,5,713.3,706.0,0.0003687867406269918,0.0,2897,0,0
2025,GS,2025-07-15,2025-07-16,1,702.51,708.82,0.00036469310988805647,0.0,2898,0,0
2025,GS,2025-07-15,2025-07-22,5,702.51,700.41,0.00036469310988805647,0.0,2898,0,0
2025,GS,2025-07-16,2025-07-17,1,708.82,705.84,0.0003561510865744916,0.0,2899,0,0
2025,GS,2025-07-16,2025-07-23,5,708.82,717.52,0.0003561510865744916,0.0,2899,0,0
2025,GS,2025-07-17,2025-07-18,1,705.84,708.26,0.000345999043308955,0.0,2900,0,0
2025,GS,2025-07-17,2025-07-24,5,705.84,719.18,0.000345999043308955,0.0,2900,0,0
2025,GS,2025-07-18,2025-07-21,1,708.26,706.0,0.0003359705131354341,0.0,2901,0,0
2025,GS,2025-07-18,2025-07-25,5,708.26,728.98,0.0003359705131354341,0.0,2901,0,0
2025,GS,2025-07-21,2025-07-22,1,706.0,700.41,0.0003261978341382467,0.0,2902,0,0
2025,GS,2025-07-21,2025-07-28,5,706.0,723.65,0.0003261978341382467,0.0,2902,0,0
2025,GS,2025-07-22,2025-07-23,1,700.41,717.52,0.0003183076686688556,0.0,2903,0,0
2025,GS,2025-07-22,2025-07-29,5,700.41,731.98,0.0003183076686688556,0.0,2903,0,0
2025,GS,2025-07-23,2025-07-24,1,717.52,719.18,0.00032623330418461325,0.0,2904,0,0
2025,GS,2025-07-23,2025-07-30,5,717.52,730.75,0.00032623330418461325,0.0,2904,0,0
2025,GS,2025-07-24,2025-07-25,1,719.18,728.98,0.00031660650620752423,0.0,2905,0,0
2025,GS,2025-07-24,2025-07-31,5,719.18,723.59,0.00031660650620752423,0.0,2905,0,0
2025,GS,2025-07-25,2025-07-28,1,728.98,723.65,0.0003126038913666914,0.0,2906,0,0
2025,GS,2025-07-25,2025-08-01,5,728.98,709.57,0.0003126038913666914,0.0,2906,0,0
2025,GS,2025-07-28,2025-07-29,1,723.65,731.98,0.00030484135862759407,0.0,2907,0,0
2025,GS,2025-07-28,2025-08-04,5,723.65,726.03,0.00030484135862759407,0.0,2907,0,0
2025,GS,2025-07-29,2025-07-30,1,731.98,730.75,0.0002996259928556699,0.0,2908,0,0
2025,GS,2025-07-29,2025-08-05,5,731.98,720.91,0.0002996259928556699,0.0,2908,0,0
2025,GS,2025-07-30,2025-07-31,1,730.75,723.59,0.0002907220653148074,0.0,2909,0,0
2025,GS,2025-07-30,2025-08-06,5,730.75,724.74,0.0002907220653148074,0.0,2909,0,0
2025,GS,2025-07-31,2025-08-01,1,723.59,709.57,0.00028490899270930316,0.0,2910,0,0
2025,GS,2025-07-31,2025-08-07,5,723.59,719.74,0.00028490899270930316,0.0,2910,0,0
2025,GS,2025-08-01,2025-08-04,1,709.57,726.03,0.00028784631636359534,0.0,2911,0,0
2025,GS,2025-08-01,2025-08-08,5,709.57,721.27,0.00028784631636359534,0.0,2911,0,0
2025,GS,2025-08-04,2025-08-05,1,726.03,720.91,0.000294987478106376,0.0,2912,0,0
2025,GS,2025-08-04,2025-08-11,5,726.03,719.24,0.000294987478106376,0.0,2912,0,0
2025,GS,2025-08-05,2025-08-06,1,720.91,724.74,0.0002876403858245819,0.0,2913,0,0
2025,GS,2025-08-05,2025-08-12,5,720.91,743.38,0.0002876403858245819,0.0,2913,0,0
2025,GS,2025-08-06,2025-08-07,1,724.74,719.74,0.00027985345040325884,0.0,2914,0,0
2025,GS,2025-08-06,2025-08-13,5,724.74,744.69,0.00027985345040325884,0.0,2914,0,0
2025,GS,2025-08-07,2025-08-08,1,719.74,721.27,0.00027289565741373944,0.0,2915,0,0
2025,GS,2025-08-07,2025-08-14,5,719.74,747.2,0.00027289565741373944,0.0,2915,0,0
2025,GS,2025-08-08,2025-08-11,1,721.27,719.24,0.0002648440667101873,0.0,2916,0,0
2025,GS,2025-08-08,2025-08-15,5,721.27,730.72,0.0002648440667101873,0.0,2916,0,0
2025,GS,2025-08-11,2025-08-12,1,719.24,743.38,0.0002571370542014226,0.0,2917,0,0
2025,GS,2025-08-11,2025-08-18,5,719.24,730.96,0.0002571370542014226,0.0,2917,0,0
2025,GS,2025-08-12,2025-08-13,1,743.38,744.69,0.00028211721222075326,0.0,2918,0,0
2025,GS,2025-08-12,2025-08-19,5,743.38,721.38,0.00028211721222075326,0.0,2918,0,0
2025,GS,2025-08-13,2025-08-14,1,744.69,747.2,0.0002737466946529583,0.0,2919,0,0
2025,GS,2025-08-13,2025-08-20,5,744.69,720.68,0.0002737466946529583,0.0,2919,0,0
2025,GS,2025-08-14,2025-08-15,1,747.2,730.72,0.0002658739628055786,0.0,2920,0,0
2025,GS,2025-08-14,2025-08-21,5,747.2,715.95,0.0002658739628055786,0.0,2920,0,0
2025,GS,2025-08-15,2025-08-18,1,730.72,730.96,0.00027281983926006427,0.0,2921,0,0
2025,GS,2025-08-15,2025-08-22,5,730.72,741.89,0.00027281983926006427,0.0,2921,0,0
2025,GS,2025-08-18,2025-08-19,1,730.96,721.38,0.0002646384792673202,0.0,2922,0,0
2025,GS,2025-08-18,2025-08-25,5,730.96,738.79,0.0002646384792673202,0.0,2922,0,0
2025,GS,2025-08-19,2025-08-20,1,721.38,720.68,0.0002619207405150113,0.0,2923,0,0
2025,GS,2025-08-19,2025-08-26,5,721.38,748.95,0.0002619207405150113,0.0,2923,0,0
2025,GS,2025-08-20,2025-08-21,1,720.68,715.95,0.0002540913938282021,0.0,2924,0,0
2025,GS,2025-08-20,2025-08-27,5,720.68,749.67,0.0002540913938282021,0.0,2924,0,0
2025,GS,2025-08-21,2025-08-22,1,715.95,741.89,0.00024776947080951687,0.0,2925,0,0
2025,GS,2025-08-21,2025-08-28,5,715.95,751.22,0.00024776947080951687,0.0,2925,0,0
2025,GS,2025-08-22,2025-08-25,1,741.89,738.79,0.0002783372221477205,0.0,2926,0,0
2025,GS,2025-08-22,2025-08-29,5,741.89,745.25,0.0002783372221477205,0.0,2926,0,0
2025,GS,2025-08-25,2025-08-26,1,738.79,748.95,0.00027051310274378175,0.0,2927,0,0
2025,GS,2025-08-25,2025-09-02,5,738.79,730.85,0.00027051310274378175,0.0,2927,0,0
2025,GS,2025-08-26,2025-08-27,1,748.95,749.67,0.00026799435885489184,0.0,2928,0,0
2025,GS,2025-08-26,2025-09-03,5,748.95,730.56,0.00026799435885489184,0.0,2928,0,0
2025,GS,2025-08-27,2025-08-28,1,749.67,751.22,0.0002599822270361175,0.0,2929,0,0
2025,GS,2025-08-27,2025-09-04,5,749.67,748.9,0.0002599822270361175,0.0,2929,0,0
2025,GS,2025-08-28,2025-08-29,1,751.22,745.25,0.00025231074173302656,0.0,2930,0,0
2025,GS,2025-08-28,2025-09-05,5,751.22,738.21,0.00025231074173302656,0.0,2930,0,0
2025,GS,2025-08-29,2025-09-02,1,745.25,730.85,0.0002466512660838311,0.0,2931,0,0
2025,GS,2025-08-29,2025-09-08,5,745.25,741.85,0.0002466512660838311,0.0,2931,0,0
2025,GS,2025-09-02,2025-09-03,1,730.85,730.56,0.0002506726779642203,0.0,2932,0,0
2025,GS,2025-09-02,2025-09-09,5,730.85,763.92,0.0002506726779642203,0.0,2932,0,0
2025,GS,2025-09-03,2025-09-04,1,730.56,748.9,0.00024315722296574163,0.0,2933,0,0
2025,GS,2025-09-03,2025-09-10,5,730.56,769.58,0.00024315722296574163,0.0,2933,0,0
2025,GS,2025-09-04,2025-09-05,1,748.9,738.21,0.0002543049279929693,0.0,2934,0,0
2025,GS,2025-09-04,2025-09-11,5,748.9,784.73,0.0002543049279929693,0.0,2934,0,0
2025,GS,2025-09-05,2025-09-08,1,738.21,741.85,0.0002528768329611806,0.0,2935,0,0
2025,GS,2025-09-05,2025-09-12,5,738.21,780.06,0.0002528768329611806,0.0,2935,0,0
