ticker,cutoff,original_probability_removed,min_daily_log_return,max_daily_log_return,min_daily_return_pct,max_daily_return_pct,conditional_residual_variance,simulated_max_abs_residual,growth_shift
GS,10.0,0.00017094757574296395,-0.30748785140358786,0.3292664937604013,-26.470819974313294,38.994821876326235,1.6379688893604667,9.936698708250699,-0.019086951983927458
LLY,10.0,0.00017094757574296403,-0.23861669353773488,0.3291912759685896,-21.22832385620127,38.98436738593821,1.6379688893604667,9.936698708250699,-0.14262223551324865
GS,20.0,5.7755163732241054e-6,-0.5573772209443633,0.5979015225634038,-42.72908145983786,81.82991343442907,1.6628094408143088,16.81041044054574,-0.019301466427921105
LLY,20.0,5.775516373224107e-6,-0.4815545232673278,0.5994395511432858,-38.21777741029149,82.10978821049984,1.6628094408143088,16.810410440545734,-0.1426835793584343
