ticker,date,log_return
GS,2026-04-16,2.7792986719592498e-5
GS,2026-04-17,0.02881854358366259
GS,2026-04-22,0.00901604052835666
GS,2026-04-23,-0.0036385403473233125
GS,2026-04-24,-0.0038512063779517964
GS,2026-04-27,0.010720629269603254
GS,2026-04-28,-0.01224152570498097
GS,2026-05-01,-0.00011366557974915255
GS,2026-05-11,0.008947702173493402
GS,2026-05-12,0.0010890770884699123
GS,2026-05-13,0.009884724583989314
GS,2026-05-14,0.014295604734246936
GS,2026-05-15,-0.021573481440101277
GS,2026-05-18,-0.0025645775381695764
GS,2026-05-19,-0.01867678054798705
GS,2026-05-20,0.05597278926271508
GS,2026-05-21,0.006201019540549354
GS,2026-05-22,0.00841268166127061
GS,2026-05-26,-0.0018678454918369147
GS,2026-05-27,0.0015266718512152494
GS,2026-05-28,0.012021114118352601
GS,2026-05-29,0.01688297518293882
GS,2026-06-01,0.021815469941893522
GS,2026-06-02,0.016172196044398634
GS,2026-06-03,-0.020158264439636607
GS,2026-06-04,0.04554389012200169
GS,2026-06-11,0.03411037219520422
GS,2026-06-12,0.025957162019572422
GS,2026-06-15,0.013979053827132768
GS,2026-06-16,0.011358044276076628
GS,2026-06-17,0.008032024905569297
GS,2026-06-18,-0.001621306873168503
GS,2026-06-22,0.008369693012927
GS,2026-06-23,-0.010495945724644377
GS,2026-06-24,-0.016942453139430158
GS,2026-06-25,-0.010756633881940475
GS,2026-06-26,-0.04417815617433522
GS,2026-06-29,0.0019514880155569207
GS,2026-06-30,-0.008510438465118259
GS,2026-07-01,0.007353734354342626
GS,2026-07-02,0.0013183400628814614
GS,2026-07-06,0.03278524112744925
GS,2026-07-07,-0.01254854460409498
GS,2026-07-08,-0.012581637637587158
GS,2026-07-09,0.026219718538644743
GS,2026-07-10,-0.0009378775288996021
GS,2026-07-13,-0.008466379188177262
GS,2026-07-14,0.08751705512871129
GS,2026-07-15,0.008788889176446163
GS,2026-07-16,-0.0500170982372124
GS,2026-07-17,-0.02779781661223255
GS,2026-07-20,-0.009475079960820107
GS,2026-07-21,0.02826139022958222
GS,2026-07-22,0.011235816038359393
GS,2026-07-23,-0.022720401201105304
GS,2026-07-24,-0.011495510167145236
GS,2026-07-27,-0.012544788957200568
GS,2026-07-28,-0.014096717961042043
GS,2026-07-29,-0.0520091587096133
GS,2026-07-30,0.043476219359826596
GS,2026-07-31,-0.006826098771670145
GS,2026-08-05,0.007002100843827219
GS,2026-08-06,-0.027182910606440493
GS,2026-08-07,0.007634840594094842
GS,2026-08-10,-0.00591167030962821
GS,2026-08-11,0.0
GS,2026-08-12,0.0019519177502196224
GS,2026-08-13,0.006259989599944431
GS,2026-08-14,-0.0032718627621200406
GS,2026-08-17,0.011702307010712475
GS,2026-08-18,-0.010749912243272717
GS,2026-08-19,-0.01798808579993939
GS,2026-08-24,-0.0031503067976316845
GS,2026-08-25,0.021308275271914853
GS,2026-08-26,-0.017129285434231655
GS,2026-08-27,-0.0002883090693171753
GS,2026-08-28,-0.006760594563278195
GS,2026-08-31,-0.007045342988885544
GS,2026-09-01,-0.02404086402533249
GS,2026-09-02,0.0028210450587695035
GS,2026-09-03,0.03209952618485888
GS,2026-09-04,0.0005300515237799112
LLY,2026-04-16,-0.0018239002242945099
LLY,2026-04-17,0.025371605371035957
LLY,2026-04-22,0.02024401687936554
LLY,2026-04-23,-0.004454301897477944
LLY,2026-04-24,-0.03694398408116056
LLY,2026-04-27,-0.018011512678344423
LLY,2026-04-28,0.006417674589486509
LLY,2026-05-01,0.030445515501279
LLY,2026-05-11,0.019471609670345513
LLY,2026-05-12,0.023452106114954276
LLY,2026-05-13,0.025458186572443028
LLY,2026-05-14,-0.007769063797610931
LLY,2026-05-15,-0.0030658789962445207
LLY,2026-05-18,-0.01630123220400551
LLY,2026-05-19,0.03254666252122039
LLY,2026-05-20,-0.002677036463944973
LLY,2026-05-21,0.02273117474729679
LLY,2026-05-22,0.02255443933960596
LLY,2026-05-26,0.001031749845312533
LLY,2026-05-27,0.01630028698354366
LLY,2026-05-28,0.03900855853789205
LLY,2026-05-29,-0.020033281201019493
LLY,2026-06-01,-0.020960220125223427
LLY,2026-06-02,-0.01654431943791877
LLY,2026-06-03,0.016895433304055768
LLY,2026-06-04,0.03895561226236149
LLY,2026-06-11,0.021182113220010512
LLY,2026-06-12,-0.024055311186458133
LLY,2026-06-15,-0.002939014298087717
LLY,2026-06-16,-0.006429576787403442
LLY,2026-06-17,-0.009245858045315879
LLY,2026-06-18,-0.0120678486154035
LLY,2026-06-22,0.003987452544987978
LLY,2026-06-23,0.004233423178434681
LLY,2026-06-24,0.008556663357579496
LLY,2026-06-25,0.009158274774792688
LLY,2026-06-26,0.06766353838026444
LLY,2026-06-29,0.018468026107923703
LLY,2026-06-30,-0.02446156838342806
LLY,2026-07-01,-0.006038069776895025
LLY,2026-07-02,0.01552302771809238
LLY,2026-07-06,-0.007960307044948055
LLY,2026-07-07,0.027968742154114826
LLY,2026-07-08,-0.01551734174773145
LLY,2026-07-09,-0.0005098977847682135
LLY,2026-07-10,-0.022503330851670635
LLY,2026-07-13,-0.0038945980136204715
LLY,2026-07-14,-0.025396859838557318
LLY,2026-07-15,0.001973343205708619
LLY,2026-07-16,0.011570959602129317
LLY,2026-07-17,0.007298090359664776
LLY,2026-07-20,-0.027692687707341446
LLY,2026-07-21,0.024607931000545175
LLY,2026-07-22,-0.010592612411833322
LLY,2026-07-23,0.019582331880149146
LLY,2026-07-24,0.008892903603158905
LLY,2026-07-27,0.0010695366918037697
LLY,2026-07-28,0.02013956958252954
LLY,2026-07-29,-0.008916023326972208
LLY,2026-07-30,-0.046634652242380385
LLY,2026-07-31,-0.0059879898787659714
LLY,2026-08-05,0.045329525494710525
LLY,2026-08-06,0.01910160444346599
LLY,2026-08-07,-0.00494575825187325
LLY,2026-08-10,0.03719303594015739
LLY,2026-08-11,-0.014714933531807004
LLY,2026-08-12,0.0057996911296204715
LLY,2026-08-13,-0.008962356182570958
LLY,2026-08-14,-0.024078186265120774
LLY,2026-08-17,0.003986705007424927
LLY,2026-08-18,0.03451849942369317
LLY,2026-08-19,0.043002453540952223
LLY,2026-08-24,-0.006273621503577239
LLY,2026-08-25,-0.01124671735785306
LLY,2026-08-26,-0.03636764417087495
LLY,2026-08-27,-0.011594259241966188
LLY,2026-08-28,-0.0015237352330341554
LLY,2026-08-31,-0.013085196392749555
LLY,2026-09-01,0.0010007161130854013
LLY,2026-09-02,-2.5867978462058313e-5
LLY,2026-09-03,-0.00015953398862336373
LLY,2026-09-04,-0.009588440904201825
