ticker,horizon,method,replicate,n_dates,mean_mae,median_mae,mse,crps,coverage,width,bias,mae_pct,crps_pct,rmse
GS,1,filtered_state,1,21,10.70088270685722,10.785226946563203,208.43854273538076,8.434646954076683,0.8571428571428571,51.891341286050086,2.4293996791752654,1.0314468590704333,0.8140729656316527,14.437400830321945
GS,1,filtered_state,2,21,10.679525416090092,10.76601192790824,208.9988516880268,8.435266026723484,0.8571428571428571,52.07938427699221,2.396171474618205,1.0294943147019844,0.8142127789923218,14.456792579546363
GS,1,filtered_state,3,21,10.675405831249739,10.819738140408985,208.17024632325254,8.432471881429,0.8571428571428571,51.885845544793696,2.3873089220651798,1.0290061736755183,0.8139386621070672,14.428106123925362
GS,1,filtered_state_vol20,1,21,10.711796643785615,11.010897090028871,210.01933694259282,9.03787219654559,0.9047619047619048,66.69687587287827,2.6190345592951765,1.0324685633943378,0.8728443983234048,14.49204391873668
GS,1,filtered_state_vol20,2,21,10.6976583048062,10.888135086105589,209.90737226139845,9.031069011702314,0.9047619047619048,66.98955030523528,2.594020046892546,1.0312216735711166,0.8722574490972862,14.48818043307711
GS,1,filtered_state_vol20,3,21,10.707260882095392,11.00572446308094,209.1401340709791,9.025449864027037,0.9047619047619048,66.68171243293753,2.5803249689687067,1.0320745910343387,0.8717291147557328,14.461678120846802
GS,1,legacy_stationary,1,21,10.704561456837562,10.649275132294887,205.4045004181666,8.004020389030266,0.9047619047619048,52.304306949766364,2.1350740075395747,1.032357216040174,0.7725454125890834,14.331939869332643
GS,1,legacy_stationary,2,21,10.68213338357087,10.64662438271994,204.69013322132088,7.968790339595312,0.9047619047619048,52.32290728843495,2.0818733694712224,1.0302419282054394,0.7691891446527988,14.306995953774534
GS,1,legacy_stationary,3,21,10.688249025323037,10.616080749129011,203.63286207127913,7.992099674214916,0.9047619047619048,52.381966576421746,2.0822719018973594,1.030883553563125,0.7714445936352254,14.269998671032845
GS,1,rw_fixed,1,21,10.532592435007981,10.50270392069885,201.45687592644785,8.146526217226468,0.9523809523809523,61.19462423206844,1.7212047812311408,1.016013912446901,0.7864935953433593,14.193550504593551
GS,1,rw_fixed,2,21,10.674278797891139,10.694554872744167,203.95511965423265,8.173393917033216,0.9523809523809523,61.463985761972694,1.8014999553146416,1.0297043024855914,0.7890703525384046,14.28128564430502
GS,1,rw_fixed,3,21,10.646583526723274,10.627773839420332,203.21627208362472,8.163268253625484,0.9523809523809523,61.435371213630916,1.7407018785541564,1.027082346449868,0.7881888761944653,14.25539449063493
GS,1,rw_vol20,1,21,10.528405438881794,10.512994078118325,202.19124164688964,9.12658572248256,0.9523809523809523,78.7366251644966,1.8416215075282243,1.0155835904880746,0.8813968457496896,14.219396669580943
GS,1,rw_vol20,2,21,10.684925160935032,10.71864223628974,204.92794391367292,9.157920075039248,0.9523809523809523,79.14419153976671,1.9514596799455202,1.030707064112706,0.8844011005237169,14.315304534437013
GS,1,rw_vol20,3,21,10.659829598735618,10.645176653414145,203.36913055660915,9.138702008543968,0.9523809523809523,79.09252384279017,1.8544430347105734,1.0283572763308686,0.8826443432076807,14.260754908370354
GS,1,stationary_transition,1,21,10.710261390267988,10.640599582209845,205.4237536150288,7.997749904419447,0.9047619047619048,52.23053975985212,2.1714148376575264,1.0329286768484227,0.7719275373844987,14.332611542040368
GS,1,stationary_transition,2,21,10.701587914598397,10.65295002178843,205.94758228394343,8.00414575924257,0.9047619047619048,52.421635859746836,2.156448119905208,1.0321992673381064,0.772650745824328,14.350873920564679
GS,1,stationary_transition,3,21,10.649731072180884,10.637573200645225,204.1089062490208,8.00422478931665,0.9047619047619048,52.26587457646759,2.154082363748059,1.027052338192459,0.7726179431363336,14.286668829682474
GS,1,unchanged,1,21,10.59428571428577,10.594285714285748,202.46266190476737,10.594285714285755,0.047619047619047616,0.0,1.5909523809520167,1.02206838696566,1.022068386965658,14.228937483338921
GS,1,unchanged,2,21,10.59428571428577,10.594285714285748,202.46266190476737,10.594285714285755,0.047619047619047616,0.0,1.5909523809520167,1.02206838696566,1.022068386965658,14.228937483338921
GS,1,unchanged,3,21,10.59428571428577,10.594285714285748,202.46266190476737,10.594285714285755,0.047619047619047616,0.0,1.5909523809520167,1.02206838696566,1.022068386965658,14.228937483338921
GS,5,filtered_state,1,17,16.49155181531358,16.28492164250393,510.57324289982427,13.222961492439724,1.0,127.87520915390017,9.257017629358502,1.5770746766348487,1.2665491099020776,22.595867827986254
GS,5,filtered_state,2,17,16.534594717694304,16.431900449580734,514.3084787672234,13.269095047787491,1.0,128.8651830229764,9.106467844392334,1.58142167169415,1.2710422265925319,22.678370284639577
GS,5,filtered_state,3,17,16.477399954451357,16.363008622937045,505.6303664483805,13.14771043966889,1.0,128.26012728551032,9.154934470935627,1.576033853816253,1.2594414199926343,22.48622614954276
GS,5,filtered_state_vol20,1,17,16.450375985514043,16.08718600791756,523.168365445052,15.641308726066113,1.0,176.59825215540738,10.08396318150751,1.5724516649683966,1.4993656247511928,22.87287400929433
GS,5,filtered_state_vol20,2,17,16.51566009812456,16.32126059843898,526.5687004254677,15.694608508007525,1.0,178.16872342891762,9.907958740207512,1.5790262069255927,1.5045629305350723,22.947084791438492
GS,5,filtered_state_vol20,3,17,16.325438963258822,16.160549039480976,514.1943078052872,15.572071622006634,1.0,177.33979258706344,9.952130299002487,1.5608507706897834,1.4928654292472887,22.67585296753547
GS,5,legacy_stationary,1,17,16.225828578267368,16.21518590635432,466.64042038110733,12.958378583133847,1.0,129.48446610392156,9.140937870897641,1.551948428722842,1.2413712372470003,21.60186150268322
GS,5,legacy_stationary,2,17,16.334518323156036,16.327537499961895,471.6818456000349,12.997336260736391,1.0,129.4806568329934,9.143443479037561,1.5623517163013452,1.2450961509967802,21.71823762647501
GS,5,legacy_stationary,3,17,16.230450173402854,16.288083547367485,476.3743916781065,13.022508786786206,1.0,129.1715274465317,9.161072604369478,1.552229190316669,1.247466044598181,21.82600265000686
GS,5,rw_fixed,1,17,15.777178707913482,15.774519130733117,441.35659754737793,13.598269667189019,1.0,137.83072675483325,7.4497258065368825,1.509732360984944,1.3038568572971239,21.008488702126527
GS,5,rw_fixed,2,17,15.719066648067242,15.432087714498273,440.53322190263816,13.57490232755522,1.0,138.15071183836483,7.437030280369413,1.5040794202808414,1.3015853022097215,20.988883293368378
GS,5,rw_fixed,3,17,15.919585785318866,15.767383356265427,447.9223763897447,13.676097847276637,1.0,137.97947359868908,7.375661805369111,1.5234907019812667,1.311328231420229,21.164176723646605
GS,5,rw_vol20,1,17,15.992535669443702,15.869939854066876,452.26223167052495,16.73985683938156,1.0,190.27620445779354,8.360441672616744,1.529904671659909,1.6059356318460978,21.266457901364884
