ticker,origin,endpoint,horizon,method,replicate,seed,paths,origin_spot,observed,actual_return_pct,median_absolute_error,crps_pct,mean_error_pct,realized_percentile,predicted_mean,predicted_median,predicted_q05,predicted_q95,error,absolute_error,squared_error,crps,covered90,width90,mc_se
GS,2026-08-04,2026-08-05,1,legacy_stationary,1,204760081,10000,1053.13,1060.53,0.7026672870395823,7.0268810132961335,0.4490655614464134,-0.6650302594888716,0.7058,1053.5263668282448,1053.5031189867038,1027.6684715897345,1079.8703515653542,-7.003633171755155,7.003633171755155,49.05087760450917,4.729244147260614,true,52.201879975619704,0.19180355119732984
GS,2026-08-04,2026-08-11,5,legacy_stationary,1,204760081,10000,1053.13,1033.87,-1.8288340470787312,21.973743229980755,1.3010252934839925,2.0774295634263775,0.2704,1055.748033961312,1055.8437432299806,988.2137761417412,1119.5964466334183,21.878033961312212,21.878033961312212,478.64837001233053,13.701487673267973,true,131.38267049167712,0.4330265913264004
GS,2026-08-04,2026-08-05,1,stationary_transition,1,204760081,10000,1053.13,1060.53,0.7026672870395823,6.966974391273425,0.4449202548592207,-0.6405882656383576,0.6919,1053.7837727980827,1053.5630256087265,1027.8849067636427,1080.2596003135966,-6.746227201917236,6.746227201917236,45.511581459888056,4.6855886799989115,true,52.37469354995392,0.18586485943460115
GS,2026-08-04,2026-08-11,5,stationary_transition,1,204760081,10000,1053.13,1033.87,-1.8288340470787312,21.86396224083728,1.298020288069597,2.0603115541306813,0.2615,1055.5677590700163,1055.7339622408372,990.418778415836,1119.6736079051234,21.697759070016446,21.697759070016446,470.7927486604809,13.669841059747348,true,129.25482948928743,0.4162146401491249
GS,2026-08-04,2026-08-05,1,filtered_state,1,204760081,10000,1053.13,1060.53,0.7026672870395823,7.033309342478788,0.4462882933065349,-0.6391399554594964,0.6938,1053.7990253870694,1053.4966906575212,1027.8106656387126,1080.3741053341432,-6.730974612930595,6.730974612930595,45.306019239916175,4.699995903299111,true,52.56343969543059,0.1853944672100324
GS,2026-08-04,2026-08-11,5,filtered_state,1,204760081,10000,1053.13,1033.87,-1.8288340470787312,21.8804764855131,1.2992016267393083,2.061934515102739,0.2615,1055.5848509589014,1055.750476485513,990.0089805215603,1119.6736079051234,21.71485095890148,21.71485095890148,471.5347521673045,13.682282091679678,true,129.66462738356313,0.41712195361151144
GS,2026-08-04,2026-08-05,1,filtered_state_vol20,1,204760081,10000,1053.13,1060.53,0.7026672870395823,7.074128968580226,0.6424961161229088,-0.5980432333989274,0.6105,1054.2318272961058,1053.4558710314197,1007.7808286496478,1102.2074484751645,-6.298172703894124,6.298172703894124,39.666979408077026,6.76631934772519,true,94.4266198255167,0.33355009437838634
GS,2026-08-04,2026-08-11,5,filtered_state_vol20,1,204760081,10000,1053.13,1033.87,-1.8288340470787312,22.301490971773546,1.7065638761911905,2.201213539589131,0.3517,1057.051640149475,1056.1714909717734,941.0094330097556,1173.7606333096644,23.181640149475015,23.181640149475015,537.388440019752,17.972336149332286,true,232.75120029990876,0.7510090404707164
GS,2026-08-04,2026-08-05,1,rw_fixed,1,204760081,10000,1053.13,1060.53,0.7026672870395823,7.637551775493421,0.539397853194492,-0.7250750121779713,0.6555,1052.89401752425,1052.8924482245066,1022.025994226773,1084.1468760409398,-7.63598247574987,7.63598247574987,58.30822836995912,5.680560611347154,true,62.12088181416675,0.19017550267199668
GS,2026-08-04,2026-08-11,5,rw_fixed,1,204760081,10000,1053.13,1033.87,-1.8288340470787312,18.817048645572413,1.2639213191615837,1.9221100868108691,0.3227,1054.1123179572312,1052.6870486455723,985.7329467058852,1126.339174570062,20.242317957231307,20.242317957231307,409.75143628164903,13.310734588486387,true,140.60622786417673,0.42851711922360325
GS,2026-08-04,2026-08-05,1,rw_vol20,1,204760081,10000,1053.13,1060.53,0.7026672870395823,7.82653901101412,0.8311822990276329,-0.7196049930966897,0.5887,1052.9516239362008,1052.7034609889859,997.9334687619014,1109.4790929397236,-7.578376063799169,7.578376063799169,57.43178376436419,8.75343014574971,true,111.54562417782222,0.3414772363663119
GS,2026-08-04,2026-08-11,5,rw_vol20,1,204760081,10000,1053.13,1033.87,-1.8288340470787312,18.46471496859249,1.8688311048414425,2.1146132367553228,0.4003,1056.1396263802412,1052.3347149685924,935.19879054059,1188.2125450752999,22.269626380241334,22.269626380241334,495.93625911554074,19.681221014416685,true,253.01375453470985,0.7719747312180176
GS,2026-08-04,2026-08-05,1,unchanged,1,204760081,10000,1053.13,1060.53,0.7026672870395823,7.399999999999864,0.702667287039572,-0.7026672870395737,1.0,1053.13,1053.13,1053.13,1053.13,-7.399999999999864,7.399999999999864,54.75999999999798,7.399999999999846,false,0.0,0.0
GS,2026-08-04,2026-08-11,5,unchanged,1,204760081,10000,1053.13,1033.87,-1.8288340470787312,19.26000000000022,1.8288340470787274,1.8288340470787288,0.0,1053.13,1053.13,1053.13,1053.13,19.26000000000022,19.26000000000022,370.94760000000844,19.260000000000204,false,0.0,0.0
