ticker,n_states,nu,dt,rf,jump_probability,jump_length_mean,jump_probability_first_five,self_transition_mean,pilot_daily_sd,growth_shift,training_days
GS,50,5.0,0.003968253968253968,0.0,0.0001,83.33333333333333,0.00039994000399989904,0.023744447723194537,0.017986931327634945,-0.019301466427921105,2767
LLY,50,5.0,0.003968253968253968,0.0,0.0001,95.55555555555556,0.00039994000399989904,0.01737050002426902,0.017036009028817686,-0.1426835793584343,2767
