ticker,horizon,method,replicate,n_dates,mean_mae,median_mae,mse,crps,coverage,width,bias,mae_pct,crps_pct,rmse
GS,1,filtered_state,2.0,21.0,10.685271318065682,10.790325671626809,208.53588024888668,8.434128287409722,0.8571428571428571,51.95219036927866,2.40429335861955,1.029982449149312,0.8140748022436806,14.440766511264556
GS,1,filtered_state_vol20,2.0,21.0,10.705571943562402,10.9682522130718,209.68894775832345,9.031463690758313,0.9047619047619048,66.78937953701703,2.5977931917188095,1.0319216093332644,0.8722769873921412,14.480634157553531
GS,1,legacy_stationary,2.0,21.0,10.691647955243823,10.637326754714612,204.57583190358886,7.988303467613498,0.9047619047619048,52.33639360487435,2.099739759636052,1.0311608992695795,0.7710597169590359,14.30297816471334
GS,1,rw_fixed,2.0,21.0,10.617818253207465,10.60834421095445,202.87608922143508,8.161062795961723,0.9523809523809522,61.36466040255735,1.7544688716999797,1.02426685379412,0.7879176080254098,14.243410213177834
GS,1,rw_vol20,2.0,21.0,10.624386732850814,10.625604322607403,203.4961053723906,9.141069268688591,0.9523809523809522,78.99111351568449,1.8825080740614393,1.0248826436438832,0.8828140964936958,14.26515203746277
GS,1,stationary_transition,2.0,21.0,10.687193459015758,10.643707601547833,205.16008071599768,8.002040150992888,0.9047619047619048,52.30601673202218,2.160648440436931,1.030726760792996,0.7723987421150534,14.32338476409584
GS,1,unchanged,2.0,21.0,10.59428571428577,10.594285714285748,202.46266190476737,10.594285714285755,0.047619047619047616,0.0,1.590952380952017,1.02206838696566,1.022068386965658,14.22893748333892
GS,5,filtered_state,2.0,17.0,16.501182162486415,16.359943571673906,510.170696038476,13.21325565996537,1.0,128.3335064874623,9.172806648228821,1.5781767340484174,1.2656775854957478,22.586821420722867
GS,5,filtered_state_vol20,2.0,17.0,16.43049168229914,16.189665215279174,521.3104578919356,15.635996285360092,1.0,177.36892272379615,9.98135074023917,1.5707762141945907,1.4989313281778511,22.83193725608943
GS,5,legacy_stationary,2.0,17.0,16.263599024942085,16.2769356512279,471.5655525530829,12.992741210218815,1.0,129.3788834611489,9.148484651434893,1.555509778446952,1.244644477613987,21.7153672597217
GS,5,rw_fixed,2.0,17.0,15.805277047099864,15.657996733832272,443.2707319465869,13.616423280673624,1.0,137.98697073062905,7.4208059640918025,1.5124341610823506,1.3055901303090247,21.05384957304717
GS,5,rw_vol20,2.0,17.0,16.03256339290855,15.719130486257631,453.9876882805704,16.758448345105347,1.0,190.51312474338985,8.296931527772529,1.5337707061061818,1.6077009404220786,21.30684392968243
GS,5,stationary_transition,2.0,17.0,16.187371998827757,16.21040723580416,468.16095416927874,13.011199224158238,1.0,129.41260323775052,9.104230831601177,1.5481933200094833,1.2464379297595942,21.636873232021248
GS,5,unchanged,2.0,17.0,15.508235294117606,15.508235294117702,428.8995852941059,15.508235294117705,0.0,0.0,6.462941176470334,1.484320652405174,1.4843206524051835,20.7098910015023
LLY,1,filtered_state,2.0,21.0,18.863931257397162,19.08055097909332,657.7194180866531,14.623331357771553,0.7619047619047619,59.89435683456278,-2.591447838691227,1.5813700084523699,1.2280542157381134,25.646001699296864
