ticker,horizon,method,origin,replicate,seed,paths,origin_spot,observed,actual_return_pct,median_absolute_error,crps_pct,mean_error_pct,realized_percentile,predicted_mean,predicted_median,predicted_q05,predicted_q95,error,absolute_error,squared_error,crps,covered90,width90,mc_se
GS,1,filtered_state,2026-08-04,2.0,204760082.0,10000.0,1053.13,1060.53,0.7026672870395823,6.8636641467956,0.4455420529301153,-0.6418084189286927,0.6901999999999999,1053.770922997736,1053.6663358532044,1027.0398681772483,1080.3251192258485,-6.759077002263742,6.759077002263742,45.70045602878344,4.692137022022924,1.0,53.28525104860023,0.18829289982221856
GS,1,filtered_state,2026-08-05,2.0,204770082.0,10000.0,1060.53,1032.09,-2.6816780289100834,28.578346257747018,2.102367015334945,2.6966004084562147,0.015466666666666668,1060.6882563118006,1060.6683462577469,1043.1677993291994,1083.4134649263722,28.598256311800696,28.598256311800696,817.8953907226696,22.29623290773169,0.0,40.24566559717247,0.1480036408906605
GS,1,filtered_state,2026-08-06,2.0,204780082.0,10000.0,1032.09,1040.0,0.7664060304818365,2.816777124626242,0.5933008924728479,-0.6117423702274403,0.5956333333333333,1033.6862681711198,1037.1832228753738,985.0044419522686,1074.465527150402,-6.313731828880388,6.313731828880388,39.92763669965037,6.123399181123015,1.0,89.46108519813349,0.31616218351632086
GS,1,filtered_state,2026-08-07,2.0,204790082.0,10000.0,1040.0,1033.87,-0.5894230769230902,6.215654114404515,0.3887019610550504,0.6105348722880494,0.3300666666666667,1040.2195626717958,1040.0856541144044,1017.8030624283853,1062.6619870243449,6.349562671795714,6.349562671795714,40.33299183082005,4.0425003949725244,1.0,44.85892459595959,0.13875785410563507
GS,1,filtered_state,2026-08-10,2.0,204820082.0,10000.0,1033.87,1033.87,0.0,3.7271469238405643,0.3303801852641309,0.15783326699089098,0.39376666666666665,1035.5017907974386,1037.5971469238405,1013.2274898980868,1056.5601858535617,1.6317907974387253,1.6317907974387253,2.666117887863962,3.4157016213902693,1.0,43.3326959554748,0.16034427162196677
GS,1,filtered_state,2026-08-11,2.0,204830082.0,10000.0,1033.87,1035.89,0.19538239817387107,0.2711991136679899,0.19269218973252455,-0.058169303497833835,0.4537333333333333,1035.288605021927,1036.161199113668,1010.1114297253081,1052.8555206505234,-0.6013949780730551,0.6013949780730551,0.38764973473076614,1.9921867419876518,1.0,42.744090925215346,0.1409679306251239
GS,1,filtered_state,2026-08-12,2.0,204840082.0,10000.0,1035.89,1042.395,0.6279624284431629,11.01349940683493,0.5600396586935741,-0.8059649554026569,0.7274333333333334,1034.0460896234797,1031.381500593165,1002.6696117314826,1066.4816115749456,-8.348910376520584,8.348910376520584,69.72310301373595,5.801394820440866,1.0,63.81199984346298,0.20815990925818692
GS,1,filtered_state,2026-08-13,2.0,204850082.0,10000.0,1042.395,1038.99,-0.3266516051976476,3.7195277212833844,0.3343363556094365,0.45494595680246475,0.36989999999999995,1043.7323339064112,1042.7095277212836,1023.4723669373653,1071.1856774603284,4.742333906411052,4.742333906411052,22.514794080833422,3.485105454054986,1.0,47.71331052296315,0.1748839359758946
GS,1,filtered_state,2026-08-14,2.0,204860082.0,10000.0,1038.99,1051.22,1.1771046882068203,11.122507588707018,0.6288790238789139,-0.9215528182190785,0.8224,1041.6451583739856,1040.0974924112932,1018.028773865463,1062.0389913386944,-9.574841626014404,9.574841626014404,91.68392897025633,6.5339901701995275,1.0,44.010217473231364,0.15074985258173781
GS,1,filtered_state,2026-08-17,2.0,204890082.0,10000.0,1051.22,1039.98,-1.0692338425829062,12.274734842946978,0.757706790070691,1.2996020501842676,0.18200000000000002,1053.641676671947,1052.254734842947,1029.4091338038497,1082.0617169729292,13.661676671947058,13.661676671947058,186.66650462134976,7.965165318581119,1.0,52.65258316907951,0.1647326710716879
