ticker,date,scope,displayed_dte,n,mean_observed_iv,mean_predicted_iv,mean_bias,rmse,median_bias
SPY,2026-04-13,all_contracts,7,4208,24.090608365019015,23.920236610934726,-0.1703717540842529,4.267960698902658,-0.5474293619969623
SPY,2026-04-13,shown_maturity,7,217,27.65285714285714,27.191031055971134,-0.4618260868860094,5.503204297752512,-0.3261440349246527
SPY,2026-04-13,near_atm_shown_maturity,7,54,14.582407407407405,13.635654858419548,-0.9467525489878592,1.3203947645567804,-1.105682378886633
SPY,2026-04-15,all_contracts,7,3540,26.00413559322034,26.15122818543941,0.14709259221899057,5.976012346582236,0.18659655465640235
SPY,2026-04-15,shown_maturity,7,223,25.48807174887892,25.56810744038921,0.08003569151028438,5.770455082608183,0.13390452658013885
SPY,2026-04-15,near_atm_shown_maturity,7,56,13.791964285714286,13.67997257906937,-0.1119917066449174,0.7400856928864123,-0.4116386137261765
SPY,2026-04-16,all_contracts,7,3411,24.907467018469656,25.68496816551488,0.7775011470451622,5.200149437865404,0.7356561458678783
SPY,2026-04-16,shown_maturity,7,210,25.509047619047625,26.589803625499947,1.0807560064523276,5.387300408419936,0.965434685201167
SPY,2026-04-16,near_atm_shown_maturity,7,56,13.304464285714287,13.652232704964161,0.34776841924987484,0.8095504589242543,0.05590285405257944
SPY,2026-04-17,all_contracts,7,3002,22.78605929380413,24.11318592503971,1.3271266312354986,4.566086112904896,1.5512787742027614
SPY,2026-04-17,shown_maturity,7,270,26.930222222222223,28.525903680166156,1.5956814579439327,5.3377384009748905,2.0501514679309008
SPY,2026-04-17,near_atm_shown_maturity,7,60,13.208166666666667,13.747086225094678,0.5389195584280114,1.6749937718448742,0.5023033945080799
SPY,2026-04-21,all_contracts,7,2701,27.26695668271011,24.862168574830054,-2.4047881078800213,7.140225806161695,-2.091705975151335
SPY,2026-04-21,shown_maturity,7,194,26.623969072164943,23.573834747737003,-3.050134324427949,6.6362620572651245,-2.2280932600355694
SPY,2026-04-21,near_atm_shown_maturity,7,56,17.267678571428576,13.692966290431348,-3.574712280997222,4.934499847349203,-3.8776142074721465
SPY,2026-04-22,all_contracts,7,2731,27.74364335408275,26.008302439783108,-1.7353409142997114,8.241002794330646,-0.15732516992048318
SPY,2026-04-22,shown_maturity,7,224,26.513526785714284,24.659502467451578,-1.854024318262713,7.432290031565259,-0.7632211120053274
SPY,2026-04-22,near_atm_shown_maturity,7,56,15.02267857142857,13.719431035557708,-1.3032475358708615,2.2262414702670053,-1.2225745289586092
SPY,2026-04-23,all_contracts,7,1881,26.731004784688995,24.07362127525642,-2.657383509432657,7.433429160529385,-1.293524046401659
SPY,2026-04-23,shown_maturity,7,236,29.535847457627117,26.381804844977925,-3.154042612649192,7.658849934306697,-1.323512826462463
SPY,2026-04-23,near_atm_shown_maturity,7,56,17.407142857142855,13.629597025308254,-3.7775458318346016,5.63207182308874,-4.010865948558846
SPY,2026-04-24,all_contracts,7,2596,24.278632511556243,24.67234681699299,0.39371430543674346,5.086245322836793,0.2981138364592262
SPY,2026-04-24,shown_maturity,7,296,27.760067567567567,27.838050756522122,0.07798318895455396,6.331425016140782,0.06378457545495575
SPY,2026-04-24,near_atm_shown_maturity,7,58,15.766896551724138,13.662546478956248,-2.104350072767889,2.309799269225894,-2.563463795855414
SPY,2026-04-27,all_contracts,7,1712,26.953183411214958,27.138075138267038,0.18489172705207532,5.680612627060198,0.38078254526967203
SPY,2026-04-27,shown_maturity,7,172,24.138081395348838,23.946343735800905,-0.19173765954793204,4.875525740211235,-0.037176186596874494
SPY,2026-04-27,near_atm_shown_maturity,7,58,14.982758620689655,13.682560248239968,-1.3001983724496862,2.2157529114086403,-1.4565542265351246
SPY,2026-04-28,all_contracts,7,3040,24.415368421052634,24.393819326188737,-0.021549094863823556,5.1612657021927095,-0.037137227470601886
SPY,2026-04-28,shown_maturity,7,169,18.285976331360946,18.296752179235405,0.010775847874455598,3.1720224715963146,-0.5010713220529137
SPY,2026-04-28,near_atm_shown_maturity,7,56,15.065535714285716,13.655680790933628,-1.409854923352088,1.574786356414048,-1.5832410884808708
SPY,2026-04-30,all_contracts,7,2895,21.379492227979274,22.084470636616544,0.7049784086372948,5.060497514382341,1.1930103810101436
SPY,2026-04-30,shown_maturity,7,132,16.559166666666666,17.0176213125362,0.45845464586953083,4.710738821798778,1.1063980385156658
SPY,2026-04-30,near_atm_shown_maturity,7,53,12.127924528301886,13.500143710377074,1.3722191820751848,3.068719737519457,-0.2750520481206866
SPY,2026-05-01,all_contracts,7,2998,23.559066044029347,23.339343385530093,-0.21972265849932265,4.195548816581058,-0.1528575886677377
SPY,2026-05-01,shown_maturity,7,182,23.92203296703297,23.905371860807442,-0.01666110622552458,4.60506448964163,0.025495224393912608
SPY,2026-05-01,near_atm_shown_maturity,7,56,14.609642857142857,13.622966746408272,-0.9866761107345833,1.8042633254754281,-1.1948206312993612
SPY,2026-05-06,all_contracts,7,2946,25.36222674813306,25.93634371646564,0.5741169683325884,6.30170331749848,1.1628174241886233
SPY,2026-05-06,shown_maturity,7,208,24.588701923076922,25.131413590082257,0.5427116670053307,5.8976329986347995,1.3735676938929275
SPY,2026-05-06,near_atm_shown_maturity,7,58,12.47448275862069,13.615043947980263,1.1405611893595728,1.2941171154943951,0.9437360970996194
SPY,2026-05-08,all_contracts,7,2220,24.122671171171174,26.06100520126841,1.938334030097218,5.704975392883167,2.3436310354087793
SPY,2026-05-08,shown_maturity,7,296,31.096756756756747,31.573614412921586,0.4768576561648453,8.082444116323304,1.9575604328587186
SPY,2026-05-08,near_atm_shown_maturity,7,60,12.728666666666667,13.671565800149873,0.9428991334832078,1.061325933199778,0.9032967548734625
SPY,2026-05-11,all_contracts,7,2343,27.083013230900555,27.72191700326005,0.638903772359508,5.7278412743631195,0.2789742355573459
SPY,2026-05-11,shown_maturity,7,176,24.46068181818181,25.251403295082568,0.7907214769007477,4.559089706686142,0.5670949821022369
SPY,2026-05-11,near_atm_shown_maturity,7,52,13.57346153846154,13.748884005256931,0.1754224667953951,0.4744669117804232,0.10631179214094022
NVDA,2026-04-13,all_contracts,7,536,41.16880597014924,45.08161667197,3.91281070182076,7.158336293875338,3.9735019741423088
NVDA,2026-04-13,shown_maturity,7,47,41.469787234042556,47.54356426412941,6.07377703008686,8.87832757822764,6.186732268210662
NVDA,2026-04-13,near_atm_shown_maturity,7,6,29.39333333333333,34.2016348478067,4.808301514473364,4.864359494361601,4.756395425173054
NVDA,2026-04-15,all_contracts,7,367,45.881498637602185,46.82876020932283,0.9472615717206273,9.651426350909901,3.2149777070685346
NVDA,2026-04-15,shown_maturity,7,44,50.88204545454546,49.51624511944969,-1.3658003350957522,11.910411920084478,3.7985407374399713
NVDA,2026-04-15,near_atm_shown_maturity,7,8,32.77625,34.533121588203485,1.7568715882034796,4.106602428969927,1.7141646509952366
NVDA,2026-04-16,all_contracts,7,475,42.11364210526316,45.28807163818605,3.1744295329229346,7.084228262094754,2.778837891082077
NVDA,2026-04-17,all_contracts,7,432,41.55314814814814,44.98278831030342,3.4296401621552537,8.282503502093855,2.8308227063855576
NVDA,2026-04-17,shown_maturity,7,49,46.8,48.924519712967594,2.1245197129675915,10.259026869712978,6.161526117561074
NVDA,2026-04-17,near_atm_shown_maturity,7,6,29.871666666666666,34.171424090035934,4.299757423369276,5.278519505147932,4.572574061634571
NVDA,2026-04-21,all_contracts,7,513,43.440526315789484,44.932053546654735,1.4915272308652643,7.856668802410713,1.501848118269848
NVDA,2026-04-22,all_contracts,7,486,43.5304732510288,45.982999516335454,2.452526265306673,6.368577505543571,1.8910790551952026
NVDA,2026-04-22,shown_maturity,7,56,44.67892857142857,48.31994073550448,3.641012164075913,7.8143899661660585,3.5315072546689343
NVDA,2026-04-22,near_atm_shown_maturity,7,6,34.72833333333333,34.30722133269962,-0.42111200063371373,1.1972050672558792,-0.31649862891893576
NVDA,2026-04-23,all_contracts,7,322,46.90742236024845,46.07360468109745,-0.8338176791509957,10.334467809268393,0.44438873288576275
NVDA,2026-04-23,shown_maturity,7,47,47.38063829787234,45.43654284222995,-1.9440954556423888,9.532996485297598,-0.7532838410461906
NVDA,2026-04-23,near_atm_shown_maturity,7,6,39.376666666666665,34.26230815885367,-5.114358507813001,6.509343112615567,-5.1548958411964065
NVDA,2026-04-24,all_contracts,7,362,45.71881215469614,47.32184741338836,1.6030352586922294,7.017316177423391,0.5959748486922827
NVDA,2026-04-24,shown_maturity,7,54,50.88703703703704,48.1948229485305,-2.6922140885065375,8.001761928324305,-1.949100192784016
NVDA,2026-04-24,near_atm_shown_maturity,7,6,40.39833333333333,34.48361399477043,-5.914719338562901,5.93919161300622,-5.998309554180924
NVDA,2026-04-27,all_contracts,7,255,56.744431372549016,47.92406581027905,-8.820365562270009,17.579634438863625,-3.911396121361399
NVDA,2026-04-27,shown_maturity,7,52,57.07711538461538,46.744243385627406,-10.33287199898798,17.655254096624283,-2.9368312175154223
NVDA,2026-04-27,near_atm_shown_maturity,7,8,42.425,34.51442560567537,-7.910574394324633,12.204994030705508,-7.917533796404456
NVDA,2026-04-28,all_contracts,7,358,51.42611731843575,48.56995241965668,-2.856164898779007,10.67196709544197,-1.4878195279560984
NVDA,2026-04-30,all_contracts,7,324,47.44030864197531,47.54568423383445,0.10537559185915821,8.58383781107967,0.512461159967895
NVDA,2026-05-01,all_contracts,7,389,50.1584318766067,46.692392139635395,-3.4660397369712626,9.171031752915122,-2.089221124805576
NVDA,2026-05-01,shown_maturity,7,53,50.59566037735849,47.628174581078504,-2.9674857962799894,9.456608915352064,-0.7585022332539211
NVDA,2026-05-01,near_atm_shown_maturity,7,6,38.970000000000006,34.575912543649075,-4.394087456350927,6.190312358734137,-4.487285517896119
NVDA,2026-05-06,all_contracts,7,418,50.19255980861244,46.73607656442178,-3.456483244190688,9.034036566975114,-3.091789153183292
NVDA,2026-05-06,shown_maturity,7,56,50.290000000000006,48.5905776495186,-1.6994223504814012,9.732379207375145,-0.18127733951902414
NVDA,2026-05-06,near_atm_shown_maturity,7,6,37.974999999999994,34.35368964247405,-3.621310357525953,4.18608501470074,-3.485959119053323
NVDA,2026-05-08,all_contracts,7,279,48.07835125448029,48.103528495269735,0.02517724078946004,8.520614619240977,0.322149301971308
NVDA,2026-05-08,shown_maturity,7,55,46.96490909090909,47.64303738216227,0.6781282912531689,6.2766432061362805,0.13120652251526366
NVDA,2026-05-08,near_atm_shown_maturity,7,6,37.685,34.34847996506294,-3.336520034937056,3.4646197561330343,-3.236723704912947
NVDA,2026-05-11,all_contracts,7,289,54.023287197231824,48.417809347933904,-5.605477849297959,11.328004353443657,-4.713277955904509
NVDA,2026-05-11,shown_maturity,7,34,51.135,48.69988746495954,-2.435112535040464,8.746546639690875,-1.9275023327331695
NVDA,2026-05-11,near_atm_shown_maturity,7,2,38.644999999999996,34.02232803299141,-4.622671967008589,4.7085158080404765,-4.622671967008589
MSFT,2026-04-13,all_contracts,9,722,40.54238227146815,42.18226743614896,1.639885164680836,11.48736259836613,1.404664382703082
MSFT,2026-04-13,shown_maturity,9,65,36.253076923076925,44.406353568639624,8.153276645562698,12.808324331281133,12.273595525722286
MSFT,2026-04-13,near_atm_shown_maturity,9,12,27.212500000000002,37.91402693106887,10.701526931068871,11.904844483017067,10.508018495927388
MSFT,2026-04-15,all_contracts,9,599,41.49398998330552,44.46174645684492,2.967756473539434,7.861109560440501,2.928337437651493
MSFT,2026-04-15,shown_maturity,9,96,41.84114583333333,49.10438930133022,7.2632434679968805,10.192535364478433,7.520924496576695
MSFT,2026-04-15,near_atm_shown_maturity,9,10,30.935000000000002,37.90335154574201,6.9683515457420055,6.974192913025814,6.887932283612752
MSFT,2026-04-16,all_contracts,9,745,40.67762416107382,43.75542871734184,3.077804556267981,9.251721666136737,0.8626700462601065
MSFT,2026-04-17,all_contracts,9,732,39.14628415300547,42.72710217569104,3.580818022685612,9.235669394403306,1.530233685399601
MSFT,2026-04-21,all_contracts,9,703,44.834267425320064,43.40058708713515,-1.4336803381849166,9.420236136866496,-1.7226485154759885
MSFT,2026-04-22,all_contracts,9,555,53.24994594594594,45.17386292583674,-8.076083020109154,21.100450455426223,-2.777981023729886
MSFT,2026-04-22,shown_maturity,9,110,63.87000000000001,48.310982893754655,-15.559017106245344,23.180668261120214,-7.422627472490831
MSFT,2026-04-22,near_atm_shown_maturity,9,14,52.56285714285716,37.91086268536831,-14.651994457488836,17.873675045103315,-14.837400253430651
MSFT,2026-04-23,all_contracts,9,481,53.65827442827441,45.18880855417954,-8.46946587409487,15.426044903387982,-6.487551838436076
MSFT,2026-04-24,all_contracts,9,732,50.72032786885246,45.93412397972123,-4.786203889131275,10.715012593860331,-5.572280491110714
MSFT,2026-04-27,all_contracts,9,624,64.3377403846154,48.20931491056613,-16.128425474049248,20.185351039857323,-15.101297445858428
MSFT,2026-04-27,shown_maturity,9,123,61.79934959349594,47.40731323048452,-14.392036363011416,15.915556691492256,-15.905752949030614
MSFT,2026-04-27,near_atm_shown_maturity,9,14,59.26785714285715,37.90594838268656,-21.36190876017059,21.376394226084855,-21.354410926931326
MSFT,2026-04-28,all_contracts,9,758,66.92418205804749,47.3310610479748,-19.593121010072693,25.30676780050524,-16.183122679602178
MSFT,2026-04-30,all_contracts,9,774,39.79078811369509,46.80217758485706,7.0113894711619675,10.741817094078547,8.535619032485275
MSFT,2026-05-01,all_contracts,9,624,41.623846153846145,47.919019898538096,6.295173744691985,8.980771108127806,7.000988009985726
MSFT,2026-05-01,shown_maturity,9,107,38.0507476635514,46.2218486550229,8.171100991471496,9.236319690425514,8.424163879141176
MSFT,2026-05-01,near_atm_shown_maturity,9,14,30.84857142857143,37.89969932055957,7.051127891988136,7.130957080898509,7.302176805759348
MSFT,2026-05-06,all_contracts,9,819,35.96824175824175,45.490455131269506,9.522213373027702,11.368498540472766,10.474404373192677
MSFT,2026-05-06,shown_maturity,9,102,36.84843137254902,46.536510270322694,9.688078897773671,11.93134966686417,10.929765143240163
MSFT,2026-05-06,near_atm_shown_maturity,9,12,27.64,37.88487890924512,10.244878909245115,10.333098905018856,10.113496681248085
MSFT,2026-05-08,all_contracts,9,610,33.75737704918033,45.464645774557646,11.707268725377386,12.727819887858072,12.193151514953744
MSFT,2026-05-11,all_contracts,9,651,36.63875576036865,45.680199957094466,9.041444196725822,10.714230950899095,9.416083738524847
MSFT,2026-05-11,shown_maturity,9,91,34.39274725274726,44.97177512902568,10.579027876278426,11.427440654178566,10.591589147701121
MSFT,2026-05-11,near_atm_shown_maturity,9,14,28.467857142857138,37.91649331074176,9.448636167884617,9.500398782426554,9.855258458773816
LLY,2026-04-13,all_contracts,11,958,44.0567745302714,46.21666319537884,2.1598886651074802,8.019523616666364,-0.8733617109418326
LLY,2026-04-13,shown_maturity,11,140,38.33514285714286,50.549476416527796,12.214333559384938,13.048871786673857,12.902720952359108
LLY,2026-04-13,near_atm_shown_maturity,11,26,33.06576923076923,46.48764854737594,13.421879316606717,13.444959755708107,13.462280673946232
LLY,2026-04-15,all_contracts,11,614,47.02845276872964,48.066777093381866,1.0383243246521692,8.231582193956045,-1.1290346000382954
LLY,2026-04-16,all_contracts,11,651,46.64496159754225,46.63409435529748,-0.010867242244778775,8.754649340750985,-1.6763702405676
LLY,2026-04-17,all_contracts,11,629,45.0758187599364,46.02702247285901,0.9512037129226106,7.9900614989826675,-1.013946210242878
LLY,2026-04-21,all_contracts,11,657,52.142359208523594,48.56398132795513,-3.5783778805685644,8.323265553743365,-3.732337697529971
LLY,2026-04-22,all_contracts,11,598,52.313428093645484,49.2852968763817,-3.028131217263813,8.54320611464547,-3.5350760675890776
LLY,2026-04-23,all_contracts,11,421,61.42130641330167,49.03569294006326,-12.385613473238367,22.8335943419483,-8.59825183906689
LLY,2026-04-24,all_contracts,11,567,55.51502645502646,49.31102049865966,-6.204005956366751,8.818382000754715,-4.832245126639947
LLY,2026-04-27,all_contracts,11,431,64.58935034802784,54.54063093687706,-10.04871941115081,14.392878988795898,-8.467012527878538
LLY,2026-04-27,shown_maturity,11,157,60.68222929936305,52.4828906969515,-8.199338602411563,9.92110089535711,-9.521640259879923
LLY,2026-04-27,near_atm_shown_maturity,11,14,59.301428571428566,46.482897286672845,-12.818531284755712,12.862149385688712,-12.957577498514162
LLY,2026-04-28,all_contracts,11,508,62.46757874015749,52.42971980573553,-10.037858934421937,15.658470999580901,-6.354866076862152
LLY,2026-04-30,all_contracts,11,531,44.01600753295669,49.57229582804115,5.556288295084467,8.946264329120938,6.07839769597512
LLY,2026-05-01,all_contracts,11,453,44.83770419426048,49.638443783132345,4.800739588871802,8.65365200855992,5.067309793852601
LLY,2026-05-01,shown_maturity,11,104,43.214230769230774,50.85677101669781,7.642540247467048,9.753235042198805,8.440923966439769
LLY,2026-05-01,near_atm_shown_maturity,11,20,38.654999999999994,46.491176998513296,7.836176998513295,8.07040068161658,8.178825625419886
LLY,2026-05-06,all_contracts,11,572,40.41370629370629,49.403567742469995,8.989861448763714,12.675496824090686,10.373661101913946
LLY,2026-05-08,all_contracts,11,365,36.81331506849314,47.86655072980538,11.053235661312213,12.896601995281173,11.06785282386193
LLY,2026-05-11,all_contracts,11,576,39.40496527777778,47.78584963419542,8.380884356417695,9.697675233643064,7.846874662138408
LLY,2026-05-11,shown_maturity,11,156,41.012564102564106,50.49549475249986,9.482930649935762,10.318848099188829,8.992415021665582
LLY,2026-05-11,near_atm_shown_maturity,11,20,38.589,46.48603555599139,7.89703555599139,7.938854145121782,8.036834153448542
GS,2026-04-13,all_contracts,11,1047,35.14229226361031,34.97299032055336,-0.16930194305692806,4.148490053407712,-0.5125776072416635
GS,2026-04-13,shown_maturity,11,143,37.25993006993007,35.97706948101434,-1.2828605889157196,3.8835322887401125,-1.535185910283758
GS,2026-04-13,near_atm_shown_maturity,11,24,33.19916666666666,31.585152137637596,-1.6140145290290668,1.8166819421179163,-1.5071868263246238
GS,2026-04-15,all_contracts,11,708,36.1625988700565,35.946519472213616,-0.2160793978428451,4.168585596184201,-0.23853582282843533
GS,2026-04-16,all_contracts,11,806,35.369317617866,35.247076737132716,-0.12224088073329781,3.7015504339542593,-0.4517816419010803
GS,2026-04-17,all_contracts,11,696,32.74600574712644,34.050773749673304,1.3047680025468937,3.571728144231065,1.468316902308283
GS,2026-04-21,all_contracts,11,643,36.99906687402798,35.012427212599256,-1.9866396614287136,6.57204739808524,-1.866133555478445
GS,2026-04-22,all_contracts,11,583,36.30584905660379,36.88560436319335,0.5797553065895563,4.127298616638064,-0.07289387753369425
GS,2026-04-23,all_contracts,11,447,36.17870246085011,35.053381320522284,-1.125321140327827,3.7864753836953122,-1.5761600427001028
GS,2026-04-24,all_contracts,11,517,34.17034816247582,34.54396189658945,0.373613734113642,3.412086680784036,0.48742114872077025
GS,2026-04-27,all_contracts,11,386,36.97673575129534,37.31949687632042,0.34276112502507855,4.663950589047516,-0.20753871438329163
GS,2026-04-27,shown_maturity,11,134,36.39156716417911,36.23605282988147,-0.1555143342976322,3.5070161668076034,-0.3969524611013764
GS,2026-04-27,near_atm_shown_maturity,11,28,32.392857142857146,31.68361882123957,-0.7092383216175745,1.081945104578969,-0.6408126492063051
GS,2026-04-28,all_contracts,11,474,36.80113924050632,36.44327760368553,-0.35786163682077454,4.9369526164426185,-0.24918258909498725
GS,2026-04-30,all_contracts,11,493,34.41701825557809,36.030859689944414,1.6138414343663379,6.541112305857932,2.1004831792229908
GS,2026-05-01,all_contracts,11,475,37.45164210526316,36.00813962292187,-1.4435024823412603,5.816793438595269,-0.666762567286554
GS,2026-05-01,shown_maturity,11,119,40.26823529411765,38.22274082139316,-2.04549447272448,5.522985098876149,-1.8841831961217892
GS,2026-05-01,near_atm_shown_maturity,11,18,32.22388888888889,31.693732312226125,-0.5301565766627623,1.889422291846751,-0.9383087348232806
GS,2026-05-06,all_contracts,11,599,36.588814691151924,36.56391564482763,-0.024899046324270875,8.237650308379296,1.6590330075992838
GS,2026-05-08,all_contracts,11,390,33.87951282051282,35.685141872778296,1.805629052265483,4.56043810241546,2.5644697766398252
GS,2026-05-11,all_contracts,11,508,36.01828740157481,36.284641693385424,0.26635429181061543,4.746291232383085,-0.40807346837958747
GS,2026-05-11,shown_maturity,11,145,36.33289655172413,36.48198003060192,0.14908347887777718,3.661046313970065,-0.2688847538230412
GS,2026-05-11,near_atm_shown_maturity,11,24,32.05916666666667,31.741127985537656,-0.31803868112901634,0.6383071262274049,-0.37918614879269796
AVGO,2026-04-15,all_contracts,9,594,54.22124579124579,53.1240433229728,-1.0972024682730592,12.143468690826515,2.271595269431618
AVGO,2026-04-15,shown_maturity,9,102,54.240784313725506,52.801098276552544,-1.4396860371729485,11.235822279226017,2.0736006532074107
AVGO,2026-04-15,near_atm_shown_maturity,9,12,44.885,43.67260946034301,-1.2123905396569867,5.8787449523938395,-1.084591290728575
AVGO,2026-04-16,all_contracts,9,640,47.9251875,53.233762684159124,5.3085751841592375,8.225705167783383,4.562576938513171
AVGO,2026-04-17,all_contracts,9,732,44.51061475409836,51.72235258453769,7.211737830439326,9.287127218790417,6.384876975018717
AVGO,2026-04-21,all_contracts,9,662,52.61276435045316,51.82950497228729,-0.783259378165916,10.238553632925791,1.0920763627971581
AVGO,2026-04-22,all_contracts,9,601,53.54450915141431,53.05116658325421,-0.493342568160078,6.578949751812953,0.07714062741951011
AVGO,2026-04-22,shown_maturity,9,113,54.244247787610604,52.3146068273199,-1.929640960290723,5.668207725693663,-1.8780065794394147
AVGO,2026-04-22,near_atm_shown_maturity,9,14,48.10714285714285,43.67036979319248,-4.4367730639503735,4.9946678817975005,-4.156985372674608
AVGO,2026-04-23,all_contracts,9,496,56.78737903225806,50.38710445898449,-6.400274573273613,17.11224194893581,-3.720655399028807
AVGO,2026-04-24,all_contracts,9,742,52.74846361185985,51.87756650720655,-0.8708971046532213,7.099818792776848,-1.0877666085336486
AVGO,2026-04-27,all_contracts,9,657,56.30546423135463,53.97940519471647,-2.3260590366382177,6.185605634064992,-2.638718998538778
AVGO,2026-04-27,shown_maturity,9,117,54.027948717948725,51.20648122120871,-2.8214674967400093,5.7900978165215085,-4.258355930359819
AVGO,2026-04-27,near_atm_shown_maturity,9,14,49.9907142857143,43.7169903416172,-6.273723944097087,6.335089448736277,-6.218802515203848
AVGO,2026-04-28,all_contracts,9,695,57.36220143884891,54.1206366299326,-3.241564808916263,7.791155303037448,-2.195561855863957
AVGO,2026-04-30,all_contracts,9,711,53.65654008438817,53.151652845192785,-0.5048872391954123,13.888341700711779,2.942783408733888
AVGO,2026-05-01,all_contracts,9,584,54.80172945205479,53.495423730438226,-1.3063057216165515,6.13608796512748,-1.9542633412197077
AVGO,2026-05-01,shown_maturity,9,119,51.099411764705884,51.47848190639203,0.37907014168613784,5.253706050632171,-0.9944820387007738
AVGO,2026-05-01,near_atm_shown_maturity,9,12,47.36833333333332,43.63475975258197,-3.7335735807513633,3.859172717195038,-3.7845615300820015
AVGO,2026-05-06,all_contracts,9,864,51.45879629629629,52.33023594587443,0.871439649578119,6.80124077985236,1.4822788612213564
AVGO,2026-05-06,shown_maturity,9,111,50.22396396396396,51.13294840801178,0.9089844440478199,5.724916572337928,1.409526786511094
AVGO,2026-05-06,near_atm_shown_maturity,9,14,44.617142857142866,43.68432292031158,-0.9328199368312663,2.9274490256078107,-1.0672698608261442
AVGO,2026-05-08,all_contracts,9,734,49.59956403269755,52.141420772176,2.5418567394784395,7.644313094121327,1.4716604185099023
AVGO,2026-05-11,all_contracts,9,758,54.84660949868075,53.43959499250078,-1.40701450617984,6.629340762772984,-2.355508341009042
AVGO,2026-05-11,shown_maturity,9,116,52.84318965517242,51.017419054388924,-1.825770600783487,5.1701484367607575,-3.3120929756552613
AVGO,2026-05-11,near_atm_shown_maturity,9,14,49.08357142857143,43.7170665080023,-5.366504920569126,5.412391225326737,-5.533408430285217
