ticker,kind,path,spot,strike,premium,payoff,pnl
GS,put,1,877.353154379365,890.0,16.51,12.646845620634963,3.8631543793650387
GS,call,1,877.353154379365,970.0,16.085,0.0,16.085
GS,put,2,970.2906783454533,890.0,16.51,0.0,16.51
GS,call,2,970.2906783454533,970.0,16.085,0.2906783454533297,15.794321654546671
GS,put,3,899.3183046318546,890.0,16.51,0.0,16.51
GS,call,3,899.3183046318546,970.0,16.085,0.0,16.085
GS,put,4,918.2739159339358,890.0,16.51,0.0,16.51
GS,call,4,918.2739159339358,970.0,16.085,0.0,16.085
GS,put,5,950.7958272499641,890.0,16.51,0.0,16.51
GS,call,5,950.7958272499641,970.0,16.085,0.0,16.085
GS,put,6,974.7566148985694,890.0,16.51,0.0,16.51
GS,call,6,974.7566148985694,970.0,16.085,4.75661489856941,11.328385101430591
GS,put,7,913.5124673272654,890.0,16.51,0.0,16.51
GS,call,7,913.5124673272654,970.0,16.085,0.0,16.085
GS,put,8,1004.5433256906828,890.0,16.51,0.0,16.51
GS,call,8,1004.5433256906828,970.0,16.085,34.543325690682764,-18.458325690682763
GS,put,9,943.0676184690506,890.0,16.51,0.0,16.51
GS,call,9,943.0676184690506,970.0,16.085,0.0,16.085
GS,put,10,921.2661684982511,890.0,16.51,0.0,16.51
GS,call,10,921.2661684982511,970.0,16.085,0.0,16.085
GS,put,11,912.8469574281459,890.0,16.51,0.0,16.51
GS,call,11,912.8469574281459,970.0,16.085,0.0,16.085
GS,put,12,911.9458663116936,890.0,16.51,0.0,16.51
GS,call,12,911.9458663116936,970.0,16.085,0.0,16.085
GS,put,13,847.3281840999396,890.0,16.51,42.67181590006044,-26.161815900060436
GS,call,13,847.3281840999396,970.0,16.085,0.0,16.085
GS,put,14,849.930827205908,890.0,16.51,40.06917279409197,-23.559172794091968
GS,call,14,849.930827205908,970.0,16.085,0.0,16.085
GS,put,15,1040.7937446838844,890.0,16.51,0.0,16.51
GS,call,15,1040.7937446838844,970.0,16.085,70.79374468388437,-54.70874468388437
GS,put,16,806.1000302048711,890.0,16.51,83.89996979512887,-67.38996979512886
GS,call,16,806.1000302048711,970.0,16.085,0.0,16.085
GS,put,17,924.6457107323334,890.0,16.51,0.0,16.51
GS,call,17,924.6457107323334,970.0,16.085,0.0,16.085
GS,put,18,928.4104980718918,890.0,16.51,0.0,16.51
GS,call,18,928.4104980718918,970.0,16.085,0.0,16.085
GS,put,19,785.3209133028627,890.0,16.51,104.67908669713734,-88.16908669713733
GS,call,19,785.3209133028627,970.0,16.085,0.0,16.085
GS,put,20,1036.0842993293068,890.0,16.51,0.0,16.51
GS,call,20,1036.0842993293068,970.0,16.085,66.08429932930676,-49.99929932930676
GS,put,21,977.3397146061186,890.0,16.51,0.0,16.51
GS,call,21,977.3397146061186,970.0,16.085,7.339714606118605,8.745285393881396
GS,put,22,854.7442146677874,890.0,16.51,35.255785332212554,-18.745785332212552
GS,call,22,854.7442146677874,970.0,16.085,0.0,16.085
GS,put,23,1033.921373547511,890.0,16.51,0.0,16.51
GS,call,23,1033.921373547511,970.0,16.085,63.92137354751094,-47.83637354751094
GS,put,24,990.1557251087692,890.0,16.51,0.0,16.51
GS,call,24,990.1557251087692,970.0,16.085,20.15572510876916,-4.07072510876916
GS,put,25,1015.3839784791267,890.0,16.51,0.0,16.51
GS,call,25,1015.3839784791267,970.0,16.085,45.383978479126654,-29.298978479126653
GS,put,26,859.3713890784983,890.0,16.51,30.628610921501718,-14.118610921501716
GS,call,26,859.3713890784983,970.0,16.085,0.0,16.085
GS,put,27,1119.8023686346653,890.0,16.51,0.0,16.51
GS,call,27,1119.8023686346653,970.0,16.085,149.8023686346653,-133.7173686346653
GS,put,28,967.8466742215093,890.0,16.51,0.0,16.51
GS,call,28,967.8466742215093,970.0,16.085,0.0,16.085
GS,put,29,821.3216750349978,890.0,16.51,68.67832496500216,-52.16832496500216
GS,call,29,821.3216750349978,970.0,16.085,0.0,16.085
GS,put,30,919.8589475295847,890.0,16.51,0.0,16.51
GS,call,30,919.8589475295847,970.0,16.085,0.0,16.085
GS,put,31,933.0526230723688,890.0,16.51,0.0,16.51
GS,call,31,933.0526230723688,970.0,16.085,0.0,16.085
GS,put,32,916.2902918788548,890.0,16.51,0.0,16.51
GS,call,32,916.2902918788548,970.0,16.085,0.0,16.085
GS,put,33,876.0944036351038,890.0,16.51,13.905596364896155,2.6044036351038464
GS,call,33,876.0944036351038,970.0,16.085,0.0,16.085
GS,put,34,950.7953200816065,890.0,16.51,0.0,16.51
GS,call,34,950.7953200816065,970.0,16.085,0.0,16.085
GS,put,35,882.3078817376755,890.0,16.51,7.69211826232447,8.817881737675531
GS,call,35,882.3078817376755,970.0,16.085,0.0,16.085
GS,put,36,861.1711590327873,890.0,16.51,28.828840967212727,-12.318840967212726
GS,call,36,861.1711590327873,970.0,16.085,0.0,16.085
GS,put,37,946.3446257224698,890.0,16.51,0.0,16.51
GS,call,37,946.3446257224698,970.0,16.085,0.0,16.085
GS,put,38,942.3616112125434,890.0,16.51,0.0,16.51
GS,call,38,942.3616112125434,970.0,16.085,0.0,16.085
GS,put,39,914.2110076363474,890.0,16.51,0.0,16.51
GS,call,39,914.2110076363474,970.0,16.085,0.0,16.085
GS,put,40,885.8779845847399,890.0,16.51,4.12201541526008,12.387984584739922
GS,call,40,885.8779845847399,970.0,16.085,0.0,16.085
GS,put,41,917.0509362962279,890.0,16.51,0.0,16.51
GS,call,41,917.0509362962279,970.0,16.085,0.0,16.085
GS,put,42,847.4684470039361,890.0,16.51,42.53155299606385,-26.02155299606385
GS,call,42,847.4684470039361,970.0,16.085,0.0,16.085
GS,put,43,1103.7135590496562,890.0,16.51,0.0,16.51
GS,call,43,1103.7135590496562,970.0,16.085,133.71355904965617,-117.62855904965616
GS,put,44,1010.6987925093405,890.0,16.51,0.0,16.51
GS,call,44,1010.6987925093405,970.0,16.085,40.69879250934048,-24.613792509340477
GS,put,45,928.7731005982447,890.0,16.51,0.0,16.51
GS,call,45,928.7731005982447,970.0,16.085,0.0,16.085
GS,put,46,875.5750778302283,890.0,16.51,14.424922169771662,2.0850778302283395
GS,call,46,875.5750778302283,970.0,16.085,0.0,16.085
GS,put,47,940.834336733886,890.0,16.51,0.0,16.51
GS,call,47,940.834336733886,970.0,16.085,0.0,16.085
GS,put,48,943.6477356767498,890.0,16.51,0.0,16.51
GS,call,48,943.6477356767498,970.0,16.085,0.0,16.085
GS,put,49,1053.5670062913266,890.0,16.51,0.0,16.51
GS,call,49,1053.5670062913266,970.0,16.085,83.5670062913266,-67.4820062913266
GS,put,50,983.2635474160904,890.0,16.51,0.0,16.51
GS,call,50,983.2635474160904,970.0,16.085,13.263547416090432,2.8214525839095685
GS,put,51,896.4326118469473,890.0,16.51,0.0,16.51
GS,call,51,896.4326118469473,970.0,16.085,0.0,16.085
GS,put,52,804.539982119746,890.0,16.51,85.46001788025399,-68.95001788025398
GS,call,52,804.539982119746,970.0,16.085,0.0,16.085
GS,put,53,974.8738177165772,890.0,16.51,0.0,16.51
GS,call,53,974.8738177165772,970.0,16.085,4.87381771657715,11.21118228342285
GS,put,54,928.6362117698733,890.0,16.51,0.0,16.51
GS,call,54,928.6362117698733,970.0,16.085,0.0,16.085
GS,put,55,771.5959158579866,890.0,16.51,118.4040841420134,-101.8940841420134
GS,call,55,771.5959158579866,970.0,16.085,0.0,16.085
GS,put,56,993.9591068970458,890.0,16.51,0.0,16.51
GS,call,56,993.9591068970458,970.0,16.085,23.959106897045785,-7.874106897045785
GS,put,57,886.1041115032774,890.0,16.51,3.8958884967225913,12.61411150327741
GS,call,57,886.1041115032774,970.0,16.085,0.0,16.085
GS,put,58,914.4968738645092,890.0,16.51,0.0,16.51
GS,call,58,914.4968738645092,970.0,16.085,0.0,16.085
GS,put,59,921.6401774881476,890.0,16.51,0.0,16.51
GS,call,59,921.6401774881476,970.0,16.085,0.0,16.085
GS,put,60,922.1562351478041,890.0,16.51,0.0,16.51
GS,call,60,922.1562351478041,970.0,16.085,0.0,16.085
GS,put,61,954.3447091440765,890.0,16.51,0.0,16.51
GS,call,61,954.3447091440765,970.0,16.085,0.0,16.085
GS,put,62,841.8500306514823,890.0,16.51,48.14996934851774,-31.63996934851774
GS,call,62,841.8500306514823,970.0,16.085,0.0,16.085
GS,put,63,902.7555580467138,890.0,16.51,0.0,16.51
GS,call,63,902.7555580467138,970.0,16.085,0.0,16.085
GS,put,64,1006.1438249072722,890.0,16.51,0.0,16.51
GS,call,64,1006.1438249072722,970.0,16.085,36.14382490727223,-20.058824907272232
GS,put,65,916.2501853542663,890.0,16.51,0.0,16.51
GS,call,65,916.2501853542663,970.0,16.085,0.0,16.085
GS,put,66,999.6129912404526,890.0,16.51,0.0,16.51
GS,call,66,999.6129912404526,970.0,16.085,29.61299124045263,-13.527991240452629
GS,put,67,913.9211655857758,890.0,16.51,0.0,16.51
GS,call,67,913.9211655857758,970.0,16.085,0.0,16.085
GS,put,68,949.134455934261,890.0,16.51,0.0,16.51
GS,call,68,949.134455934261,970.0,16.085,0.0,16.085
GS,put,69,949.248677141834,890.0,16.51,0.0,16.51
GS,call,69,949.248677141834,970.0,16.085,0.0,16.085
GS,put,70,890.9113783589748,890.0,16.51,0.0,16.51
GS,call,70,890.9113783589748,970.0,16.085,0.0,16.085
GS,put,71,913.8087921963402,890.0,16.51,0.0,16.51
GS,call,71,913.8087921963402,970.0,16.085,0.0,16.085
GS,put,72,874.7945001104754,890.0,16.51,15.205499889524617,1.3045001104753844
GS,call,72,874.7945001104754,970.0,16.085,0.0,16.085
GS,put,73,981.8271190268578,890.0,16.51,0.0,16.51
GS,call,73,981.8271190268578,970.0,16.085,11.827119026857758,4.2578809731422425
GS,put,74,900.639379896295,890.0,16.51,0.0,16.51
GS,call,74,900.639379896295,970.0,16.085,0.0,16.085
GS,put,75,1018.0552741912683,890.0,16.51,0.0,16.51
GS,call,75,1018.0552741912683,970.0,16.085,48.05527419126827,-31.970274191268267
GS,put,76,1005.9604001922057,890.0,16.51,0.0,16.51
GS,call,76,1005.9604001922057,970.0,16.085,35.960400192205725,-19.875400192205724
GS,put,77,936.2669085116654,890.0,16.51,0.0,16.51
GS,call,77,936.2669085116654,970.0,16.085,0.0,16.085
GS,put,78,907.4994754098797,890.0,16.51,0.0,16.51
