ticker,kind,mode,step,date,seed,n,mean_pnl,sd_pnl,q05_pnl,es05_pnl,mean_pnl_change,paired_se,mean_abs_mark_change,q95_abs_mark_change
GS,put,frozen,10,2026-05-12,20260430,1000,0.340384979633385,20.150904347667193,-38.656078892688924,-65.5136388187563,0.28019222559115986,0.01813411947500481,0.5251296624511769,1.192601540475161
GS,put,frozen,10,2026-05-12,20260431,1000,1.630223350774601,18.78206858731319,-31.30109467570944,-60.19572459360916,0.30678870923955165,0.01670125779227493,0.4951497197419451,1.204127609802313
GS,put,frozen,15,2026-05-19,0,3000,1.6806186149238886,23.949935642960753,-49.0020259664448,-78.86113817181017,0.45438580696150377,0.008932343208185943,0.5902994280181094,1.0199249540604383
GS,put,frozen,15,2026-05-19,20260429,1000,1.1818887466970829,24.157513159050144,-50.28216775802803,-79.4561468156737,0.43899681580051325,0.015648916794932893,0.5823728911014856,1.0185625802292626
GS,put,frozen,15,2026-05-19,20260430,1000,1.9237248415495278,23.029428211483832,-45.31860289208072,-74.59794068086454,0.4581679805422436,0.015461288256487906,0.5928017156342046,1.0190248431171482
GS,put,frozen,15,2026-05-19,20260431,1000,1.9362422565250543,24.650213877286305,-49.246649435137364,-82.36033357500344,0.46599262454175444,0.015304696491428066,0.5957236773186378,1.020944362457095
GS,put,frozen,20,2026-05-27,0,3000,2.9836369592788117,28.69108994108828,-61.714441438372155,-95.86581888041012,0.5627203774346875,0.005632658509586564,0.5627203774346875,1.123284078825474
GS,put,frozen,20,2026-05-27,20260429,1000,3.2783124161389092,27.304803216882746,-58.69996195498974,-90.47496635050345,0.5661785314198177,0.009831038978554928,0.5661785314198177,1.1232840788254737
GS,put,frozen,20,2026-05-27,20260430,1000,2.6809462057806344,29.482355218092664,-65.25144875667857,-98.42918050896483,0.5549128499325456,0.009722666636825791,0.5549128499325456,1.1194933681012014
GS,put,frozen,20,2026-05-27,20260431,1000,2.99165225591689,29.261641873505663,-60.65887308010763,-98.24995382786379,0.5670697509516989,0.009719085829171612,0.5670697509516989,1.1286048362711318
GS,put,frozen,22,2026-05-29,0,3000,3.405352843194921,30.05209952194787,-63.59769492137276,-100.0614982832344,0.0,0.0,0.0,0.0
GS,put,frozen,22,2026-05-29,20260429,1000,3.3845815274353845,29.18252891634301,-62.076356212366655,-95.98406900796053,0.0,0.0,0.0,0.0
GS,put,frozen,22,2026-05-29,20260430,1000,3.1737225796721757,31.093564540967243,-68.11948592839792,-103.18247209882817,0.0,0.0,0.0,0.0
GS,put,frozen,22,2026-05-29,20260431,1000,3.6577544224772023,29.877189696476194,-59.10808288158056,-100.48211916964108,0.0,0.0,0.0,0.0
GS,put,surface,0,2026-04-28,0,3000,-0.7485880343030831,2.2208162161361474e-16,-0.7485880343030828,-0.7485880343030831,0.0,0.0,0.0,0.0
GS,put,surface,0,2026-04-28,20260429,1000,-0.7485880343030831,2.221557105636704e-16,-0.7485880343030828,-0.7485880343030831,0.0,0.0,0.0,0.0
GS,put,surface,0,2026-04-28,20260430,1000,-0.7485880343030831,2.221557105636704e-16,-0.7485880343030828,-0.7485880343030831,0.0,0.0,0.0,0.0
GS,put,surface,0,2026-04-28,20260431,1000,-0.7485880343030831,2.221557105636704e-16,-0.7485880343030828,-0.7485880343030831,0.0,0.0,0.0,0.0
GS,put,surface,5,2026-05-05,0,3000,0.029128374858263896,12.32310156317454,-20.678833711607318,-38.961764529208416,0.0,0.0,0.0,0.0
GS,put,surface,5,2026-05-05,20260429,1000,-0.38496335064710546,12.91387625327823,-21.95436403324902,-42.56334241518051,0.0,0.0,0.0,0.0
GS,put,surface,5,2026-05-05,20260430,1000,0.07102334068941459,12.359757890714341,-22.146110148973953,-38.37171912629155,0.0,0.0,0.0,0.0
GS,put,surface,5,2026-05-05,20260431,1000,0.40132513453248225,11.663474330146881,-17.92985997268096,-35.37362483078234,0.0,0.0,0.0,0.0
GS,put,surface,10,2026-05-12,0,3000,0.37776081404825246,19.048268286901667,-35.91931076484711,-62.8556270830387,0.0,0.0,0.0,0.0
GS,put,surface,10,2026-05-12,20260429,1000,-0.2503449534325175,18.906191288155444,-39.59026269789827,-62.863872249294616,0.0,0.0,0.0,0.0
GS,put,surface,10,2026-05-12,20260430,1000,0.060192754042225245,19.762654589559357,-37.592013824522084,-65.06458193533994,0.0,0.0,0.0,0.0
GS,put,surface,10,2026-05-12,20260431,1000,1.3234346415350497,18.434704549177322,-30.252971256551604,-59.64206375352877,0.0,0.0,0.0,0.0
GS,put,surface,15,2026-05-19,0,3000,1.2262328079623848,23.673686789940458,-48.933418059877575,-79.13687996740038,0.0,0.0,0.0,0.0
GS,put,surface,15,2026-05-19,20260429,1000,0.7428919308965695,23.878689334725316,-50.252391781225214,-79.74108221794447,0.0,0.0,0.0,0.0
GS,put,surface,15,2026-05-19,20260430,1000,1.4655568610072844,22.740574722842975,-45.13286964481748,-74.85454300479687,0.0,0.0,0.0,0.0
GS,put,surface,15,2026-05-19,20260431,1000,1.4702496319833003,24.388030160527784,-49.18554683390274,-82.640745646666,0.0,0.0,0.0,0.0
GS,put,surface,20,2026-05-27,0,3000,2.4209165818441245,28.62758247052528,-62.109057823185815,-96.21765063024709,0.0,0.0,0.0,0.0
GS,put,surface,20,2026-05-27,20260429,1000,2.712133884719093,27.244054215540384,-59.08772663032205,-90.84205342972137,0.0,0.0,0.0,0.0
GS,put,surface,20,2026-05-27,20260430,1000,2.1260333558480893,29.421236200695397,-65.65402447735462,-98.77772276788814,0.0,0.0,0.0,0.0
GS,put,surface,20,2026-05-27,20260431,1000,2.4245825049651915,29.19309119115636,-61.0510660737995,-98.5888141881338,0.0,0.0,0.0,0.0
GS,put,surface,22,2026-05-29,0,3000,3.405352843194921,30.05209952194787,-63.59769492137276,-100.0614982832344,0.0,0.0,0.0,0.0
GS,put,surface,22,2026-05-29,20260429,1000,3.3845815274353845,29.18252891634301,-62.076356212366655,-95.98406900796053,0.0,0.0,0.0,0.0
GS,put,surface,22,2026-05-29,20260430,1000,3.1737225796721757,31.093564540967243,-68.11948592839792,-103.18247209882817,0.0,0.0,0.0,0.0
GS,put,surface,22,2026-05-29,20260431,1000,3.6577544224772023,29.877189696476194,-59.10808288158056,-100.48211916964108,0.0,0.0,0.0,0.0
GS,put,relaxation,0,2026-04-28,0,3000,-0.7485880343030831,2.2208162161361474e-16,-0.7485880343030828,-0.7485880343030831,0.0,0.0,0.0,0.0
GS,put,relaxation,0,2026-04-28,20260429,1000,-0.7485880343030831,2.221557105636704e-16,-0.7485880343030828,-0.7485880343030831,0.0,0.0,0.0,0.0
GS,put,relaxation,0,2026-04-28,20260430,1000,-0.7485880343030831,2.221557105636704e-16,-0.7485880343030828,-0.7485880343030831,0.0,0.0,0.0,0.0
GS,put,relaxation,0,2026-04-28,20260431,1000,-0.7485880343030831,2.221557105636704e-16,-0.7485880343030828,-0.7485880343030831,0.0,0.0,0.0,0.0
GS,put,relaxation,5,2026-05-05,0,3000,0.1286172142095314,12.740332196130762,-21.654955568228342,-40.06413693829261,0.09948883935126782,0.00927034537998051,0.39273071879917076,1.1368028274966542
GS,put,relaxation,5,2026-05-05,20260429,1000,-0.30001677195479065,13.345333298659751,-23.008170703093136,-43.70084775200377,0.08494657869231532,0.01655397311835712,0.40110139905428416,1.1812067320203996
GS,put,relaxation,5,2026-05-05,20260430,1000,0.17414333352226047,12.794140356379746,-23.159380462475482,-39.48664694967735,0.10311999283284547,0.016580058988548915,0.4100756556271313,1.155947220235476
GS,put,relaxation,5,2026-05-05,20260431,1000,0.5117250810611246,12.047916745841013,-18.8103627691397,-36.41075708514739,0.11039994652864266,0.014989777921750031,0.3670151017160967,1.0792011958994678
GS,put,relaxation,10,2026-05-12,0,3000,0.6294316315568614,19.34772856640681,-36.640770278954726,-63.205098519783135,0.25167081750860903,0.008562983043521474,0.42477782469243053,1.0740534698145083
GS,put,relaxation,10,2026-05-12,20260429,1000,-0.01202170500824722,19.22257884749575,-40.32714791011321,-63.16868888041406,0.2383232484242701,0.015183939276548332,0.4248360267072284,1.075136007017035
GS,put,relaxation,10,2026-05-12,20260430,1000,0.3061916516184403,20.067341973648862,-38.58121897112507,-65.38277741749589,0.24599889757621524,0.015121755259608273,0.43472071030470905,1.0752902530998725
GS,put,relaxation,10,2026-05-12,20260431,1000,1.5941249480603914,18.710944431862938,-31.07111000999373,-60.068715194826325,0.2706903065253417,0.014162286535969126,0.4147767370653538,1.067005331650356
GS,put,relaxation,15,2026-05-19,0,3000,1.6189408496064497,23.89027643782533,-48.86054919874248,-78.84870717381551,0.3927080416440649,0.007819440246891152,0.5009377520775675,0.9344468370010535
GS,put,relaxation,15,2026-05-19,20260429,1000,1.1261851114938548,24.096434871075015,-50.29304279776327,-79.43993176280773,0.383293180597285,0.013525365446146518,0.4948150623223337,0.9345195792039303
GS,put,relaxation,15,2026-05-19,20260430,1000,1.8632168491176473,22.96502201470008,-45.1953315725935,-74.58383365618039,0.397659988110363,0.013475251605290986,0.501221111856313,0.9358621374576962
GS,put,relaxation,15,2026-05-19,20260431,1000,1.8674205882078465,24.59641361454339,-49.180206817992335,-82.34741909209657,0.39717095622454685,0.013638508444740644,0.5067770820540558,0.9323063242176045
GS,put,relaxation,20,2026-05-27,0,3000,2.9493427947006383,28.67934091783436,-61.714441438372155,-95.86581888041012,0.528426212856515,0.005155614781684271,0.5304088529385641,1.0242541485680092
GS,put,relaxation,20,2026-05-27,20260429,1000,3.2503010139140653,27.294016383003953,-58.69996195498974,-90.47496635050345,0.5381671291949739,0.00897904727416463,0.5389738775304946,1.0394178059039407
GS,put,relaxation,20,2026-05-27,20260430,1000,2.6443584704311474,29.471363295833797,-65.25144875667857,-98.42918050896483,0.5183251145830582,0.009083252885483157,0.5216498815759683,1.0189938665494984
GS,put,relaxation,20,2026-05-27,20260431,1000,2.953368899756703,29.248112181329464,-60.65887308010763,-98.24995382786379,0.5287863947915128,0.008721060616242487,0.5306027997092292,1.0156063268058428
GS,put,relaxation,22,2026-05-29,0,3000,3.405352843194921,30.05209952194787,-63.59769492137276,-100.0614982832344,0.0,0.0,0.0,0.0
GS,put,relaxation,22,2026-05-29,20260429,1000,3.3845815274353845,29.18252891634301,-62.076356212366655,-95.98406900796053,0.0,0.0,0.0,0.0
GS,put,relaxation,22,2026-05-29,20260430,1000,3.1737225796721757,31.093564540967243,-68.11948592839792,-103.18247209882817,0.0,0.0,0.0,0.0
GS,put,relaxation,22,2026-05-29,20260431,1000,3.6577544224772023,29.877189696476194,-59.10808288158056,-100.48211916964108,0.0,0.0,0.0,0.0
GS,put,uncoupled,0,2026-04-28,0,3000,-0.7485880343030831,2.2208162161361474e-16,-0.7485880343030828,-0.7485880343030831,0.0,0.0,0.0,0.0
GS,put,uncoupled,0,2026-04-28,20260429,1000,-0.7485880343030831,2.221557105636704e-16,-0.7485880343030828,-0.7485880343030831,0.0,0.0,0.0,0.0
GS,put,uncoupled,0,2026-04-28,20260430,1000,-0.7485880343030831,2.221557105636704e-16,-0.7485880343030828,-0.7485880343030831,0.0,0.0,0.0,0.0
GS,put,uncoupled,0,2026-04-28,20260431,1000,-0.7485880343030831,2.221557105636704e-16,-0.7485880343030828,-0.7485880343030831,0.0,0.0,0.0,0.0
GS,put,uncoupled,5,2026-05-05,0,3000,0.2080844703783652,12.90626863858342,-21.75086187956333,-40.28612988051705,0.1789560955201016,0.044650055446219965,1.9275665893108123,4.900405391078158
GS,put,uncoupled,5,2026-05-05,20260429,1000,-0.19099884823601418,13.510961702362993,-23.182631977724807,-43.69608217608952,0.19396450241109178,0.07726752220261018,1.9400697475803312,4.88340182144708
GS,put,uncoupled,5,2026-05-05,20260430,1000,0.2945954004245029,12.939245949321167,-24.269607674482256,-39.541064918114515,0.22357205973508826,0.07760232514925498,1.9350046239286456,4.88281838584762
GS,put,uncoupled,5,2026-05-05,20260431,1000,0.5206568589466072,12.239848766193997,-18.614009517480913,-36.93515313813551,0.11933172441412468,0.07717806207628426,1.9076253964234606,5.000428174176852
GS,put,uncoupled,10,2026-05-12,0,3000,0.686450952643862,19.46415188195117,-36.88037830069334,-63.24468082143821,0.3086901385956099,0.04092415756844572,1.754181418701921,4.640301936560565
GS,put,uncoupled,10,2026-05-12,20260429,1000,0.08756708864240968,19.31843464221015,-39.575992992088196,-62.99446026978863,0.3379120420749275,0.07279330304843508,1.8069151167282762,4.847166703353055
GS,put,uncoupled,10,2026-05-12,20260430,1000,0.41622392923886187,20.160355088748776,-38.56287516502987,-65.4682238286586,0.35603117519663635,0.06985247677648562,1.7629016770624932,4.463690070793305
GS,put,uncoupled,10,2026-05-12,20260431,1000,1.5555618400503153,18.880890591156437,-30.99899930878574,-60.357928213242666,0.2321271985152657,0.06997098976976555,1.6927274623149937,4.616765802834873
GS,put,uncoupled,15,2026-05-19,0,3000,1.6637036381907104,23.968228218490324,-49.2109200031736,-79.00956620372783,0.43747083022832545,0.02970122938157724,1.2947090499617577,3.5450042619226796
GS,put,uncoupled,15,2026-05-19,20260429,1000,1.1909589742974445,24.202406020737257,-50.738574220371255,-79.57701093847066,0.4480670434008748,0.05151293181624033,1.2993211874797805,3.48978929691185
GS,put,uncoupled,15,2026-05-19,20260430,1000,1.967339790808358,23.013138684501193,-45.07273860818041,-74.73334813827017,0.5017829298010732,0.052591532366864265,1.315339398828422,3.7252590597717163
GS,put,uncoupled,15,2026-05-19,20260431,1000,1.8328121494663285,24.67533910166899,-49.210920003173605,-82.48420686477957,0.36256251748302853,0.05015420865467916,1.2694665635770699,3.484521496015815
GS,put,uncoupled,20,2026-05-27,0,3000,2.958022112615003,28.683629268619093,-61.714441438372155,-95.86581888041012,0.5371055307708789,0.01012588103786758,0.598367121788448,1.575981445021512
GS,put,uncoupled,20,2026-05-27,20260429,1000,3.270385621095923,27.298261909095764,-58.69996195498974,-90.47496635050345,0.5582517363768313,0.017756490693780436,0.6088699480063755,1.5783970092510744
GS,put,uncoupled,20,2026-05-27,20260430,1000,2.665857395187082,29.475733643528844,-65.25144875667857,-98.42918050896483,0.5398240393389941,0.018262097633323753,0.6052544246242074,1.6540651417395174
GS,put,uncoupled,20,2026-05-27,20260431,1000,2.9378233215620035,29.252374478046466,-60.65887308010763,-98.24995382786379,0.5132408165968115,0.016540699623730323,0.5809769927347614,1.4765512476715699
GS,put,uncoupled,22,2026-05-29,0,3000,3.405352843194921,30.05209952194787,-63.59769492137276,-100.0614982832344,0.0,0.0,0.0,0.0
GS,put,uncoupled,22,2026-05-29,20260429,1000,3.3845815274353845,29.18252891634301,-62.076356212366655,-95.98406900796053,0.0,0.0,0.0,0.0
GS,put,uncoupled,22,2026-05-29,20260430,1000,3.1737225796721757,31.093564540967243,-68.11948592839792,-103.18247209882817,0.0,0.0,0.0,0.0
GS,put,uncoupled,22,2026-05-29,20260431,1000,3.6577544224772023,29.877189696476194,-59.10808288158056,-100.48211916964108,0.0,0.0,0.0,0.0
GS,put,coupled,0,2026-04-28,0,3000,-0.7485880343030831,2.2208162161361474e-16,-0.7485880343030828,-0.7485880343030831,0.0,0.0,0.0,0.0
GS,put,coupled,0,2026-04-28,20260429,1000,-0.7485880343030831,2.221557105636704e-16,-0.7485880343030828,-0.7485880343030831,0.0,0.0,0.0,0.0
GS,put,coupled,0,2026-04-28,20260430,1000,-0.7485880343030831,2.221557105636704e-16,-0.7485880343030828,-0.7485880343030831,0.0,0.0,0.0,0.0
GS,put,coupled,0,2026-04-28,20260431,1000,-0.7485880343030831,2.221557105636704e-16,-0.7485880343030828,-0.7485880343030831,0.0,0.0,0.0,0.0
GS,put,coupled,5,2026-05-05,0,3000,-0.05373098401858268,13.80903481548489,-24.196136663250613,-43.04277117557621,-0.08285935887684656,0.04469860186536384,1.9586764688251144,4.8475798082494475
GS,put,coupled,5,2026-05-05,20260429,1000,-0.49343511057918,14.451003992714181,-25.307843644786477,-46.62688343736016,-0.10847175993207413,0.07845925359962162,1.9962828879005383,4.882905780835695
GS,put,coupled,5,2026-05-05,20260430,1000,0.026276464037639616,13.867076497510205,-26.718689786938608,-42.312938747342876,-0.04474687665177508,0.07798990616052288,1.9817682857049457,4.95079378058086
GS,put,coupled,5,2026-05-05,20260431,1000,0.30596569448579186,13.076440999103987,-21.21575821712963,-39.527801365934714,-0.09535944004669056,0.07584944201822519,1.8979782328698602,4.727213399432382
GS,put,coupled,10,2026-05-12,0,3000,0.33232275847567755,20.067964968321526,-38.97893915557258,-64.8555259870688,-0.045438055572574874,0.04027049178116661,1.7670443265861007,4.3675821545435545
GS,put,coupled,10,2026-05-12,20260429,1000,-0.327256371768982,19.949956634006885,-41.91252569235243,-64.58974578412568,-0.0769114183364643,0.07118583411153927,1.812999333202687,4.486099287253319
GS,put,coupled,10,2026-05-12,20260430,1000,0.056209361134502395,20.774389076455307,-40.20359628617119,-67.01150236975049,-0.003983392907722779,0.06933953704528073,1.762467371975027,4.31716510753036
GS,put,coupled,10,2026-05-12,20260431,1000,1.2680152860615121,19.44252307350839,-33.29554020549947,-62.06805408754079,-0.055419355473537484,0.06875279423020536,1.7256662745805875,4.355470862546474
GS,put,coupled,15,2026-05-19,0,3000,1.3757252634672517,24.22626507735133,-49.614428744219026,-79.42536505597886,0.1494924555048667,0.02930926842372969,1.2894157494279728,3.2882840175017667
GS,put,coupled,15,2026-05-19,20260429,1000,0.8880016747315395,24.458388872467562,-51.4835835913385,-79.9575730253032,0.14510974383496972,0.0509281518837414,1.2926488742356885,3.187216920838622
GS,put,coupled,15,2026-05-19,20260430,1000,1.6718380904531966,23.28381717717634,-46.150939165315485,-75.19172694133194,0.20628122944591226,0.05037693623743194,1.289827479976309,3.4134952641670657
GS,put,coupled,15,2026-05-19,20260431,1000,1.5673360252170179,24.923867970913705,-49.62495166342829,-82.88977840974466,0.09708639323371801,0.050979891864942936,1.2857708940719212,3.2945301171485184
GS,put,coupled,20,2026-05-27,0,3000,2.8743713131770208,28.683376698644413,-61.714441438372155,-95.86581888041012,0.45345473133289627,0.00907703937746124,0.5373959193163866,1.3157576618056093
GS,put,coupled,20,2026-05-27,20260429,1000,3.1903120856083698,27.302255507806336,-58.69996195498974,-90.47496635050345,0.4781782008892784,0.015673934168274086,0.5438351051371116,1.3306036887194765
GS,put,coupled,20,2026-05-27,20260430,1000,2.5804218381061728,29.472364032168457,-65.25144875667857,-98.42918050896483,0.4543884822580841,0.016075812307213326,0.5432736288313695,1.372848521774239
GS,put,coupled,20,2026-05-27,20260431,1000,2.8523800158165176,29.251241392284307,-60.65887308010763,-98.24995382786379,0.42779751085132633,0.0153835303268966,0.525079023980679,1.2288786705087915
GS,put,coupled,22,2026-05-29,0,3000,3.405352843194921,30.05209952194787,-63.59769492137276,-100.0614982832344,0.0,0.0,0.0,0.0
GS,put,coupled,22,2026-05-29,20260429,1000,3.3845815274353845,29.18252891634301,-62.076356212366655,-95.98406900796053,0.0,0.0,0.0,0.0
GS,put,coupled,22,2026-05-29,20260430,1000,3.1737225796721757,31.093564540967243,-68.11948592839792,-103.18247209882817,0.0,0.0,0.0,0.0
GS,put,coupled,22,2026-05-29,20260431,1000,3.6577544224772023,29.877189696476194,-59.10808288158056,-100.48211916964108,0.0,0.0,0.0,0.0
GS,call,frozen,0,2026-04-28,0,3000,0.01943025245246588,0.0,0.01943025245246588,0.01943025245246588,0.0,0.0,0.0,0.0
GS,call,frozen,0,2026-04-28,20260429,1000,0.01943025245246588,0.0,0.01943025245246588,0.01943025245246588,0.0,0.0,0.0,0.0
GS,call,frozen,0,2026-04-28,20260430,1000,0.01943025245246588,0.0,0.01943025245246588,0.01943025245246588,0.0,0.0,0.0,0.0
GS,call,frozen,0,2026-04-28,20260431,1000,0.01943025245246588,0.0,0.01943025245246588,0.01943025245246588,0.0,0.0,0.0,0.0
GS,call,frozen,5,2026-05-05,0,3000,0.041216926119339886,13.749394009642582,-22.882588630854677,-41.50271736461003,0.5728845392884693,0.011964442570959143,0.6040647259281272,1.9628292821927291
GS,call,frozen,5,2026-05-05,20260429,1000,0.3007996558896969,13.0321128560351,-24.192863667214446,-39.04155115188992,0.5771391933654495,0.020889179346694917,0.6086403264518352,1.9988070749402225
GS,call,frozen,5,2026-05-05,20260430,1000,-0.2990752533059173,14.061931031923491,-25.39402930447436,-42.49675082427374,0.5988645378174942,0.02120249071396713,0.6291692278704077,2.021380242760804
GS,call,frozen,5,2026-05-05,20260431,1000,0.12192637577423981,14.133372610155197,-20.491203431819567,-42.56292273117005,0.5426498866824644,0.020041918313487752,0.5743846234621384,1.8872225147112702
GS,call,frozen,10,2026-05-12,0,3000,-0.02884892970409127,21.422291834316535,-37.4115723856307,-71.08432139010947,0.8678718346506149,0.0123862831590976,0.8678718346506149,1.9526777557332573
GS,call,frozen,10,2026-05-12,20260429,1000,0.31509322536535306,21.08059240279362,-37.49123830749971,-67.9564644585918,0.852154182843751,0.021621655109019068,0.852154182843751,1.9553780286186218
GS,call,frozen,10,2026-05-12,20260430,1000,0.010230508314307397,20.601021264110482,-37.082795061711806,-69.04765992645366,0.8985213478300836,0.021269011004840913,0.8985213478300836,1.9542293743631793
GS,call,frozen,10,2026-05-12,20260431,1000,-0.4118705227919345,22.552211893838447,-36.31096658876984,-76.2258804822771,0.8529399732780104,0.021457491201772344,0.8529399732780104,1.9476278683980741
GS,call,frozen,15,2026-05-19,0,3000,-0.13682138937872704,27.309361947025653,-54.88642727565126,-91.92537775037965,0.8854267426229901,0.00904937077539082,0.8854267426229901,1.655282191387632
GS,call,frozen,15,2026-05-19,20260429,1000,0.24402363307437222,26.301566638623,-50.950896564421285,-87.47148964245734,0.8759029185487377,0.015631229875550306,0.8759029185487377,1.654660949950665
GS,call,frozen,15,2026-05-19,20260430,1000,-0.2591646896290673,27.78782066214181,-54.71814350943416,-91.50797812422304,0.8939724268911093,0.015679563568569015,0.8939724268911093,1.65062789204704
GS,call,frozen,15,2026-05-19,20260431,1000,-0.39532311158148564,27.83405108214645,-57.003671101047416,-96.60414697175064,0.8864048824291235,0.015721416179938448,0.8864048824291235,1.6598606916205525
GS,call,frozen,20,2026-05-27,0,3000,0.11323997333937369,33.65992926793228,-71.35208818860472,-115.65948664863002,0.7900173825426294,0.007249742935586384,0.7900173825426294,1.5880299711090706
GS,call,frozen,20,2026-05-27,20260429,1000,-0.08219943519505434,34.74337248842473,-71.4319688977874,-118.5815190405776,0.785947251414345,0.0124840762229077,0.785947251414345,1.5835944022992847
GS,call,frozen,20,2026-05-27,20260430,1000,-0.754731233533518,34.68173535790955,-74.18261137568847,-120.54737627328744,0.7858677002880707,0.012606917701902625,0.7858677002880707,1.593641240740527
GS,call,frozen,20,2026-05-27,20260431,1000,1.1766505887466923,31.454597891807488,-63.217567056998284,-107.28671260867155,0.7982371959254719,0.012587956001514496,0.7982371959254719,1.5898178816935533
GS,call,frozen,22,2026-05-29,0,3000,-0.5485043416150143,36.89641948106108,-80.53041313475717,-125.70860660129777,0.0,0.0,0.0,0.0
GS,call,frozen,22,2026-05-29,20260429,1000,-0.9755276100784949,37.54215679971779,-82.08466200286391,-126.5013692006059,0.0,0.0,0.0,0.0
GS,call,frozen,22,2026-05-29,20260430,1000,-1.541413010679791,39.2466651011436,-83.09988752147576,-134.5158628965099,0.0,0.0,0.0,0.0
GS,call,frozen,22,2026-05-29,20260431,1000,0.8714275959132353,33.672850472961315,-72.97016529421488,-115.43637447346427,0.0,0.0,0.0,0.0
GS,call,surface,0,2026-04-28,0,3000,0.01943025245246588,0.0,0.01943025245246588,0.01943025245246588,0.0,0.0,0.0,0.0
GS,call,surface,0,2026-04-28,20260429,1000,0.01943025245246588,0.0,0.01943025245246588,0.01943025245246588,0.0,0.0,0.0,0.0
GS,call,surface,0,2026-04-28,20260430,1000,0.01943025245246588,0.0,0.01943025245246588,0.01943025245246588,0.0,0.0,0.0,0.0
GS,call,surface,0,2026-04-28,20260431,1000,0.01943025245246588,0.0,0.01943025245246588,0.01943025245246588,0.0,0.0,0.0,0.0
GS,call,surface,5,2026-05-05,0,3000,-0.5316676131691294,14.259611615705714,-24.84937287948114,-43.57717474917132,0.0,0.0,0.0,0.0
GS,call,surface,5,2026-05-05,20260429,1000,-0.27633953747575246,13.556129173479224,-26.19167074215467,-41.12609259844865,0.0,0.0,0.0,0.0
GS,call,surface,5,2026-05-05,20260430,1000,-0.8979397911234116,14.593931714335639,-27.418576508512103,-44.58201206657222,0.0,0.0,0.0,0.0
GS,call,surface,5,2026-05-05,20260431,1000,-0.4207235109082246,14.610041107811664,-22.38787785167573,-44.60616760581108,0.0,0.0,0.0,0.0
GS,call,surface,10,2026-05-12,0,3000,-0.8967207643547059,21.85298784871295,-39.23671075323864,-72.77440446819703,0.0,0.0,0.0,0.0
GS,call,surface,10,2026-05-12,20260429,1000,-0.5370609574783975,21.52919821953134,-39.31550187105142,-69.6603995374808,0.0,0.0,0.0,0.0
GS,call,surface,10,2026-05-12,20260430,1000,-0.888290839515776,21.034232552393284,-38.91158635383689,-70.74304600003148,0.0,0.0,0.0,0.0
GS,call,surface,10,2026-05-12,20260431,1000,-1.264810496069945,22.965295544573838,-38.1483563886794,-77.89706396380595,0.0,0.0,0.0,0.0
GS,call,surface,15,2026-05-19,0,3000,-1.0222481320017172,27.571759624314748,-56.34442379982008,-93.2202732715764,0.0,0.0,0.0,0.0
GS,call,surface,15,2026-05-19,20260429,1000,-0.6318792854743653,26.579433816524286,-52.42313566880905,-88.78591344613356,0.0,0.0,0.0,0.0
GS,call,surface,15,2026-05-19,20260430,1000,-1.153137116520177,28.04123909136475,-56.17675375175653,-92.80613150554001,0.0,0.0,0.0,0.0
GS,call,surface,15,2026-05-19,20260431,1000,-1.2817279940106097,28.091159351158915,-58.45385946995624,-97.87695960788348,0.0,0.0,0.0,0.0
